"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Tennessee","47","Bachelor's degree (BA, AB, BS)","6",13887
,"Tennessee","47","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5889
,"Tennessee","47","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1799
,"Tennessee","47","Unknown or Not Stated","Unk",506
,"Tennessee","47","Excluded","Exc",0
,"Tennessee","47","Not Reported","NR",0
,"Texas","48","8th grade or less","1",15083
,"Texas","48","9th through 12th grade with no diploma","2",58722
,"Texas","48","High school graduate or GED completed","3",106705
,"Texas","48","Some college credit, but not a degree","4",86833
,"Texas","48","Associate degree (AA, AS)","5",24479
,"Texas","48","Bachelor's degree (BA, AB, BS)","6",71613
,"Texas","48","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",26219
,"Texas","48","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",7805
,"Texas","48","Unknown or Not Stated","Unk",588
,"Texas","48","Excluded","Exc",0
,"Texas","48","Not Reported","NR",0
,"Utah","49","8th grade or less","1",786
,"Utah","49","9th through 12th grade with no diploma","2",3614
,"Utah","49","High school graduate or GED completed","3",9718
,"Utah","49","Some college credit, but not a degree","4",12560
,"Utah","49","Associate degree (AA, AS)","5",5751
,"Utah","49","Bachelor's degree (BA, AB, BS)","6",13418
,"Utah","49","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2678
,"Utah","49","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",653
,"Utah","49","Unknown or Not Stated","Unk",1286
,"Utah","49","Excluded","Exc",0
,"Utah","49","Not Reported","NR",0
,"Vermont","50","8th grade or less","1",37
,"Vermont","50","9th through 12th grade with no diploma","2",371
,"Vermont","50","High school graduate or GED completed","3",1436
,"Vermont","50","Some college credit, but not a degree","4",1046
,"Vermont","50","Associate degree (AA, AS)","5",441
,"Vermont","50","Bachelor's degree (BA, AB, BS)","6",1422
,"Vermont","50","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",752
,"Vermont","50","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",207
,"Vermont","50","Unknown or Not Stated","Unk",44
,"Vermont","50","Excluded","Exc",0
,"Vermont","50","Not Reported","NR",0
,"Virginia","51","8th grade or less","1",3045
,"Virginia","51","9th through 12th grade with no diploma","2",6646
,"Virginia","51","High school graduate or GED completed","3",26743
,"Virginia","51","Some college credit, but not a degree","4",18795
,"Virginia","51","Associate degree (AA, AS)","5",6929
,"Virginia","51","Bachelor's degree (BA, AB, BS)","6",23104
,"Virginia","51","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12732
,"Virginia","51","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3488
,"Virginia","51","Unknown or Not Stated","Unk",978
,"Virginia","51","Excluded","Exc",0
,"Virginia","51","Not Reported","NR",0
,"Washington","53","8th grade or less","1",2369
,"Washington","53","9th through 12th grade with no diploma","2",8166
,"Washington","53","High school graduate or GED completed","3",19303
,"Washington","53","Some college credit, but not a degree","4",20437
,"Washington","53","Associate degree (AA, AS)","5",9100
,"Washington","53","Bachelor's degree (BA, AB, BS)","6",19374
,"Washington","53","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",8204
,"Washington","53","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2467
,"Washington","53","Unknown or Not Stated","Unk",1085
,"Washington","53","Excluded","Exc",0
,"Washington","53","Not Reported","NR",0
,"West Virginia","54","8th grade or less","1",212
,"West Virginia","54","9th through 12th grade with no diploma","2",2459
,"West Virginia","54","High school graduate or GED completed","3",5985
,"West Virginia","54","Some college credit, but not a degree","4",4200
,"West Virginia","54","Associate degree (AA, AS)","5",1868
,"West Virginia","54","Bachelor's degree (BA, AB, BS)","6",2713
,"West Virginia","54","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1156
,"West Virginia","54","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",388
,"West Virginia","54","Unknown or Not Stated","Unk",98
,"West Virginia","54","Excluded","Exc",0
,"West Virginia","54","Not Reported","NR",0
,"Wisconsin","55","8th grade or less","1",2353
,"Wisconsin","55","9th through 12th grade with no diploma","2",4652
,"Wisconsin","55","High school graduate or GED completed","3",16058
,"Wisconsin","55","Some college credit, but not a degree","4",12661
,"Wisconsin","55","Associate degree (AA, AS)","5",7380
,"Wisconsin","55","Bachelor's degree (BA, AB, BS)","6",15927
,"Wisconsin","55","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5506
,"Wisconsin","55","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1750
,"Wisconsin","55","Unknown or Not Stated","Unk",328
,"Wisconsin","55","Excluded","Exc",0
,"Wisconsin","55","Not Reported","NR",0
,"Wyoming","56","8th grade or less","1",90
,"Wyoming","56","9th through 12th grade with no diploma","2",698
,"Wyoming","56","High school graduate or GED completed","3",1767
,"Wyoming","56","Some college credit, but not a degree","4",1902
,"Wyoming","56","Associate degree (AA, AS)","5",831
,"Wyoming","56","Bachelor's degree (BA, AB, BS)","6",1380
,"Wyoming","56","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",499
,"Wyoming","56","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",139
,"Wyoming","56","Unknown or Not Stated","Unk",80
,"Wyoming","56","Excluded","Exc",0
,"Wyoming","56","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2016"
"Group By: State of Residence; Mother's Education"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 8:05:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 8:05:50 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
