"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",86
,"New Hampshire","33","9th through 12th grade with no diploma","2",617
,"New Hampshire","33","High school graduate or GED completed","3",2573
,"New Hampshire","33","Some college credit, but not a degree","4",2347
,"New Hampshire","33","Associate degree (AA, AS)","5",1158
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3169
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1714
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",392
,"New Hampshire","33","Unknown or Not Stated","Unk",60
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",4187
,"New Jersey","34","9th through 12th grade with no diploma","2",6454
,"New Jersey","34","High school graduate or GED completed","3",23473
,"New Jersey","34","Some college credit, but not a degree","4",13495
,"New Jersey","34","Associate degree (AA, AS)","5",7054
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",26826
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15616
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3464
,"New Jersey","34","Unknown or Not Stated","Unk",681
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",648
,"New Mexico","35","9th through 12th grade with no diploma","2",3874
,"New Mexico","35","High school graduate or GED completed","3",5812
,"New Mexico","35","Some college credit, but not a degree","4",6463
,"New Mexico","35","Associate degree (AA, AS)","5",2164
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",3105
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1133
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",513
,"New Mexico","35","Unknown or Not Stated","Unk",55
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",10546
,"New York","36","9th through 12th grade with no diploma","2",24154
,"New York","36","High school graduate or GED completed","3",51786
,"New York","36","Some college credit, but not a degree","4",36267
,"New York","36","Associate degree (AA, AS)","5",18189
,"New York","36","Bachelor's degree (BA, AB, BS)","6",46142
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",33330
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8113
,"New York","36","Unknown or Not Stated","Unk",1210
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",4390
,"North Carolina","37","9th through 12th grade with no diploma","2",12421
,"North Carolina","37","High school graduate or GED completed","3",28252
,"North Carolina","37","Some college credit, but not a degree","4",26866
,"North Carolina","37","Associate degree (AA, AS)","5",11148
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",23506
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10254
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3017
,"North Carolina","37","Unknown or Not Stated","Unk",271
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",140
,"North Dakota","38","9th through 12th grade with no diploma","2",791
,"North Dakota","38","High school graduate or GED completed","3",2099
,"North Dakota","38","Some college credit, but not a degree","4",2247
,"North Dakota","38","Associate degree (AA, AS)","5",1421
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2810
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",783
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",303
,"North Dakota","38","Unknown or Not Stated","Unk",143
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",4819
,"Ohio","39","9th through 12th grade with no diploma","2",13242
,"Ohio","39","High school graduate or GED completed","3",37301
,"Ohio","39","Some college credit, but not a degree","4",26806
,"Ohio","39","Associate degree (AA, AS)","5",12616
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",26013
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12254
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3387
,"Ohio","39","Unknown or Not Stated","Unk",394
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1570
,"Oklahoma","40","9th through 12th grade with no diploma","2",6487
,"Oklahoma","40","High school graduate or GED completed","3",14775
,"Oklahoma","40","Some college credit, but not a degree","4",11725
,"Oklahoma","40","Associate degree (AA, AS)","5",3928
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",8381
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2403
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",810
,"Oklahoma","40","Unknown or Not Stated","Unk",135
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",1243
,"Oregon","41","9th through 12th grade with no diploma","2",4212
,"Oregon","41","High school graduate or GED completed","3",9893
,"Oregon","41","Some college credit, but not a degree","4",10421
,"Oregon","41","Associate degree (AA, AS)","5",3556
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8799
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3922
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1367
,"Oregon","41","Unknown or Not Stated","Unk",218
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",4471
,"Pennsylvania","42","9th through 12th grade with no diploma","2",11823
,"Pennsylvania","42","High school graduate or GED completed","3",34606
,"Pennsylvania","42","Some college credit, but not a degree","4",24070
,"Pennsylvania","42","Associate degree (AA, AS)","5",11990
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",29284
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16003
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4521
,"Pennsylvania","42","Unknown or Not Stated","Unk",977
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",315
,"Rhode Island","44","9th through 12th grade with no diploma","2",942
,"Rhode Island","44","High school graduate or GED completed","3",2265
,"Rhode Island","44","Some college credit, but not a degree","4",2219
,"Rhode Island","44","Associate degree (AA, AS)","5",808
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2286
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1102
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",407
,"Rhode Island","44","Unknown or Not Stated","Unk",294
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1384
,"South Carolina","45","9th through 12th grade with no diploma","2",6376
,"South Carolina","45","High school graduate or GED completed","3",13793
,"South Carolina","45","Some college credit, but not a degree","4",14205
,"South Carolina","45","Associate degree (AA, AS)","5",5132
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",10329
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4408
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1228
,"South Carolina","45","Unknown or Not Stated","Unk",174
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",450
,"South Dakota","46","9th through 12th grade with no diploma","2",1432
,"South Dakota","46","High school graduate or GED completed","3",2944
,"South Dakota","46","Some college credit, but not a degree","4",2110
,"South Dakota","46","Associate degree (AA, AS)","5",1300
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2761
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",820
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",277
,"South Dakota","46","Unknown or Not Stated","Unk",40
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",2730
,"Tennessee","47","9th through 12th grade with no diploma","2",7987
,"Tennessee","47","High school graduate or GED completed","3",22746
,"Tennessee","47","Some college credit, but not a degree","4",19065
,"Tennessee","47","Associate degree (AA, AS)","5",5868
