"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Indiana","18","High school graduate or GED completed","3",23434
,"Indiana","18","Some college credit, but not a degree","4",14462
,"Indiana","18","Associate degree (AA, AS)","5",6285
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",16074
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4964
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1664
,"Indiana","18","Unknown or Not Stated","Unk",117
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1217
,"Iowa","19","9th through 12th grade with no diploma","2",2829
,"Iowa","19","High school graduate or GED completed","3",9088
,"Iowa","19","Some college credit, but not a degree","4",5855
,"Iowa","19","Associate degree (AA, AS)","5",4330
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",8719
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2984
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1020
,"Iowa","19","Unknown or Not Stated","Unk",72
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1024
,"Kansas","20","9th through 12th grade with no diploma","2",2725
,"Kansas","20","High school graduate or GED completed","3",8766
,"Kansas","20","Some college credit, but not a degree","4",6591
,"Kansas","20","Associate degree (AA, AS)","5",3230
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",7821
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3112
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",922
,"Kansas","20","Unknown or Not Stated","Unk",185
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",1912
,"Kentucky","21","9th through 12th grade with no diploma","2",4650
,"Kentucky","21","High school graduate or GED completed","3",16102
,"Kentucky","21","Some college credit, but not a degree","4",10783
,"Kentucky","21","Associate degree (AA, AS)","5",4618
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",8044
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4210
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1110
,"Kentucky","21","Unknown or Not Stated","Unk",239
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1616
,"Louisiana","22","9th through 12th grade with no diploma","2",6196
,"Louisiana","22","High school graduate or GED completed","3",19770
,"Louisiana","22","Some college credit, but not a degree","4",10878
,"Louisiana","22","Associate degree (AA, AS)","5",4413
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",9416
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3560
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1207
,"Louisiana","22","Unknown or Not Stated","Unk",272
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",167
,"Maine","23","9th through 12th grade with no diploma","2",628
,"Maine","23","High school graduate or GED completed","3",2892
,"Maine","23","Some college credit, but not a degree","4",2446
,"Maine","23","Associate degree (AA, AS)","5",982
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",2750
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1241
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",366
,"Maine","23","Unknown or Not Stated","Unk",67
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3176
,"Maryland","24","9th through 12th grade with no diploma","2",5417
,"Maryland","24","High school graduate or GED completed","3",14194
,"Maryland","24","Some college credit, but not a degree","4",12633
,"Maryland","24","Associate degree (AA, AS)","5",4384
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",15020
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10228
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3137
,"Maryland","24","Unknown or Not Stated","Unk",365
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1361
,"Massachusetts","25","9th through 12th grade with no diploma","2",3799
,"Massachusetts","25","High school graduate or GED completed","3",10978
,"Massachusetts","25","Some college credit, but not a degree","4",11169
,"Massachusetts","25","Associate degree (AA, AS)","5",3904
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",16994
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12502
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4013
,"Massachusetts","25","Unknown or Not Stated","Unk",1708
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2139
,"Michigan","26","9th through 12th grade with no diploma","2",8546
,"Michigan","26","High school graduate or GED completed","3",27691
,"Michigan","26","Some college credit, but not a degree","4",22733
,"Michigan","26","Associate degree (AA, AS)","5",8965
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",21237
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9212
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2759
,"Michigan","26","Unknown or Not Stated","Unk",792
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2186
,"Minnesota","27","9th through 12th grade with no diploma","2",4171
,"Minnesota","27","High school graduate or GED completed","3",10793
,"Minnesota","27","Some college credit, but not a degree","4",11166
,"Minnesota","27","Associate degree (AA, AS)","5",7476
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",17904
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7040
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2403
,"Minnesota","27","Unknown or Not Stated","Unk",304
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",747
,"Mississippi","28","9th through 12th grade with no diploma","2",3468
,"Mississippi","28","High school graduate or GED completed","3",10971
,"Mississippi","28","Some college credit, but not a degree","4",7869
,"Mississippi","28","Associate degree (AA, AS)","5",4687
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",4872
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2212
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",570
,"Mississippi","28","Unknown or Not Stated","Unk",77
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",1947
,"Missouri","29","9th through 12th grade with no diploma","2",6092
,"Missouri","29","High school graduate or GED completed","3",18065
,"Missouri","29","Some college credit, but not a degree","4",14834
,"Missouri","29","Associate degree (AA, AS)","5",6071
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",13714
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6544
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1767
,"Missouri","29","Unknown or Not Stated","Unk",251
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",223
,"Montana","30","9th through 12th grade with no diploma","2",801
,"Montana","30","High school graduate or GED completed","3",2803
,"Montana","30","Some college credit, but not a degree","4",2362
,"Montana","30","Associate degree (AA, AS)","5",996
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2506
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",774
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",312
,"Montana","30","Unknown or Not Stated","Unk",14
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1098
,"Nebraska","31","9th through 12th grade with no diploma","2",1734
,"Nebraska","31","High school graduate or GED completed","3",4807
,"Nebraska","31","Some college credit, but not a degree","4",4852
,"Nebraska","31","Associate degree (AA, AS)","5",2406
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6120
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2437
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",805
,"Nebraska","31","Unknown or Not Stated","Unk",32
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",609
,"Nevada","32","9th through 12th grade with no diploma","2",4079
,"Nevada","32","High school graduate or GED completed","3",10951
,"Nevada","32","Some college credit, but not a degree","4",7040
,"Nevada","32","Associate degree (AA, AS)","5",2598
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5110
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1680
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",522
,"Nevada","32","Unknown or Not Stated","Unk",1064
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",65
,"New Hampshire","33","9th through 12th grade with no diploma","2",561
,"New Hampshire","33","High school graduate or GED completed","3",2463
,"New Hampshire","33","Some college credit, but not a degree","4",2197
,"New Hampshire","33","Associate degree (AA, AS)","5",1029
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3181
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1828
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",406
,"New Hampshire","33","Unknown or Not Stated","Unk",61
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",3827
,"New Jersey","34","9th through 12th grade with no diploma","2",5474
,"New Jersey","34","High school graduate or GED completed","3",23010
,"New Jersey","34","Some college credit, but not a degree","4",11731
,"New Jersey","34","Associate degree (AA, AS)","5",6800
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",26645
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15924
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3623
,"New Jersey","34","Unknown or Not Stated","Unk",920
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",519
,"New Mexico","35","9th through 12th grade with no diploma","2",3208
,"New Mexico","35","High school graduate or GED completed","3",5645
,"New Mexico","35","Some college credit, but not a degree","4",5796
,"New Mexico","35","Associate degree (AA, AS)","5",2056
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",2982
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1146
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",495
,"New Mexico","35","Unknown or Not Stated","Unk",56
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",8296
,"New York","36","9th through 12th grade with no diploma","2",19427
,"New York","36","High school graduate or GED completed","3",48608
,"New York","36","Some college credit, but not a degree","4",31492
,"New York","36","Associate degree (AA, AS)","5",16740
,"New York","36","Bachelor's degree (BA, AB, BS)","6",43673
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",31728
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",7900
,"New York","36","Unknown or Not Stated","Unk",1474
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",3884
,"North Carolina","37","9th through 12th grade with no diploma","2",10616
,"North Carolina","37","High school graduate or GED completed","3",29290
,"North Carolina","37","Some college credit, but not a degree","4",23565
,"North Carolina","37","Associate degree (AA, AS)","5",11198
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",24225
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10438
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3191
,"North Carolina","37","Unknown or Not Stated","Unk",323
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",108
,"North Dakota","38","9th through 12th grade with no diploma","2",692
,"North Dakota","38","High school graduate or GED completed","3",2144
,"North Dakota","38","Some college credit, but not a degree","4",2018
,"North Dakota","38","Associate degree (AA, AS)","5",1307
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2569
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",799
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",274
,"North Dakota","38","Unknown or Not Stated","Unk",148
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",4902
,"Ohio","39","9th through 12th grade with no diploma","2",11256
,"Ohio","39","High school graduate or GED completed","3",37407
,"Ohio","39","Some college credit, but not a degree","4",22804
,"Ohio","39","Associate degree (AA, AS)","5",11466
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",25510
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",11987
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3457
,"Ohio","39","Unknown or Not Stated","Unk",402
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1292
,"Oklahoma","40","9th through 12th grade with no diploma","2",5775
,"Oklahoma","40","High school graduate or GED completed","3",14735
,"Oklahoma","40","Some college credit, but not a degree","4",10893
,"Oklahoma","40","Associate degree (AA, AS)","5",3577
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",7891
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2504
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",842
,"Oklahoma","40","Unknown or Not Stated","Unk",114
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",943
,"Oregon","41","9th through 12th grade with no diploma","2",3356
,"Oregon","41","High school graduate or GED completed","3",9376
,"Oregon","41","Some college credit, but not a degree","4",9098
,"Oregon","41","Associate degree (AA, AS)","5",3409
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8317
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3711
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1353
,"Oregon","41","Unknown or Not Stated","Unk",257
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",4527
,"Pennsylvania","42","9th through 12th grade with no diploma","2",10584
,"Pennsylvania","42","High school graduate or GED completed","3",33519
,"Pennsylvania","42","Some college credit, but not a degree","4",20890
,"Pennsylvania","42","Associate degree (AA, AS)","5",11110
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",28555
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15940
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4582
,"Pennsylvania","42","Unknown or Not Stated","Unk",986
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",316
,"Rhode Island","44","9th through 12th grade with no diploma","2",897
,"Rhode Island","44","High school graduate or GED completed","3",2097
,"Rhode Island","44","Some college credit, but not a degree","4",2110
,"Rhode Island","44","Associate degree (AA, AS)","5",737
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2267
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1197
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",361
,"Rhode Island","44","Unknown or Not Stated","Unk",119
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1312
,"South Carolina","45","9th through 12th grade with no diploma","2",5478
,"South Carolina","45","High school graduate or GED completed","3",14594
,"South Carolina","45","Some college credit, but not a degree","4",12574
,"South Carolina","45","Associate degree (AA, AS)","5",5081
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",10573
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4591
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1298
,"South Carolina","45","Unknown or Not Stated","Unk",203
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",439
,"South Dakota","46","9th through 12th grade with no diploma","2",1173
,"South Dakota","46","High school graduate or GED completed","3",2747
,"South Dakota","46","Some college credit, but not a degree","4",1684
,"South Dakota","46","Associate degree (AA, AS)","5",1145
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2625
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",822
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",289
,"South Dakota","46","Unknown or Not Stated","Unk",36
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",3099
,"Tennessee","47","9th through 12th grade with no diploma","2",7220
,"Tennessee","47","High school graduate or GED completed","3",22506
,"Tennessee","47","Some college credit, but not a degree","4",17175
,"Tennessee","47","Associate degree (AA, AS)","5",5793
