"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Tarrant County, TX","48439","Hispanic or Latino","2135-2",9779
,"Tarrant County, TX","48439","Not Hispanic or Latino","2186-5",16813
,"Tarrant County, TX","48439","Unknown or Not Stated","9",19
,"Taylor County, TX","48441","Hispanic or Latino","2135-2",543
,"Taylor County, TX","48441","Not Hispanic or Latino","2186-5",1388
,"Taylor County, TX","48441","Unknown or Not Stated","9",Suppressed
,"Tom Green County, TX","48451","Hispanic or Latino","2135-2",686
,"Tom Green County, TX","48451","Not Hispanic or Latino","2186-5",794
,"Tom Green County, TX","48451","Unknown or Not Stated","9",0
,"Travis County, TX","48453","Hispanic or Latino","2135-2",6329
,"Travis County, TX","48453","Not Hispanic or Latino","2186-5",8819
,"Travis County, TX","48453","Unknown or Not Stated","9",21
,"Webb County, TX","48479","Hispanic or Latino","2135-2",4291
,"Webb County, TX","48479","Not Hispanic or Latino","2186-5",53
,"Webb County, TX","48479","Unknown or Not Stated","9",0
,"Wichita County, TX","48485","Hispanic or Latino","2135-2",427
,"Wichita County, TX","48485","Not Hispanic or Latino","2186-5",1106
,"Wichita County, TX","48485","Unknown or Not Stated","9",0
,"Williamson County, TX","48491","Hispanic or Latino","2135-2",2032
,"Williamson County, TX","48491","Not Hispanic or Latino","2186-5",4809
,"Williamson County, TX","48491","Unknown or Not Stated","9",14
,"Unidentified Counties, TX","48999","Hispanic or Latino","2135-2",23344
,"Unidentified Counties, TX","48999","Not Hispanic or Latino","2186-5",32329
,"Unidentified Counties, TX","48999","Unknown or Not Stated","9",42
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 11:12:41 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 11:12:41 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
