"Notes","State of Residence","State of Residence Code","OE Gestational Age Recode 10","OE Gestational Age Recode 10 Code",Births
,"Hawaii","15","20 - 27 weeks","02",78
,"Hawaii","15","28 - 31 weeks","03",133
,"Hawaii","15","32 - 35 weeks","04",709
,"Hawaii","15","36 weeks","05",660
,"Hawaii","15","37 - 39 weeks","06",10052
,"Hawaii","15","40 weeks","07",3148
,"Hawaii","15","41 weeks","08",942
,"Hawaii","15","42 weeks or more","09",51
,"Hawaii","15","Unknown or Not Stated","10",10
,"Idaho","16","Under 20 weeks","01",Suppressed
,"Idaho","16","20 - 27 weeks","02",98
,"Idaho","16","28 - 31 weeks","03",155
,"Idaho","16","32 - 35 weeks","04",841
,"Idaho","16","36 weeks","05",722
,"Idaho","16","37 - 39 weeks","06",14306
,"Idaho","16","40 weeks","07",4139
,"Idaho","16","41 weeks","08",1190
,"Idaho","16","42 weeks or more","09",72
,"Idaho","16","Unknown or Not Stated","10",Suppressed
,"Illinois","17","Under 20 weeks","01",67
,"Illinois","17","20 - 27 weeks","02",810
,"Illinois","17","28 - 31 weeks","03",1167
,"Illinois","17","32 - 35 weeks","04",6040
,"Illinois","17","36 weeks","05",5657
,"Illinois","17","37 - 39 weeks","06",92980
,"Illinois","17","40 weeks","07",21887
,"Illinois","17","41 weeks","08",4444
,"Illinois","17","42 weeks or more","09",176
,"Illinois","17","Unknown or Not Stated","10",70
,"Indiana","18","Under 20 weeks","01",30
,"Indiana","18","20 - 27 weeks","02",507
,"Indiana","18","28 - 31 weeks","03",755
,"Indiana","18","32 - 35 weeks","04",3624
,"Indiana","18","36 weeks","05",3287
,"Indiana","18","37 - 39 weeks","06",53096
,"Indiana","18","40 weeks","07",14041
,"Indiana","18","41 weeks","08",3035
,"Indiana","18","42 weeks or more","09",228
,"Indiana","18","Unknown or Not Stated","10",13
,"Iowa","19","Under 20 weeks","01",11
,"Iowa","19","20 - 27 weeks","02",194
,"Iowa","19","28 - 31 weeks","03",301
,"Iowa","19","32 - 35 weeks","04",1531
,"Iowa","19","36 weeks","05",1536
,"Iowa","19","37 - 39 weeks","06",24524
,"Iowa","19","40 weeks","07",6314
,"Iowa","19","41 weeks","08",1595
,"Iowa","19","42 weeks or more","09",80
,"Iowa","19","Unknown or Not Stated","10",28
,"Kansas","20","Under 20 weeks","01",15
,"Kansas","20","20 - 27 weeks","02",208
,"Kansas","20","28 - 31 weeks","03",258
,"Kansas","20","32 - 35 weeks","04",1502
,"Kansas","20","36 weeks","05",1442
,"Kansas","20","37 - 39 weeks","06",23923
,"Kansas","20","40 weeks","07",5888
,"Kansas","20","41 weeks","08",1044
,"Kansas","20","42 weeks or more","09",74
,"Kansas","20","Unknown or Not Stated","10",22
,"Kentucky","21","Under 20 weeks","01",22
,"Kentucky","21","20 - 27 weeks","02",284
,"Kentucky","21","28 - 31 weeks","03",483
,"Kentucky","21","32 - 35 weeks","04",2505
,"Kentucky","21","36 weeks","05",2411
,"Kentucky","21","37 - 39 weeks","06",37228
,"Kentucky","21","40 weeks","07",7336
,"Kentucky","21","41 weeks","08",1257
,"Kentucky","21","42 weeks or more","09",117
,"Kentucky","21","Unknown or Not Stated","10",25
,"Louisiana","22","Under 20 weeks","01",34
,"Louisiana","22","20 - 27 weeks","02",504
,"Louisiana","22","28 - 31 weeks","03",629
,"Louisiana","22","32 - 35 weeks","04",3297
,"Louisiana","22","36 weeks","05",2922
,"Louisiana","22","37 - 39 weeks","06",41964
,"Louisiana","22","40 weeks","07",6977
,"Louisiana","22","41 weeks","08",929
,"Louisiana","22","42 weeks or more","09",39
,"Louisiana","22","Unknown or Not Stated","10",33
,"Maine","23","Under 20 weeks","01",Suppressed
,"Maine","23","20 - 27 weeks","02",63
,"Maine","23","28 - 31 weeks","03",76
,"Maine","23","32 - 35 weeks","04",444
,"Maine","23","36 weeks","05",445
,"Maine","23","37 - 39 weeks","06",7235
,"Maine","23","40 weeks","07",2265
,"Maine","23","41 weeks","08",929
,"Maine","23","42 weeks or more","09",64
,"Maine","23","Unknown or Not Stated","10",10
,"Maryland","24","Under 20 weeks","01",32
,"Maryland","24","20 - 27 weeks","02",507
,"Maryland","24","28 - 31 weeks","03",611
,"Maryland","24","32 - 35 weeks","04",3027
,"Maryland","24","36 weeks","05",2764
,"Maryland","24","37 - 39 weeks","06",43470
,"Maryland","24","40 weeks","07",13616
,"Maryland","24","41 weeks","08",4349
,"Maryland","24","42 weeks or more","09",148
,"Maryland","24","Unknown or Not Stated","10",30
,"Massachusetts","25","Under 20 weeks","01",18
,"Massachusetts","25","20 - 27 weeks","02",284
,"Massachusetts","25","28 - 31 weeks","03",493
,"Massachusetts","25","32 - 35 weeks","04",2666
,"Massachusetts","25","36 weeks","05",2350
,"Massachusetts","25","37 - 39 weeks","06",40098
,"Massachusetts","25","40 weeks","07",14492
,"Massachusetts","25","41 weeks","08",5614
,"Massachusetts","25","42 weeks or more","09",160
,"Massachusetts","25","Unknown or Not Stated","10",253
,"Michigan","26","Under 20 weeks","01",61
,"Michigan","26","20 - 27 weeks","02",674
,"Michigan","26","28 - 31 weeks","03",969
,"Michigan","26","32 - 35 weeks","04",4805
,"Michigan","26","36 weeks","05",4130
,"Michigan","26","37 - 39 weeks","06",66253
,"Michigan","26","40 weeks","07",20739
,"Michigan","26","41 weeks","08",6073
,"Michigan","26","42 weeks or more","09",329
,"Michigan","26","Unknown or Not Stated","10",41
,"Minnesota","27","Under 20 weeks","01",17
,"Minnesota","27","20 - 27 weeks","02",314
,"Minnesota","27","28 - 31 weeks","03",496
,"Minnesota","27","32 - 35 weeks","04",2531
,"Minnesota","27","36 weeks","05",2415
,"Minnesota","27","37 - 39 weeks","06",39424
,"Minnesota","27","40 weeks","07",12818
,"Minnesota","27","41 weeks","08",5047
,"Minnesota","27","42 weeks or more","09",334
,"Minnesota","27","Unknown or Not Stated","10",47
,"Mississippi","28","Under 20 weeks","01",13
,"Mississippi","28","20 - 27 weeks","02",325
,"Mississippi","28","28 - 31 weeks","03",503
,"Mississippi","28","32 - 35 weeks","04",2165
,"Mississippi","28","36 weeks","05",2026
,"Mississippi","28","37 - 39 weeks","06",26226
,"Mississippi","28","40 weeks","07",3657
,"Mississippi","28","41 weeks","08",503
,"Mississippi","28","42 weeks or more","09",45
,"Mississippi","28","Unknown or Not Stated","10",10
,"Missouri","29","Under 20 weeks","01",33
,"Missouri","29","20 - 27 weeks","02",430
,"Missouri","29","28 - 31 weeks","03",598
,"Missouri","29","32 - 35 weeks","04",3381
,"Missouri","29","36 weeks","05",3157
,"Missouri","29","37 - 39 weeks","06",48598
,"Missouri","29","40 weeks","07",10789
,"Missouri","29","41 weeks","08",2016
,"Missouri","29","42 weeks or more","09",205
,"Missouri","29","Unknown or Not Stated","10",78
,"Montana","30","Under 20 weeks","01",Suppressed
,"Montana","30","20 - 27 weeks","02",47
,"Montana","30","28 - 31 weeks","03",87
,"Montana","30","32 - 35 weeks","04",509
,"Montana","30","36 weeks","05",414
,"Montana","30","37 - 39 weeks","06",7226
,"Montana","30","40 weeks","07",1966
,"Montana","30","41 weeks","08",508
,"Montana","30","42 weeks or more","09",29
,"Montana","30","Unknown or Not Stated","10",Suppressed
,"Nebraska","31","Under 20 weeks","01",Suppressed
,"Nebraska","31","20 - 27 weeks","02",118
,"Nebraska","31","28 - 31 weeks","03",221
,"Nebraska","31","32 - 35 weeks","04",1039
,"Nebraska","31","36 weeks","05",1159
,"Nebraska","31","37 - 39 weeks","06",16815
,"Nebraska","31","40 weeks","07",4120
,"Nebraska","31","41 weeks","08",742
,"Nebraska","31","42 weeks or more","09",53
,"Nebraska","31","Unknown or Not Stated","10",15
,"Nevada","32","Under 20 weeks","01",Suppressed
,"Nevada","32","20 - 27 weeks","02",196
,"Nevada","32","28 - 31 weeks","03",308
,"Nevada","32","32 - 35 weeks","04",1643
,"Nevada","32","36 weeks","05",1439
,"Nevada","32","37 - 39 weeks","06",23251
,"Nevada","32","40 weeks","07",5770
,"Nevada","32","41 weeks","08",965
,"Nevada","32","42 weeks or more","09",57
,"Nevada","32","Unknown or Not Stated","10",16
,"New Hampshire","33","Under 20 weeks","01",Suppressed
,"New Hampshire","33","20 - 27 weeks","02",60
,"New Hampshire","33","28 - 31 weeks","03",85
,"New Hampshire","33","32 - 35 weeks","04",472
,"New Hampshire","33","36 weeks","05",372
,"New Hampshire","33","37 - 39 weeks","06",6800
,"New Hampshire","33","40 weeks","07",2607
,"New Hampshire","33","41 weeks","08",1309
,"New Hampshire","33","42 weeks or more","09",72
,"New Hampshire","33","Unknown or Not Stated","10",12
,"New Jersey","34","Under 20 weeks","01",17
,"New Jersey","34","20 - 27 weeks","02",516
,"New Jersey","34","28 - 31 weeks","03",816
,"New Jersey","34","32 - 35 weeks","04",4126
,"New Jersey","34","36 weeks","05",3666
,"New Jersey","34","37 - 39 weeks","06",61770
,"New Jersey","34","40 weeks","07",20525
,"New Jersey","34","41 weeks","08",6292
,"New Jersey","34","42 weeks or more","09",198
,"New Jersey","34","Unknown or Not Stated","10",28
,"New Mexico","35","Under 20 weeks","01",Suppressed
,"New Mexico","35","20 - 27 weeks","02",135
,"New Mexico","35","28 - 31 weeks","03",196
,"New Mexico","35","32 - 35 weeks","04",909
,"New Mexico","35","36 weeks","05",860
,"New Mexico","35","37 - 39 weeks","06",15001
,"New Mexico","35","40 weeks","07",3840
,"New Mexico","35","41 weeks","08",909
,"New Mexico","35","42 weeks or more","09",40
,"New Mexico","35","Unknown or Not Stated","10",11
,"New York","36","Under 20 weeks","01",36
,"New York","36","20 - 27 weeks","02",1189
,"New York","36","28 - 31 weeks","03",1850
,"New York","36","32 - 35 weeks","04",8727
,"New York","36","36 weeks","05",7477
,"New York","36","37 - 39 weeks","06",128494
,"New York","36","40 weeks","07",46543
,"New York","36","41 weeks","08",13970
,"New York","36","42 weeks or more","09",711
,"New York","36","Unknown or Not Stated","10",341
,"North Carolina","37","Under 20 weeks","01",61
,"North Carolina","37","20 - 27 weeks","02",863
,"North Carolina","37","28 - 31 weeks","03",1204
,"North Carolina","37","32 - 35 weeks","04",5767
,"North Carolina","37","36 weeks","05",4706
,"North Carolina","37","37 - 39 weeks","06",75425
,"North Carolina","37","40 weeks","07",22221
,"North Carolina","37","41 weeks","08",6213
,"North Carolina","37","42 weeks or more","09",231
,"North Carolina","37","Unknown or Not Stated","10",39
,"North Dakota","38","Under 20 weeks","01",Suppressed
,"North Dakota","38","20 - 27 weeks","02",57
,"North Dakota","38","28 - 31 weeks","03",63
,"North Dakota","38","32 - 35 weeks","04",450
,"North Dakota","38","36 weeks","05",412
,"North Dakota","38","37 - 39 weeks","06",6748
,"North Dakota","38","40 weeks","07",1864
,"North Dakota","38","41 weeks","08",429
,"North Dakota","38","42 weeks or more","09",24
,"North Dakota","38","Unknown or Not Stated","10",Suppressed
,"Ohio","39","Under 20 weeks","01",70
,"Ohio","39","20 - 27 weeks","02",807
,"Ohio","39","28 - 31 weeks","03",1187
,"Ohio","39","32 - 35 weeks","04",5992
,"Ohio","39","36 weeks","05",5255
,"Ohio","39","37 - 39 weeks","06",88122
,"Ohio","39","40 weeks","07",22330
,"Ohio","39","41 weeks","08",5038
,"Ohio","39","42 weeks or more","09",296
,"Ohio","39","Unknown or Not Stated","10",94
,"Oklahoma","40","Under 20 weeks","01",16
,"Oklahoma","40","20 - 27 weeks","02",259
,"Oklahoma","40","28 - 31 weeks","03",443
,"Oklahoma","40","32 - 35 weeks","04",2338
,"Oklahoma","40","36 weeks","05",2260
,"Oklahoma","40","37 - 39 weeks","06",34807
,"Oklahoma","40","40 weeks","07",6245
,"Oklahoma","40","41 weeks","08",1119
,"Oklahoma","40","42 weeks or more","09",101
,"Oklahoma","40","Unknown or Not Stated","10",35
,"Oregon","41","Under 20 weeks","01",15
,"Oregon","41","20 - 27 weeks","02",160
,"Oregon","41","28 - 31 weeks","03",287
,"Oregon","41","32 - 35 weeks","04",1428
,"Oregon","41","36 weeks","05",1369
,"Oregon","41","37 - 39 weeks","06",24262
,"Oregon","41","40 weeks","07",8573
,"Oregon","41","41 weeks","08",3474
,"Oregon","41","42 weeks or more","09",231
,"Oregon","41","Unknown or Not Stated","10",21
,"Pennsylvania","42","Under 20 weeks","01",68
,"Pennsylvania","42","20 - 27 weeks","02",767
,"Pennsylvania","42","28 - 31 weeks","03",1056
,"Pennsylvania","42","32 - 35 weeks","04",5546
,"Pennsylvania","42","36 weeks","05",5049
,"Pennsylvania","42","37 - 39 weeks","06",83547
,"Pennsylvania","42","40 weeks","07",26117
,"Pennsylvania","42","41 weeks","08",7976
,"Pennsylvania","42","42 weeks or more","09",331
,"Pennsylvania","42","Unknown or Not Stated","10",236
,"Rhode Island","44","Under 20 weeks","01",Suppressed
,"Rhode Island","44","20 - 27 weeks","02",47
,"Rhode Island","44","28 - 31 weeks","03",90
,"Rhode Island","44","32 - 35 weeks","04",400
,"Rhode Island","44","36 weeks","05",378
,"Rhode Island","44","37 - 39 weeks","06",6388
,"Rhode Island","44","40 weeks","07",1980
,"Rhode Island","44","41 weeks","08",791
,"Rhode Island","44","42 weeks or more","09",19
,"Rhode Island","44","Unknown or Not Stated","10",Suppressed
,"South Carolina","45","Under 20 weeks","01",19
,"South Carolina","45","20 - 27 weeks","02",427
,"South Carolina","45","28 - 31 weeks","03",585
,"South Carolina","45","32 - 35 weeks","04",2936
,"South Carolina","45","36 weeks","05",2609
,"South Carolina","45","37 - 39 weeks","06",39444
,"South Carolina","45","40 weeks","07",8083
,"South Carolina","45","41 weeks","08",1502
,"South Carolina","45","42 weeks or more","09",81
,"South Carolina","45","Unknown or Not Stated","10",18
,"South Dakota","46","Under 20 weeks","01",Suppressed
,"South Dakota","46","20 - 27 weeks","02",50
,"South Dakota","46","28 - 31 weeks","03",81
,"South Dakota","46","32 - 35 weeks","04",436
,"South Dakota","46","36 weeks","05",458
,"South Dakota","46","37 - 39 weeks","06",7270
,"South Dakota","46","40 weeks","07",2050
,"South Dakota","46","41 weeks","08",560
,"South Dakota","46","42 weeks or more","09",35
,"South Dakota","46","Unknown or Not Stated","10",15
,"Tennessee","47","Under 20 weeks","01",22
,"Tennessee","47","20 - 27 weeks","02",503
,"Tennessee","47","28 - 31 weeks","03",827
,"Tennessee","47","32 - 35 weeks","04",3852
,"Tennessee","47","36 weeks","05",3390
,"Tennessee","47","37 - 39 weeks","06",54104
,"Tennessee","47","40 weeks","07",13085
,"Tennessee","47","41 weeks","08",2676
,"Tennessee","47","42 weeks or more","09",183
,"Tennessee","47","Unknown or Not Stated","10",47
,"Texas","48","Under 20 weeks","01",174
,"Texas","48","20 - 27 weeks","02",2414
,"Texas","48","28 - 31 weeks","03",3490
,"Texas","48","32 - 35 weeks","04",17440
,"Texas","48","36 weeks","05",16193
,"Texas","48","37 - 39 weeks","06",262812
,"Texas","48","40 weeks","07",53985
,"Texas","48","41 weeks","08",10788
,"Texas","48","42 weeks or more","09",809
,"Texas","48","Unknown or Not Stated","10",85
,"Utah","49","Under 20 weeks","01",11
,"Utah","49","20 - 27 weeks","02",215
,"Utah","49","28 - 31 weeks","03",352
,"Utah","49","32 - 35 weeks","04",1853
,"Utah","49","36 weeks","05",1810
,"Utah","49","37 - 39 weeks","06",33407
,"Utah","49","40 weeks","07",6606
,"Utah","49","41 weeks","08",1344
,"Utah","49","42 weeks or more","09",101
,"Utah","49","Unknown or Not Stated","10",Suppressed
,"Vermont","50","Under 20 weeks","01",0
,"Vermont","50","20 - 27 weeks","02",15
,"Vermont","50","28 - 31 weeks","03",35
,"Vermont","50","32 - 35 weeks","04",190
,"Vermont","50","36 weeks","05",151
,"Vermont","50","37 - 39 weeks","06",3060
,"Vermont","50","40 weeks","07",1124
,"Vermont","50","41 weeks","08",531
,"Vermont","50","42 weeks or more","09",24
,"Vermont","50","Unknown or Not Stated","10",Suppressed
,"Virginia","51","Under 20 weeks","01",45
,"Virginia","51","20 - 27 weeks","02",619
,"Virginia","51","28 - 31 weeks","03",820
,"Virginia","51","32 - 35 weeks","04",4075
,"Virginia","51","36 weeks","05",3527
,"Virginia","51","37 - 39 weeks","06",61838
,"Virginia","51","40 weeks","07",18458
,"Virginia","51","41 weeks","08",5103
,"Virginia","51","42 weeks or more","09",232
,"Virginia","51","Unknown or Not Stated","10",32
,"Washington","53","Under 20 weeks","01",25
,"Washington","53","20 - 27 weeks","02",388
,"Washington","53","28 - 31 weeks","03",627
,"Washington","53","32 - 35 weeks","04",3182
,"Washington","53","36 weeks","05",2945
,"Washington","53","37 - 39 weeks","06",50741
,"Washington","53","40 weeks","07",17425
,"Washington","53","41 weeks","08",7196
,"Washington","53","42 weeks or more","09",417
,"Washington","53","Unknown or Not Stated","10",140
,"West Virginia","54","Under 20 weeks","01",Suppressed
,"West Virginia","54","20 - 27 weeks","02",109
,"West Virginia","54","28 - 31 weeks","03",155
,"West Virginia","54","32 - 35 weeks","04",927
,"West Virginia","54","36 weeks","05",888
,"West Virginia","54","37 - 39 weeks","06",12502
,"West Virginia","54","40 weeks","07",2151
,"West Virginia","54","41 weeks","08",559
,"West Virginia","54","42 weeks or more","09",21
,"West Virginia","54","Unknown or Not Stated","10",Suppressed
,"Wisconsin","55","Under 20 weeks","01",27
,"Wisconsin","55","20 - 27 weeks","02",335
,"Wisconsin","55","28 - 31 weeks","03",483
,"Wisconsin","55","32 - 35 weeks","04",2745
,"Wisconsin","55","36 weeks","05",2423
,"Wisconsin","55","37 - 39 weeks","06",39784
,"Wisconsin","55","40 weeks","07",11751
,"Wisconsin","55","41 weeks","08",2825
,"Wisconsin","55","42 weeks or more","09",172
,"Wisconsin","55","Unknown or Not Stated","10",49
,"Wyoming","56","Under 20 weeks","01",Suppressed
,"Wyoming","56","20 - 27 weeks","02",32
,"Wyoming","56","28 - 31 weeks","03",68
,"Wyoming","56","32 - 35 weeks","04",245
,"Wyoming","56","36 weeks","05",271
,"Wyoming","56","37 - 39 weeks","06",4094
,"Wyoming","56","40 weeks","07",1143
,"Wyoming","56","41 weeks","08",247
,"Wyoming","56","42 weeks or more","09",26
,"Wyoming","56","Unknown or Not Stated","10",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2020"
"Group By: State of Residence; OE Gestational Age Recode 10"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 1:39:13 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 1:39:13 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
