"Notes","State of Residence","State of Residence Code","Trimester Prenatal Care Began","Trimester Prenatal Care Began Code",Births
,"Louisiana","22","No prenatal care","4",1191
,"Louisiana","22","Unknown or Not Stated","5",1490
,"Louisiana","22","Not Reported","100",0
,"Maine","23","1st to 3rd month","1",9819
,"Maine","23","4th to 6th month","2",1251
,"Maine","23","7th to final month","3",328
,"Maine","23","No prenatal care","4",60
,"Maine","23","Unknown or Not Stated","5",81
,"Maine","23","Not Reported","100",0
,"Maryland","24","1st to 3rd month","1",49581
,"Maryland","24","4th to 6th month","2",12476
,"Maryland","24","7th to final month","3",3004
,"Maryland","24","No prenatal care","4",929
,"Maryland","24","Unknown or Not Stated","5",2564
,"Maryland","24","Not Reported","100",0
,"Massachusetts","25","1st to 3rd month","1",55690
,"Massachusetts","25","4th to 6th month","2",7532
,"Massachusetts","25","7th to final month","3",2274
,"Massachusetts","25","No prenatal care","4",263
,"Massachusetts","25","Unknown or Not Stated","5",669
,"Massachusetts","25","Not Reported","100",0
,"Michigan","26","1st to 3rd month","1",81703
,"Michigan","26","4th to 6th month","2",15512
,"Michigan","26","7th to final month","3",3783
,"Michigan","26","No prenatal care","4",1679
,"Michigan","26","Unknown or Not Stated","5",1397
,"Michigan","26","Not Reported","100",0
,"Minnesota","27","1st to 3rd month","1",52654
,"Minnesota","27","4th to 6th month","2",8353
,"Minnesota","27","7th to final month","3",1706
,"Minnesota","27","No prenatal care","4",413
,"Minnesota","27","Unknown or Not Stated","5",317
,"Minnesota","27","Not Reported","100",0
,"Mississippi","28","1st to 3rd month","1",27079
,"Mississippi","28","4th to 6th month","2",6130
,"Mississippi","28","7th to final month","3",1299
,"Mississippi","28","No prenatal care","4",542
,"Mississippi","28","Unknown or Not Stated","5",423
,"Mississippi","28","Not Reported","100",0
,"Missouri","29","1st to 3rd month","1",50668
,"Missouri","29","4th to 6th month","2",11942
,"Missouri","29","7th to final month","3",2906
,"Missouri","29","No prenatal care","4",1425
,"Missouri","29","Unknown or Not Stated","5",2344
,"Missouri","29","Not Reported","100",0
,"Montana","30","1st to 3rd month","1",8585
,"Montana","30","4th to 6th month","2",1559
,"Montana","30","7th to final month","3",469
,"Montana","30","No prenatal care","4",168
,"Montana","30","Unknown or Not Stated","5",10
,"Montana","30","Not Reported","100",0
,"Nebraska","31","1st to 3rd month","1",18997
,"Nebraska","31","4th to 6th month","2",3709
,"Nebraska","31","7th to final month","3",823
,"Nebraska","31","No prenatal care","4",301
,"Nebraska","31","Unknown or Not Stated","5",461
,"Nebraska","31","Not Reported","100",0
,"Nevada","32","1st to 3rd month","1",25391
,"Nevada","32","4th to 6th month","2",4445
,"Nevada","32","7th to final month","3",982
,"Nevada","32","No prenatal care","4",1645
,"Nevada","32","Unknown or Not Stated","5",1190
,"Nevada","32","Not Reported","100",0
,"New Hampshire","33","1st to 3rd month","1",10020
,"New Hampshire","33","4th to 6th month","2",1306
,"New Hampshire","33","7th to final month","3",358
,"New Hampshire","33","No prenatal care","4",57
,"New Hampshire","33","Unknown or Not Stated","5",50
,"New Hampshire","33","Not Reported","100",0
,"New Jersey","34","1st to 3rd month","1",74457
,"New Jersey","34","4th to 6th month","2",16795
,"New Jersey","34","7th to final month","3",4009
,"New Jersey","34","No prenatal care","4",1490
,"New Jersey","34","Unknown or Not Stated","5",1203
,"New Jersey","34","Not Reported","100",0
,"New Mexico","35","1st to 3rd month","1",14987
,"New Mexico","35","4th to 6th month","2",4153
,"New Mexico","35","7th to final month","3",1764
,"New Mexico","35","No prenatal care","4",684
,"New Mexico","35","Unknown or Not Stated","5",315
,"New Mexico","35","Not Reported","100",0
,"New York","36","1st to 3rd month","1",164090
,"New York","36","4th to 6th month","2",29652
,"New York","36","7th to final month","3",7906
,"New York","36","No prenatal care","4",1893
,"New York","36","Unknown or Not Stated","5",5797
,"New York","36","Not Reported","100",0
,"North Carolina","37","1st to 3rd month","1",85578
,"North Carolina","37","4th to 6th month","2",21153
,"North Carolina","37","7th to final month","3",5551
,"North Carolina","37","No prenatal care","4",3307
,"North Carolina","37","Unknown or Not Stated","5",1141
,"North Carolina","37","Not Reported","100",0
,"North Dakota","38","1st to 3rd month","1",7842
,"North Dakota","38","4th to 6th month","2",1354
,"North Dakota","38","7th to final month","3",490
,"North Dakota","38","No prenatal care","4",70
,"North Dakota","38","Unknown or Not Stated","5",303
,"North Dakota","38","Not Reported","100",0
,"Ohio","39","1st to 3rd month","1",99260
,"Ohio","39","4th to 6th month","2",21726
,"Ohio","39","7th to final month","3",5260
,"Ohio","39","No prenatal care","4",1885
,"Ohio","39","Unknown or Not Stated","5",1060
,"Ohio","39","Not Reported","100",0
,"Oklahoma","40","1st to 3rd month","1",35478
,"Oklahoma","40","4th to 6th month","2",8146
,"Oklahoma","40","7th to final month","3",2284
,"Oklahoma","40","No prenatal care","4",893
,"Oklahoma","40","Unknown or Not Stated","5",822
,"Oklahoma","40","Not Reported","100",0
,"Oregon","41","1st to 3rd month","1",32962
,"Oregon","41","4th to 6th month","2",5061
,"Oregon","41","7th to final month","3",1274
,"Oregon","41","No prenatal care","4",346
,"Oregon","41","Unknown or Not Stated","5",177
,"Oregon","41","Not Reported","100",0
,"Pennsylvania","42","1st to 3rd month","1",97735
,"Pennsylvania","42","4th to 6th month","2",20233
,"Pennsylvania","42","7th to final month","3",5899
,"Pennsylvania","42","No prenatal care","4",2263
,"Pennsylvania","42","Unknown or Not Stated","5",4563
,"Pennsylvania","42","Not Reported","100",0
,"Rhode Island","44","1st to 3rd month","1",8247
,"Rhode Island","44","4th to 6th month","2",1320
,"Rhode Island","44","7th to final month","3",112
,"Rhode Island","44","No prenatal care","4",28
,"Rhode Island","44","Unknown or Not Stated","5",394
,"Rhode Island","44","Not Reported","100",0
,"South Carolina","45","1st to 3rd month","1",42294
,"South Carolina","45","4th to 6th month","2",9438
,"South Carolina","45","7th to final month","3",2698
,"South Carolina","45","No prenatal care","4",1142
,"South Carolina","45","Unknown or Not Stated","5",132
,"South Carolina","45","Not Reported","100",0
,"South Dakota","46","1st to 3rd month","1",8475
,"South Dakota","46","4th to 6th month","2",1773
,"South Dakota","46","7th to final month","3",508
,"South Dakota","46","No prenatal care","4",117
,"South Dakota","46","Unknown or Not Stated","5",87
,"South Dakota","46","Not Reported","100",0
,"Tennessee","47","1st to 3rd month","1",57080
,"Tennessee","47","4th to 6th month","2",14842
,"Tennessee","47","7th to final month","3",3713
,"Tennessee","47","No prenatal care","4",1769
,"Tennessee","47","Unknown or Not Stated","5",1285
,"Tennessee","47","Not Reported","100",0
,"Texas","48","1st to 3rd month","1",250542
,"Texas","48","4th to 6th month","2",73746
,"Texas","48","7th to final month","3",21334
,"Texas","48","No prenatal care","4",14411
,"Texas","48","Unknown or Not Stated","5",8157
,"Texas","48","Not Reported","100",0
,"Utah","49","1st to 3rd month","1",37061
,"Utah","49","4th to 6th month","2",6368
,"Utah","49","7th to final month","3",1483
,"Utah","49","No prenatal care","4",290
,"Utah","49","Unknown or Not Stated","5",500
,"Utah","49","Not Reported","100",0
,"Vermont","50","1st to 3rd month","1",4495
,"Vermont","50","4th to 6th month","2",496
,"Vermont","50","7th to final month","3",87
,"Vermont","50","No prenatal care","4",27
,"Vermont","50","Unknown or Not Stated","5",28
,"Vermont","50","Not Reported","100",0
,"Virginia","51","1st to 3rd month","1",74285
,"Virginia","51","4th to 6th month","2",14265
,"Virginia","51","7th to final month","3",3444
,"Virginia","51","No prenatal care","4",1121
,"Virginia","51","Unknown or Not Stated","5",1634
,"Virginia","51","Not Reported","100",0
,"Washington","53","1st to 3rd month","1",59426
,"Washington","53","4th to 6th month","2",11475
,"Washington","53","7th to final month","3",3646
,"Washington","53","No prenatal care","4",870
,"Washington","53","Unknown or Not Stated","5",7669
,"Washington","53","Not Reported","100",0
,"West Virginia","54","1st to 3rd month","1",13629
,"West Virginia","54","4th to 6th month","2",2473
,"West Virginia","54","7th to final month","3",744
,"West Virginia","54","No prenatal care","4",372
,"West Virginia","54","Unknown or Not Stated","5",105
,"West Virginia","54","Not Reported","100",0
,"Wisconsin","55","1st to 3rd month","1",48848
,"Wisconsin","55","4th to 6th month","2",7782
,"Wisconsin","55","7th to final month","3",1896
,"Wisconsin","55","No prenatal care","4",444
,"Wisconsin","55","Unknown or Not Stated","5",1624
,"Wisconsin","55","Not Reported","100",0
,"Wyoming","56","1st to 3rd month","1",4796
,"Wyoming","56","4th to 6th month","2",892
,"Wyoming","56","7th to final month","3",259
,"Wyoming","56","No prenatal care","4",92
,"Wyoming","56","Unknown or Not Stated","5",89
,"Wyoming","56","Not Reported","100",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2020"
"Group By: State of Residence; Trimester Prenatal Care Began"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 1:42:01 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 1:42:01 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
