"Notes","State of Residence","State of Residence Code","OE Gestational Age Recode 10","OE Gestational Age Recode 10 Code",Births
,"Colorado","08","Under 20 weeks","01",16
,"Colorado","08","20 - 27 weeks","02",315
,"Colorado","08","28 - 31 weeks","03",556
,"Colorado","08","32 - 35 weeks","04",2736
,"Colorado","08","36 weeks","05",2172
,"Colorado","08","37 - 39 weeks","06",38256
,"Colorado","08","40 weeks","07",13711
,"Colorado","08","41 weeks","08",4842
,"Colorado","08","42 weeks or more","09",256
,"Colorado","08","Unknown or Not Stated","10",25
,"Connecticut","09","Under 20 weeks","01",15
,"Connecticut","09","20 - 27 weeks","02",188
,"Connecticut","09","28 - 31 weeks","03",314
,"Connecticut","09","32 - 35 weeks","04",1435
,"Connecticut","09","36 weeks","05",1299
,"Connecticut","09","37 - 39 weeks","06",21068
,"Connecticut","09","40 weeks","07",7447
,"Connecticut","09","41 weeks","08",2870
,"Connecticut","09","42 weeks or more","09",80
,"Connecticut","09","Unknown or Not Stated","10",Suppressed
,"Delaware","10","Under 20 weeks","01",Suppressed
,"Delaware","10","20 - 27 weeks","02",76
,"Delaware","10","28 - 31 weeks","03",92
,"Delaware","10","32 - 35 weeks","04",460
,"Delaware","10","36 weeks","05",381
,"Delaware","10","37 - 39 weeks","06",6691
,"Delaware","10","40 weeks","07",2220
,"Delaware","10","41 weeks","08",678
,"Delaware","10","42 weeks or more","09",17
,"Delaware","10","Unknown or Not Stated","10",0
,"District of Columbia","11","Under 20 weeks","01",Suppressed
,"District of Columbia","11","20 - 27 weeks","02",78
,"District of Columbia","11","28 - 31 weeks","03",98
,"District of Columbia","11","32 - 35 weeks","04",450
,"District of Columbia","11","36 weeks","05",299
,"District of Columbia","11","37 - 39 weeks","06",5265
,"District of Columbia","11","40 weeks","07",2168
,"District of Columbia","11","41 weeks","08",801
,"District of Columbia","11","42 weeks or more","09",42
,"District of Columbia","11","Unknown or Not Stated","10",Suppressed
,"Florida","12","Under 20 weeks","01",62
,"Florida","12","20 - 27 weeks","02",1623
,"Florida","12","28 - 31 weeks","03",2119
,"Florida","12","32 - 35 weeks","04",10109
,"Florida","12","36 weeks","05",8788
,"Florida","12","37 - 39 weeks","06",146251
,"Florida","12","40 weeks","07",41014
,"Florida","12","41 weeks","08",11028
,"Florida","12","42 weeks or more","09",443
,"Florida","12","Unknown or Not Stated","10",105
,"Georgia","13","Under 20 weeks","01",59
,"Georgia","13","20 - 27 weeks","02",1085
,"Georgia","13","28 - 31 weeks","03",1395
,"Georgia","13","32 - 35 weeks","04",6434
,"Georgia","13","36 weeks","05",5536
,"Georgia","13","37 - 39 weeks","06",83338
,"Georgia","13","40 weeks","07",22841
,"Georgia","13","41 weeks","08",5196
,"Georgia","13","42 weeks or more","09",251
,"Georgia","13","Unknown or Not Stated","10",37
,"Hawaii","15","Under 20 weeks","01",Suppressed
,"Hawaii","15","20 - 27 weeks","02",112
,"Hawaii","15","28 - 31 weeks","03",151
,"Hawaii","15","32 - 35 weeks","04",795
,"Hawaii","15","36 weeks","05",679
,"Hawaii","15","37 - 39 weeks","06",10628
,"Hawaii","15","40 weeks","07",3471
,"Hawaii","15","41 weeks","08",1072
,"Hawaii","15","42 weeks or more","09",45
,"Hawaii","15","Unknown or Not Stated","10",12
,"Idaho","16","Under 20 weeks","01",Suppressed
,"Idaho","16","20 - 27 weeks","02",112
,"Idaho","16","28 - 31 weeks","03",148
,"Idaho","16","32 - 35 weeks","04",883
,"Idaho","16","36 weeks","05",785
,"Idaho","16","37 - 39 weeks","06",13698
,"Idaho","16","40 weeks","07",4397
,"Idaho","16","41 weeks","08",1293
,"Idaho","16","42 weeks or more","09",75
,"Idaho","16","Unknown or Not Stated","10",Suppressed
,"Illinois","17","Under 20 weeks","01",90
,"Illinois","17","20 - 27 weeks","02",985
,"Illinois","17","28 - 31 weeks","03",1326
,"Illinois","17","32 - 35 weeks","04",7001
,"Illinois","17","36 weeks","05",6043
,"Illinois","17","37 - 39 weeks","06",95103
,"Illinois","17","40 weeks","07",27391
,"Illinois","17","41 weeks","08",6561
,"Illinois","17","42 weeks or more","09",236
,"Illinois","17","Unknown or Not Stated","10",79
,"Indiana","18","Under 20 weeks","01",41
,"Indiana","18","20 - 27 weeks","02",538
,"Indiana","18","28 - 31 weeks","03",728
,"Indiana","18","32 - 35 weeks","04",3701
,"Indiana","18","36 weeks","05",3343
,"Indiana","18","37 - 39 weeks","06",52092
,"Indiana","18","40 weeks","07",16520
,"Indiana","18","41 weeks","08",4271
,"Indiana","18","42 weeks or more","09",389
,"Indiana","18","Unknown or Not Stated","10",23
,"Iowa","19","Under 20 weeks","01",15
,"Iowa","19","20 - 27 weeks","02",205
,"Iowa","19","28 - 31 weeks","03",310
,"Iowa","19","32 - 35 weeks","04",1648
,"Iowa","19","36 weeks","05",1567
,"Iowa","19","37 - 39 weeks","06",24505
,"Iowa","19","40 weeks","07",7448
,"Iowa","19","41 weeks","08",1993
,"Iowa","19","42 weeks or more","09",83
,"Iowa","19","Unknown or Not Stated","10",11
,"Kansas","20","Under 20 weeks","01",23
,"Kansas","20","20 - 27 weeks","02",211
,"Kansas","20","28 - 31 weeks","03",277
,"Kansas","20","32 - 35 weeks","04",1517
,"Kansas","20","36 weeks","05",1412
,"Kansas","20","37 - 39 weeks","06",24280
,"Kansas","20","40 weeks","07",7078
,"Kansas","20","41 weeks","08",1345
,"Kansas","20","42 weeks or more","09",98
,"Kansas","20","Unknown or Not Stated","10",20
,"Kentucky","21","Under 20 weeks","01",17
,"Kentucky","21","20 - 27 weeks","02",321
,"Kentucky","21","28 - 31 weeks","03",540
,"Kentucky","21","32 - 35 weeks","04",2771
,"Kentucky","21","36 weeks","05",2460
,"Kentucky","21","37 - 39 weeks","06",37235
,"Kentucky","21","40 weeks","07",8607
,"Kentucky","21","41 weeks","08",1831
,"Kentucky","21","42 weeks or more","09",119
,"Kentucky","21","Unknown or Not Stated","10",21
,"Louisiana","22","Under 20 weeks","01",38
,"Louisiana","22","20 - 27 weeks","02",518
,"Louisiana","22","28 - 31 weeks","03",737
,"Louisiana","22","32 - 35 weeks","04",3424
,"Louisiana","22","36 weeks","05",3026
,"Louisiana","22","37 - 39 weeks","06",42462
,"Louisiana","22","40 weeks","07",7979
,"Louisiana","22","41 weeks","08",1356
,"Louisiana","22","42 weeks or more","09",47
,"Louisiana","22","Unknown or Not Stated","10",28
,"Maine","23","Under 20 weeks","01",Suppressed
,"Maine","23","20 - 27 weeks","02",57
,"Maine","23","28 - 31 weeks","03",79
,"Maine","23","32 - 35 weeks","04",507
,"Maine","23","36 weeks","05",407
,"Maine","23","37 - 39 weeks","06",7213
,"Maine","23","40 weeks","07",2749
,"Maine","23","41 weeks","08",1199
,"Maine","23","42 weeks or more","09",92
,"Maine","23","Unknown or Not Stated","10",Suppressed
,"Maryland","24","Under 20 weeks","01",38
,"Maryland","24","20 - 27 weeks","02",549
,"Maryland","24","28 - 31 weeks","03",721
,"Maryland","24","32 - 35 weeks","04",3194
,"Maryland","24","36 weeks","05",2729
,"Maryland","24","37 - 39 weeks","06",43627
,"Maryland","24","40 weeks","07",14888
,"Maryland","24","41 weeks","08",5128
,"Maryland","24","42 weeks or more","09",160
,"Maryland","24","Unknown or Not Stated","10",46
,"Massachusetts","25","Under 20 weeks","01",13
,"Massachusetts","25","20 - 27 weeks","02",356
,"Massachusetts","25","28 - 31 weeks","03",552
,"Massachusetts","25","32 - 35 weeks","04",2837
,"Massachusetts","25","36 weeks","05",2414
,"Massachusetts","25","37 - 39 weeks","06",39861
,"Massachusetts","25","40 weeks","07",16009
,"Massachusetts","25","41 weeks","08",6774
,"Massachusetts","25","42 weeks or more","09",233
,"Massachusetts","25","Unknown or Not Stated","10",60
,"Michigan","26","Under 20 weeks","01",63
,"Michigan","26","20 - 27 weeks","02",671
,"Michigan","26","28 - 31 weeks","03",952
,"Michigan","26","32 - 35 weeks","04",5069
,"Michigan","26","36 weeks","05",4284
,"Michigan","26","37 - 39 weeks","06",67027
,"Michigan","26","40 weeks","07",23295
,"Michigan","26","41 weeks","08",8227
,"Michigan","26","42 weeks or more","09",395
,"Michigan","26","Unknown or Not Stated","10",49
,"Minnesota","27","Under 20 weeks","01",23
,"Minnesota","27","20 - 27 weeks","02",359
,"Minnesota","27","28 - 31 weeks","03",508
,"Minnesota","27","32 - 35 weeks","04",2652
,"Minnesota","27","36 weeks","05",2462
,"Minnesota","27","37 - 39 weeks","06",39629
,"Minnesota","27","40 weeks","07",15077
,"Minnesota","27","41 weeks","08",6141
,"Minnesota","27","42 weeks or more","09",452
,"Minnesota","27","Unknown or Not Stated","10",41
,"Mississippi","28","Under 20 weeks","01",Suppressed
,"Mississippi","28","20 - 27 weeks","02",360
,"Mississippi","28","28 - 31 weeks","03",522
,"Mississippi","28","32 - 35 weeks","04",2394
,"Mississippi","28","36 weeks","05",1987
,"Mississippi","28","37 - 39 weeks","06",26747
,"Mississippi","28","40 weeks","07",4326
,"Mississippi","28","41 weeks","08",591
,"Mississippi","28","42 weeks or more","09",50
,"Mississippi","28","Unknown or Not Stated","10",17
,"Missouri","29","Under 20 weeks","01",27
,"Missouri","29","20 - 27 weeks","02",437
,"Missouri","29","28 - 31 weeks","03",720
,"Missouri","29","32 - 35 weeks","04",3546
,"Missouri","29","36 weeks","05",3119
,"Missouri","29","37 - 39 weeks","06",48395
,"Missouri","29","40 weeks","07",13688
,"Missouri","29","41 weeks","08",3031
,"Missouri","29","42 weeks or more","09",235
,"Missouri","29","Unknown or Not Stated","10",71
,"Montana","30","Under 20 weeks","01",Suppressed
,"Montana","30","20 - 27 weeks","02",41
,"Montana","30","28 - 31 weeks","03",80
,"Montana","30","32 - 35 weeks","04",498
,"Montana","30","36 weeks","05",426
,"Montana","30","37 - 39 weeks","06",7293
,"Montana","30","40 weeks","07",2402
,"Montana","30","41 weeks","08",717
,"Montana","30","42 weeks or more","09",48
,"Montana","30","Unknown or Not Stated","10",Suppressed
,"Nebraska","31","Under 20 weeks","01",Suppressed
,"Nebraska","31","20 - 27 weeks","02",123
,"Nebraska","31","28 - 31 weeks","03",240
,"Nebraska","31","32 - 35 weeks","04",1169
,"Nebraska","31","36 weeks","05",1125
,"Nebraska","31","37 - 39 weeks","06",16732
,"Nebraska","31","40 weeks","07",4970
,"Nebraska","31","41 weeks","08",1055
,"Nebraska","31","42 weeks or more","09",62
,"Nebraska","31","Unknown or Not Stated","10",Suppressed
,"Nevada","32","Under 20 weeks","01",10
,"Nevada","32","20 - 27 weeks","02",212
,"Nevada","32","28 - 31 weeks","03",310
,"Nevada","32","32 - 35 weeks","04",1645
,"Nevada","32","36 weeks","05",1439
,"Nevada","32","37 - 39 weeks","06",23083
,"Nevada","32","40 weeks","07",7308
,"Nevada","32","41 weeks","08",1567
,"Nevada","32","42 weeks or more","09",94
,"Nevada","32","Unknown or Not Stated","10",14
,"New Hampshire","33","Under 20 weeks","01",Suppressed
,"New Hampshire","33","20 - 27 weeks","02",61
,"New Hampshire","33","28 - 31 weeks","03",90
,"New Hampshire","33","32 - 35 weeks","04",446
,"New Hampshire","33","36 weeks","05",397
,"New Hampshire","33","37 - 39 weeks","06",6678
,"New Hampshire","33","40 weeks","07",2721
,"New Hampshire","33","41 weeks","08",1516
,"New Hampshire","33","42 weeks or more","09",72
,"New Hampshire","33","Unknown or Not Stated","10",13
,"New Jersey","34","Under 20 weeks","01",12
,"New Jersey","34","20 - 27 weeks","02",580
,"New Jersey","34","28 - 31 weeks","03",926
,"New Jersey","34","32 - 35 weeks","04",4375
,"New Jersey","34","36 weeks","05",3725
,"New Jersey","34","37 - 39 weeks","06",62557
,"New Jersey","34","40 weeks","07",21847
,"New Jersey","34","41 weeks","08",6963
,"New Jersey","34","42 weeks or more","09",215
,"New Jersey","34","Unknown or Not Stated","10",23
,"New Mexico","35","Under 20 weeks","01",Suppressed
,"New Mexico","35","20 - 27 weeks","02",115
,"New Mexico","35","28 - 31 weeks","03",206
,"New Mexico","35","32 - 35 weeks","04",998
,"New Mexico","35","36 weeks","05",929
,"New Mexico","35","37 - 39 weeks","06",14977
,"New Mexico","35","40 weeks","07",4512
,"New Mexico","35","41 weeks","08",1226
,"New Mexico","35","42 weeks or more","09",52
,"New Mexico","35","Unknown or Not Stated","10",18
,"New York","36","Under 20 weeks","01",58
,"New York","36","20 - 27 weeks","02",1247
,"New York","36","28 - 31 weeks","03",1961
,"New York","36","32 - 35 weeks","04",9185
,"New York","36","36 weeks","05",7830
,"New York","36","37 - 39 weeks","06",132054
,"New York","36","40 weeks","07",54291
,"New York","36","41 weeks","08",18336
,"New York","36","42 weeks or more","09",942
,"New York","36","Unknown or Not Stated","10",334
,"North Carolina","37","Under 20 weeks","01",37
,"North Carolina","37","20 - 27 weeks","02",868
,"North Carolina","37","28 - 31 weeks","03",1190
,"North Carolina","37","32 - 35 weeks","04",5660
,"North Carolina","37","36 weeks","05",4585
,"North Carolina","37","37 - 39 weeks","06",73229
,"North Carolina","37","40 weeks","07",24630
,"North Carolina","37","41 weeks","08",8415
,"North Carolina","37","42 weeks or more","09",274
,"North Carolina","37","Unknown or Not Stated","10",66
,"North Dakota","38","Under 20 weeks","01",Suppressed
,"North Dakota","38","20 - 27 weeks","02",46
,"North Dakota","38","28 - 31 weeks","03",78
,"North Dakota","38","32 - 35 weeks","04",448
,"North Dakota","38","36 weeks","05",442
,"North Dakota","38","37 - 39 weeks","06",6977
,"North Dakota","38","40 weeks","07",2059
,"North Dakota","38","41 weeks","08",550
,"North Dakota","38","42 weeks or more","09",29
,"North Dakota","38","Unknown or Not Stated","10",Suppressed
,"Ohio","39","Under 20 weeks","01",74
,"Ohio","39","20 - 27 weeks","02",881
,"Ohio","39","28 - 31 weeks","03",1307
,"Ohio","39","32 - 35 weeks","04",6117
,"Ohio","39","36 weeks","05",5466
,"Ohio","39","37 - 39 weeks","06",88193
,"Ohio","39","40 weeks","07",25893
,"Ohio","39","41 weeks","08",6780
,"Ohio","39","42 weeks or more","09",337
,"Ohio","39","Unknown or Not Stated","10",86
,"Oklahoma","40","Under 20 weeks","01",17
,"Oklahoma","40","20 - 27 weeks","02",328
,"Oklahoma","40","28 - 31 weeks","03",478
,"Oklahoma","40","32 - 35 weeks","04",2537
,"Oklahoma","40","36 weeks","05",2310
,"Oklahoma","40","37 - 39 weeks","06",35379
,"Oklahoma","40","40 weeks","07",7327
,"Oklahoma","40","41 weeks","08",1306
,"Oklahoma","40","42 weeks or more","09",92
,"Oklahoma","40","Unknown or Not Stated","10",26
,"Oregon","41","Under 20 weeks","01",Suppressed
,"Oregon","41","20 - 27 weeks","02",149
,"Oregon","41","28 - 31 weeks","03",280
,"Oregon","41","32 - 35 weeks","04",1542
,"Oregon","41","36 weeks","05",1325
,"Oregon","41","37 - 39 weeks","06",24436
,"Oregon","41","40 weeks","07",9819
,"Oregon","41","41 weeks","08",4256
,"Oregon","41","42 weeks or more","09",355
,"Oregon","41","Unknown or Not Stated","10",18
,"Pennsylvania","42","Under 20 weeks","01",65
,"Pennsylvania","42","20 - 27 weeks","02",830
,"Pennsylvania","42","28 - 31 weeks","03",1229
,"Pennsylvania","42","32 - 35 weeks","04",5678
,"Pennsylvania","42","36 weeks","05",5113
,"Pennsylvania","42","37 - 39 weeks","06",82059
,"Pennsylvania","42","40 weeks","07",29252
,"Pennsylvania","42","41 weeks","08",10770
,"Pennsylvania","42","42 weeks or more","09",446
,"Pennsylvania","42","Unknown or Not Stated","10",231
,"Rhode Island","44","Under 20 weeks","01",Suppressed
,"Rhode Island","44","20 - 27 weeks","02",58
,"Rhode Island","44","28 - 31 weeks","03",83
,"Rhode Island","44","32 - 35 weeks","04",438
,"Rhode Island","44","36 weeks","05",362
,"Rhode Island","44","37 - 39 weeks","06",6408
,"Rhode Island","44","40 weeks","07",2205
,"Rhode Island","44","41 weeks","08",923
,"Rhode Island","44","42 weeks or more","09",25
,"Rhode Island","44","Unknown or Not Stated","10",Suppressed
,"South Carolina","45","Under 20 weeks","01",19
,"South Carolina","45","20 - 27 weeks","02",447
,"South Carolina","45","28 - 31 weeks","03",617
,"South Carolina","45","32 - 35 weeks","04",2876
,"South Carolina","45","36 weeks","05",2467
,"South Carolina","45","37 - 39 weeks","06",38319
,"South Carolina","45","40 weeks","07",9706
,"South Carolina","45","41 weeks","08",2096
,"South Carolina","45","42 weeks or more","09",100
,"South Carolina","45","Unknown or Not Stated","10",22
,"South Dakota","46","Under 20 weeks","01",Suppressed
,"South Dakota","46","20 - 27 weeks","02",44
,"South Dakota","46","28 - 31 weeks","03",93
,"South Dakota","46","32 - 35 weeks","04",462
,"South Dakota","46","36 weeks","05",519
,"South Dakota","46","37 - 39 weeks","06",7443
,"South Dakota","46","40 weeks","07",2533
,"South Dakota","46","41 weeks","08",713
,"South Dakota","46","42 weeks or more","09",71
,"South Dakota","46","Unknown or Not Stated","10",11
,"Tennessee","47","Under 20 weeks","01",17
,"Tennessee","47","20 - 27 weeks","02",562
,"Tennessee","47","28 - 31 weeks","03",862
,"Tennessee","47","32 - 35 weeks","04",3941
,"Tennessee","47","36 weeks","05",3529
,"Tennessee","47","37 - 39 weeks","06",54418
,"Tennessee","47","40 weeks","07",13887
,"Tennessee","47","41 weeks","08",3142
,"Tennessee","47","42 weeks or more","09",183
,"Tennessee","47","Unknown or Not Stated","10",210
,"Texas","48","Under 20 weeks","01",144
,"Texas","48","20 - 27 weeks","02",2500
,"Texas","48","28 - 31 weeks","03",3538
,"Texas","48","32 - 35 weeks","04",18137
,"Texas","48","36 weeks","05",16480
,"Texas","48","37 - 39 weeks","06",262598
,"Texas","48","40 weeks","07",60681
,"Texas","48","41 weeks","08",13376
,"Texas","48","42 weeks or more","09",1075
,"Texas","48","Unknown or Not Stated","10",95
,"Utah","49","Under 20 weeks","01",24
,"Utah","49","20 - 27 weeks","02",221
,"Utah","49","28 - 31 weeks","03",355
,"Utah","49","32 - 35 weeks","04",1948
,"Utah","49","36 weeks","05",1897
,"Utah","49","37 - 39 weeks","06",32686
,"Utah","49","40 weeks","07",7731
,"Utah","49","41 weeks","08",2243
,"Utah","49","42 weeks or more","09",101
,"Utah","49","Unknown or Not Stated","10",Suppressed
,"Vermont","50","Under 20 weeks","01",0
,"Vermont","50","20 - 27 weeks","02",26
,"Vermont","50","28 - 31 weeks","03",40
,"Vermont","50","32 - 35 weeks","04",218
,"Vermont","50","36 weeks","05",178
,"Vermont","50","37 - 39 weeks","06",2967
,"Vermont","50","40 weeks","07",1279
,"Vermont","50","41 weeks","08",673
,"Vermont","50","42 weeks or more","09",46
,"Vermont","50","Unknown or Not Stated","10",Suppressed
,"Virginia","51","Under 20 weeks","01",37
,"Virginia","51","20 - 27 weeks","02",692
,"Virginia","51","28 - 31 weeks","03",884
,"Virginia","51","32 - 35 weeks","04",4044
,"Virginia","51","36 weeks","05",3744
,"Virginia","51","37 - 39 weeks","06",62640
,"Virginia","51","40 weeks","07",20877
,"Virginia","51","41 weeks","08",6619
,"Virginia","51","42 weeks or more","09",260
,"Virginia","51","Unknown or Not Stated","10",46
,"Washington","53","Under 20 weeks","01",26
,"Washington","53","20 - 27 weeks","02",407
,"Washington","53","28 - 31 weeks","03",587
,"Washington","53","32 - 35 weeks","04",3183
,"Washington","53","36 weeks","05",2944
,"Washington","53","37 - 39 weeks","06",50702
,"Washington","53","40 weeks","07",19368
,"Washington","53","41 weeks","08",8270
,"Washington","53","42 weeks or more","09",472
,"Washington","53","Unknown or Not Stated","10",126
,"West Virginia","54","Under 20 weeks","01",Suppressed
,"West Virginia","54","20 - 27 weeks","02",112
,"West Virginia","54","28 - 31 weeks","03",195
,"West Virginia","54","32 - 35 weeks","04",977
,"West Virginia","54","36 weeks","05",870
,"West Virginia","54","37 - 39 weeks","06",12651
,"West Virginia","54","40 weeks","07",2693
,"West Virginia","54","41 weeks","08",707
,"West Virginia","54","42 weeks or more","09",31
,"West Virginia","54","Unknown or Not Stated","10",Suppressed
,"Wisconsin","55","Under 20 weeks","01",28
,"Wisconsin","55","20 - 27 weeks","02",366
,"Wisconsin","55","28 - 31 weeks","03",530
,"Wisconsin","55","32 - 35 weeks","04",2909
,"Wisconsin","55","36 weeks","05",2515
,"Wisconsin","55","37 - 39 weeks","06",40206
,"Wisconsin","55","40 weeks","07",13519
,"Wisconsin","55","41 weeks","08",3726
,"Wisconsin","55","42 weeks or more","09",246
,"Wisconsin","55","Unknown or Not Stated","10",53
,"Wyoming","56","Under 20 weeks","01",Suppressed
,"Wyoming","56","20 - 27 weeks","02",29
,"Wyoming","56","28 - 31 weeks","03",62
,"Wyoming","56","32 - 35 weeks","04",284
,"Wyoming","56","36 weeks","05",270
,"Wyoming","56","37 - 39 weeks","06",4223
,"Wyoming","56","40 weeks","07",1322
,"Wyoming","56","41 weeks","08",347
,"Wyoming","56","42 weeks or more","09",23
,"Wyoming","56","Unknown or Not Stated","10",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2018"
"Group By: State of Residence; OE Gestational Age Recode 10"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 8:34:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 8:34:50 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
