,"LEE, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,373
,,≥ 45 and < 65 Years,188
,,65 Years or more,50
,,No value,10 or fewer
,,Total,614
,"HARTFORD, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,194
,,≥ 45 and < 65 Years,153
,,65 Years or more,20
,,No value,10 or fewer
,,Total,373
,"FRESNO, CA",Less than 18 Years,12
,,≥ 18 and < 45 Years,233
,,≥ 45 and < 65 Years,98
,,65 Years or more,27
,,No value,10 or fewer
,,Total,370
,"DUVAL, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,244
,,≥ 45 and < 65 Years,127
,,65 Years or more,53
,,No value,10 or fewer
,,Total,433
,"ALAMEDA, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,232
,,≥ 45 and < 65 Years,98
,,65 Years or more,21
,,No value,10 or fewer
,,Total,351
,"FAIRFIELD, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,137
,,≥ 45 and < 65 Years,126
,,65 Years or more,31
,,No value,10 or fewer
,,Total,294
,"SAN FRANCISCO, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,176
,,≥ 45 and < 65 Years,97
,,65 Years or more,18
,,No value,10 or fewer
,,Total,291
,"HILLSBOROUGH, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,198
,,≥ 45 and < 65 Years,95
,,65 Years or more,31
,,No value,10 or fewer
,,Total,325
,"BROWARD, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,162
,,≥ 45 and < 65 Years,77
,,65 Years or more,27
,,No value,10 or fewer
,,Total,273
,"LAKE, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,152
,,≥ 45 and < 65 Years,86
,,65 Years or more,36
,,No value,10 or fewer
,,Total,275
,"KENT, DE",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,128
,,≥ 45 and < 65 Years,45
,,65 Years or more,14
,,No value,10 or fewer
,,Total,188
,"NEW CASTLE, DE",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,77
,,≥ 45 and < 65 Years,50
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,136
,"VOLUSIA, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,129
,,≥ 45 and < 65 Years,93
,,65 Years or more,29
,,No value,10 or fewer
,,Total,252
,"NEW LONDON, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,124
,,≥ 45 and < 65 Years,65
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,202
,"WINNEBAGO, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,108
,,≥ 45 and < 65 Years,85
,,65 Years or more,21
,,No value,10 or fewer
,,Total,214
,"OSCEOLA, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,129
,,≥ 45 and < 65 Years,43
,,65 Years or more,14
,,No value,10 or fewer
,,Total,188
,"SAN BERNARDINO, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,142
,,≥ 45 and < 65 Years,37
,,65 Years or more,16
,,No value,10 or fewer
,,Total,200
,"MARION, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,114
,,≥ 45 and < 65 Years,61
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,188
,"EL PASO, CO",Less than 18 Years,12
,,≥ 18 and < 45 Years,107
,,≥ 45 and < 65 Years,25
,,65 Years or more,14
,,No value,10 or fewer
,,Total,158
,"FULTON, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,81
,,≥ 45 and < 65 Years,55
,,65 Years or more,25
,,No value,10 or fewer
,,Total,169
,"PINELLAS, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,113
,,≥ 45 and < 65 Years,60
,,65 Years or more,22
,,No value,10 or fewer
,,Total,195
,"COBB, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,103
,,≥ 45 and < 65 Years,46
,,65 Years or more,11
,,No value,10 or fewer
,,Total,168
,"ARAPAHOE, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,81
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,108
,"RIVERSIDE, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,130
,,≥ 45 and < 65 Years,33
,,65 Years or more,14
,,No value,10 or fewer
,,Total,183
,"HONOLULU, HI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,78
,,≥ 45 and < 65 Years,42
,,65 Years or more,17
,,No value,10 or fewer
,,Total,140
,"PASCO, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,91
,,≥ 45 and < 65 Years,44
,,65 Years or more,16
,,No value,10 or fewer
,,Total,152
,"ADA, ID",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,120
,,≥ 45 and < 65 Years,25
,,65 Years or more,13
,,No value,10 or fewer
,,Total,160
,"SUSSEX, DE",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,80
,,≥ 45 and < 65 Years,48
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,137
,"DEKALB, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,71
,,≥ 45 and < 65 Years,29
,,65 Years or more,18
,,No value,10 or fewer
,,Total,120
,"ADAMS, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,73
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,93
,"LAKE, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,74
,,≥ 45 and < 65 Years,45
,,65 Years or more,18
,,No value,10 or fewer
,,Total,138
,"PULASKI, AR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,90
,,≥ 45 and < 65 Years,35
,,65 Years or more,11
,,No value,10 or fewer
,,Total,140
,"SEMINOLE, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,72
,,≥ 45 and < 65 Years,44
,,65 Years or more,13
,,No value,10 or fewer
,,Total,130
,"MIDDLESEX, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,52
,,≥ 45 and < 65 Years,47
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,109
,"ORANGE, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,45
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,63
,"PUEBLO, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,65
,,≥ 45 and < 65 Years,32
,,65 Years or more,12
,,No value,10 or fewer
,,Total,117
,"HALL, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,78
,,≥ 45 and < 65 Years,22
,,65 Years or more,11
,,No value,10 or fewer
,,Total,114
,"POLK, IA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,95
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,126
,"JEFFERSON, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,63
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,83
,"DUPAGE, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,47
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,74
,"CHAMPAIGN, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,39
,,≥ 45 and < 65 Years,33
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,82
,"LARIMER, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,58
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,71
,"WYANDOTTE, KS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,54
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,78
,"POLK, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,48
,,≥ 45 and < 65 Years,18
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,74
,"PEORIA, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,38
,,≥ 45 and < 65 Years,30
,,65 Years or more,11
,,No value,10 or fewer
,,Total,79
,"LAKE, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,60
,,≥ 45 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,93
,"LINN, IA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,33
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,62
,"WAYNE, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,46
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,69
,"BOULDER, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,42
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,58
,"BARTHOLOMEW, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,53
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,72
,"GWINNETT, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,51
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"JOHNSON, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,45
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,61
,"PAULDING, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,44
,,≥ 45 and < 65 Years,23
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"INDIAN RIVER, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,43
,,≥ 45 and < 65 Years,19
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,68
,"BARROW, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,40
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,64
,"CANYON, ID",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,44
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,60
,"COLLIER, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,38
,,≥ 45 and < 65 Years,23
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,72
,"ALACHUA, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"JOHNSON, KS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,33
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,50
,"NASSAU, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,34
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,62
,"ST JOSEPH, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,35
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"DOUGLAS, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,33
,,≥ 45 and < 65 Years,18
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,56
,"CONTRA COSTA, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,44
,"SHAWNEE, KS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,27
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,52
,"SAINT LUCIE, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,41
,"SUMTER, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,46
,"SANGAMON, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,47
,"VANDERBURGH, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,35
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,55
,"WINDHAM, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,52
,"CLARKE, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,46
,"MADISON, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"KANE, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"SANTA CLARA, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"WELD, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"LITCHFIELD, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,35
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,49
,"VERMILION, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,36
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,54
,"SEBASTIAN, AR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,29
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"TAZEWELL, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"WILL, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,24
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"LA SALLE, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"FLOYD, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"LOS ANGELES, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,34
,"CLARK, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,20
,"MOBILE, AL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,36
,"FLAGLER, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"WHITFIELD, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,"HAMILTON, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,24
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"ROCK ISLAND, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"KAUAI, HI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,12
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"LOWNDES, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,12
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"SPALDING, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,11
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"PINAL, AZ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,"MARTIN, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,24
,"PALM BEACH, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"BANNOCK, ID",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,30
,"CLAY, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"HABERSHAM, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,12
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,"HAWAII, HI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,11
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"MADERA, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"DOUGLAS, CO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,12
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,14
,"FAYETTE, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,22
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"HIGHLANDS, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,28
,"MCLEAN, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"HANCOCK, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"MADISON, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"MIAMI-DADE, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"SAN MATEO, CA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"TOLLAND, CT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"TWIN FALLS, ID",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"ALLEN, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"CHEROKEE, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"PORTER, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,24
,"MACON, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"SAINT CLAIR, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"TROUP, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"BALDWIN, AL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,11
,"BOONE, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"SAINT JOHNS, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,"HERNANDO, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"MURRAY, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,"WHITE, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,21
,"CRAWFORD, AR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,14
,"HOWARD, IN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,"MCHENRY, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"CITRUS, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,13
,"BREVARD, FL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"CRITTENDEN, AR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,"JACKSON, GA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,11
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,"KNOX, IL",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
