,,≥ 55 and < 65 Years,139
,,65 Years or more,791
,,No value,10 or fewer
,,Total,1186
,"LARAMIE, WY",Less than 18 Years,132
,,≥ 18 and < 25 Years,43
,,≥ 25 and < 35 Years,61
,,≥ 35 and < 45 Years,76
,,≥ 45 and < 55 Years,103
,,≥ 55 and < 65 Years,151
,,65 Years or more,738
,,No value,10 or fewer
,,Total,1304
,"LA CROSSE, WI",Less than 18 Years,103
,,≥ 18 and < 25 Years,22
,,≥ 25 and < 35 Years,31
,,≥ 35 and < 45 Years,31
,,≥ 45 and < 55 Years,74
,,≥ 55 and < 65 Years,123
,,65 Years or more,727
,,No value,10 or fewer
,,Total,1111
,"WAUKESHA, WI",Less than 18 Years,112
,,≥ 18 and < 25 Years,18
,,≥ 25 and < 35 Years,30
,,≥ 35 and < 45 Years,39
,,≥ 45 and < 55 Years,46
,,≥ 55 and < 65 Years,103
,,65 Years or more,808
,,No value,10 or fewer
,,Total,1156
,"WALWORTH, WI",Less than 18 Years,60
,,≥ 18 and < 25 Years,16
,,≥ 25 and < 35 Years,24
,,≥ 35 and < 45 Years,27
,,≥ 45 and < 55 Years,46
,,≥ 55 and < 65 Years,130
,,65 Years or more,741
,,No value,10 or fewer
,,Total,1044
,"ROCK, WI",Less than 18 Years,71
,,≥ 18 and < 25 Years,15
,,≥ 25 and < 35 Years,27
,,≥ 35 and < 45 Years,57
,,≥ 45 and < 55 Years,79
,,≥ 55 and < 65 Years,120
,,65 Years or more,591
,,No value,10 or fewer
,,Total,960
,"MARION, WV",Less than 18 Years,83
,,≥ 18 and < 25 Years,22
,,≥ 25 and < 35 Years,30
,,≥ 35 and < 45 Years,24
,,≥ 45 and < 55 Years,67
,,≥ 55 and < 65 Years,128
,,65 Years or more,563
,,No value,10 or fewer
,,Total,917
,"WOOD, WV",Less than 18 Years,67
,,≥ 18 and < 25 Years,13
,,≥ 25 and < 35 Years,32
,,≥ 35 and < 45 Years,50
,,≥ 45 and < 55 Years,71
,,≥ 55 and < 65 Years,139
,,65 Years or more,625
,,No value,10 or fewer
,,Total,997
,"MERCER, WV",Less than 18 Years,89
,,≥ 18 and < 25 Years,24
,,≥ 25 and < 35 Years,38
,,≥ 35 and < 45 Years,45
,,≥ 45 and < 55 Years,71
,,≥ 55 and < 65 Years,108
,,65 Years or more,475
,,No value,10 or fewer
,,Total,850
,"KENOSHA, WI",Less than 18 Years,48
,,≥ 18 and < 25 Years,18
,,≥ 25 and < 35 Years,26
,,≥ 35 and < 45 Years,39
,,≥ 45 and < 55 Years,48
,,≥ 55 and < 65 Years,108
,,65 Years or more,586
,,No value,10 or fewer
,,Total,873
,"SKAGIT, WA",Less than 18 Years,63
,,≥ 18 and < 25 Years,14
,,≥ 25 and < 35 Years,19
,,≥ 35 and < 45 Years,28
,,≥ 45 and < 55 Years,30
,,≥ 55 and < 65 Years,91
,,65 Years or more,697
,,No value,10 or fewer
,,Total,942
,"MONONGALIA, WV",Less than 18 Years,113
,,≥ 18 and < 25 Years,29
,,≥ 25 and < 35 Years,38
,,≥ 35 and < 45 Years,33
,,≥ 45 and < 55 Years,69
,,≥ 55 and < 65 Years,110
,,65 Years or more,390
,,No value,10 or fewer
,,Total,782
,"WINNEBAGO, WI",Less than 18 Years,31
,,≥ 18 and < 25 Years,16
,,≥ 25 and < 35 Years,17
,,≥ 35 and < 45 Years,43
,,≥ 45 and < 55 Years,38
,,≥ 55 and < 65 Years,91
,,65 Years or more,375
,,No value,10 or fewer
,,Total,611
,"OZAUKEE, WI",Less than 18 Years,32
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,24
,,≥ 45 and < 55 Years,26
,,≥ 55 and < 65 Years,49
,,65 Years or more,470
,,No value,10 or fewer
,,Total,613
,"MANITOWOC, WI",Less than 18 Years,36
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,21
,,≥ 35 and < 45 Years,19
,,≥ 45 and < 55 Years,32
,,≥ 55 and < 65 Years,82
,,65 Years or more,360
,,No value,10 or fewer
,,Total,560
,"JEFFERSON, WV",Less than 18 Years,45
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,14
,,≥ 35 and < 45 Years,17
,,≥ 45 and < 55 Years,48
,,≥ 55 and < 65 Years,88
,,65 Years or more,354
,,No value,10 or fewer
,,Total,573
,"JACKSON, WV",Less than 18 Years,77
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,17
,,≥ 35 and < 45 Years,29
,,≥ 45 and < 55 Years,54
,,≥ 55 and < 65 Years,74
,,65 Years or more,325
,,No value,10 or fewer
,,Total,583
,"MARSHALL, WV",Less than 18 Years,58
,,≥ 18 and < 25 Years,12
,,≥ 25 and < 35 Years,25
,,≥ 35 and < 45 Years,17
,,≥ 45 and < 55 Years,41
,,≥ 55 and < 65 Years,70
,,65 Years or more,354
,,No value,10 or fewer
,,Total,577
,"NICHOLAS, WV",Less than 18 Years,24
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,21
,,≥ 35 and < 45 Years,29
,,≥ 45 and < 55 Years,38
,,≥ 55 and < 65 Years,76
,,65 Years or more,312
,,No value,10 or fewer
,,Total,510
,"OHIO, WV",Less than 18 Years,32
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,16
,,≥ 35 and < 45 Years,16
,,≥ 45 and < 55 Years,26
,,≥ 55 and < 65 Years,59
,,65 Years or more,272
,,No value,10 or fewer
,,Total,428
,"KANAWHA, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,52
,,No value,10 or fewer
,,Total,92
,"WASHINGTON, WI",Less than 18 Years,34
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,17
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,58
,,65 Years or more,339
,,No value,10 or fewer
,,Total,478
,"UPSHUR, WV",Less than 18 Years,44
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,17
,,≥ 35 and < 45 Years,22
,,≥ 45 and < 55 Years,35
,,≥ 55 and < 65 Years,58
,,65 Years or more,218
,,No value,10 or fewer
,,Total,404
,"DOUGLAS, WI",Less than 18 Years,29
,,≥ 18 and < 25 Years,11
,,≥ 25 and < 35 Years,17
,,≥ 35 and < 45 Years,18
,,≥ 45 and < 55 Years,18
,,≥ 55 and < 65 Years,49
,,65 Years or more,255
,,No value,10 or fewer
,,Total,397
,"WETZEL, WV",Less than 18 Years,40
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,12
,,≥ 35 and < 45 Years,13
,,≥ 45 and < 55 Years,28
,,≥ 55 and < 65 Years,40
,,65 Years or more,213
,,No value,10 or fewer
,,Total,354
,"MARINETTE, WI",Less than 18 Years,28
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,15
,,≥ 35 and < 45 Years,15
,,≥ 45 and < 55 Years,19
,,≥ 55 and < 65 Years,50
,,65 Years or more,240
,,No value,10 or fewer
,,Total,374
,"MINERAL, WV",Less than 18 Years,31
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,11
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,63
,,65 Years or more,184
,,No value,10 or fewer
,,Total,319
,"ALBANY, WY",Less than 18 Years,31
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,16
,,≥ 35 and < 45 Years,17
,,≥ 45 and < 55 Years,18
,,≥ 55 and < 65 Years,37
,,65 Years or more,171
,,No value,10 or fewer
,,Total,298
,"BRAXTON, WV",Less than 18 Years,26
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,28
,,65 Years or more,151
,,No value,10 or fewer
,,Total,246
,"TREMPEALEAU, WI",Less than 18 Years,44
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,11
,,≥ 35 and < 45 Years,13
,,≥ 45 and < 55 Years,25
,,≥ 55 and < 65 Years,37
,,65 Years or more,144
,,No value,10 or fewer
,,Total,282
,"HAMPSHIRE, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,54
,,No value,10 or fewer
,,Total,77
,"OCONTO, WI",Less than 18 Years,22
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,18
,,≥ 55 and < 65 Years,26
,,65 Years or more,137
,,No value,10 or fewer
,,Total,222
,"JEFFERSON, WI",Less than 18 Years,15
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,19
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,39
,,65 Years or more,113
,,No value,10 or fewer
,,Total,210
,"MORGAN, WV",Less than 18 Years,14
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,41
,,No value,10 or fewer
,,Total,74
,"ISLAND, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,26
,,65 Years or more,122
,,No value,10 or fewer
,,Total,165
,"GRANT, WI",Less than 18 Years,17
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,24
,,65 Years or more,153
,,No value,10 or fewer
,,Total,219
,"PRESTON, WV",Less than 18 Years,21
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,11
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,23
,,65 Years or more,102
,,No value,10 or fewer
,,Total,180
,"DODGE, WI",Less than 18 Years,14
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,12
,,≥ 45 and < 55 Years,17
,,≥ 55 and < 65 Years,18
,,65 Years or more,85
,,No value,10 or fewer
,,Total,155
,"FOND DU LAC, WI",Less than 18 Years,11
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,13
,,65 Years or more,42
,,No value,10 or fewer
,,Total,81
,"PIERCE, WA",Less than 18 Years,11
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,12
,,≥ 45 and < 55 Years,15
,,≥ 55 and < 65 Years,28
,,65 Years or more,92
,,No value,10 or fewer
,,Total,174
,"ADAMS, WI",Less than 18 Years,13
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,25
,,65 Years or more,101
,,No value,10 or fewer
,,Total,156
,"VERNON, WI",Less than 18 Years,15
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,11
,,≥ 55 and < 65 Years,14
,,65 Years or more,83
,,No value,10 or fewer
,,Total,135
,"COWLITZ, WA",Less than 18 Years,37
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,22
,,65 Years or more,81
,,No value,10 or fewer
,,Total,172
,"OUTAGAMIE, WI",Less than 18 Years,14
,,≥ 18 and < 25 Years,11
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,21
,,65 Years or more,59
,,No value,10 or fewer
,,Total,128
,"TAYLOR, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,12
,,≥ 55 and < 65 Years,15
,,65 Years or more,84
,,No value,10 or fewer
,,Total,133
,"GRANT, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,44
,,No value,10 or fewer
,,Total,60
,"LEWIS, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,11
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,20
,,65 Years or more,75
,,No value,10 or fewer
,,Total,137
,"HARDY, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,41
,,No value,10 or fewer
,,Total,58
,"CHELAN, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,12
,,65 Years or more,84
,,No value,10 or fewer
,,Total,126
,"MONROE, WI",Less than 18 Years,14
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,11
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,76
,,No value,10 or fewer
,,Total,123
,"COLUMBIA, WI",Less than 18 Years,17
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,66
,,No value,10 or fewer
,,Total,116
,"TYLER, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,75
,,No value,10 or fewer
,,Total,112
,"EAU CLAIRE, WI",Less than 18 Years,17
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,12
,,≥ 55 and < 65 Years,17
,,65 Years or more,135
,,No value,10 or fewer
,,Total,199
,"KEWAUNEE, WI",Less than 18 Years,19
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,13
,,65 Years or more,63
,,No value,10 or fewer
,,Total,100
,"PARK, WY",Less than 18 Years,16
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,57
,,No value,10 or fewer
,,Total,85
,"BARBOUR, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,14
,,65 Years or more,49
,,No value,10 or fewer
,,Total,85
,"RITCHIE, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,45
,,No value,10 or fewer
,,Total,71
,"WEBSTER, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,54
,,No value,10 or fewer
,,Total,84
,"CHIPPEWA, WI",Less than 18 Years,15
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,11
,,≥ 55 and < 65 Years,23
,,65 Years or more,136
,,No value,10 or fewer
,,Total,204
,"PUTNAM, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,13
,"MINGO, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,17
,,65 Years or more,46
,,No value,10 or fewer
,,Total,82
,"RANDOLPH, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,15
,,65 Years or more,51
,,No value,10 or fewer
,,Total,85
,"CLAY, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,38
,,No value,10 or fewer
,,Total,64
,"PEPIN, WI",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,57
,,No value,10 or fewer
,,Total,77
,"BROOKE, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,26
,,No value,10 or fewer
,,Total,37
,"DODDRIDGE, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,14
,,65 Years or more,35
,,No value,10 or fewer
,,Total,67
,"BUFFALO, WI",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,13
,,65 Years or more,47
,,No value,10 or fewer
,,Total,77
,"LINCOLN, WY",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,27
,,No value,10 or fewer
,,Total,46
,"DOUGLAS, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,48
,,No value,10 or fewer
,,Total,71
,"WHATCOM, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,35
,,No value,10 or fewer
,,Total,56
,"MCDOWELL, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,33
,,No value,10 or fewer
,,Total,58
,"BURNETT, WI",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,18
,,No value,10 or fewer
,,Total,31
,"FAYETTE, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,11
,,65 Years or more,33
,,No value,10 or fewer
,,Total,65
,"JUNEAU, WI",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,47
,,No value,10 or fewer
,,Total,65
,"PENDLETON, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,34
,,No value,10 or fewer
,,Total,41
,"SPOKANE, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,36
,,No value,10 or fewer
,,Total,66
,"HANCOCK, WV",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,21
,,No value,10 or fewer
,,Total,29
,"THURSTON, WA",Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,38
,,No value,10 or fewer
,,Total,62
