,,65 Years or more,1722
,,No value,10 or fewer
,,Total,2799
,"DUPAGE, IL",Less than 65 Years,533
,,65 Years or more,1379
,,No value,10 or fewer
,,Total,1912
,"MIDDLESEX, CT",Less than 65 Years,766
,,65 Years or more,1929
,,No value,10 or fewer
,,Total,2695
,"CANYON, ID",Less than 65 Years,1099
,,65 Years or more,1473
,,No value,10 or fewer
,,Total,2572
,"LARIMER, CO",Less than 65 Years,797
,,65 Years or more,1789
,,No value,10 or fewer
,,Total,2586
,"ARAPAHOE, CO",Less than 65 Years,1069
,,65 Years or more,690
,,No value,10 or fewer
,,Total,1759
,"ORANGE, CA",Less than 65 Years,454
,,65 Years or more,1024
,,No value,10 or fewer
,,Total,1478
,"FLAGLER, FL",Less than 65 Years,613
,,65 Years or more,1740
,,No value,10 or fewer
,,Total,2353
,"ALAMEDA, CA",Less than 65 Years,1008
,,65 Years or more,1347
,,No value,10 or fewer
,,Total,2355
,"PEORIA, IL",Less than 65 Years,826
,,65 Years or more,1482
,,No value,10 or fewer
,,Total,2308
,"WELD, CO",Less than 65 Years,1035
,,65 Years or more,1227
,,No value,10 or fewer
,,Total,2262
,"CHAMPAIGN, IL",Less than 65 Years,897
,,65 Years or more,1390
,,No value,10 or fewer
,,Total,2287
,"SANTA CLARA, CA",Less than 65 Years,645
,,65 Years or more,1499
,,No value,10 or fewer
,,Total,2144
,"PIMA, AZ",Less than 65 Years,812
,,65 Years or more,1240
,,No value,10 or fewer
,,Total,2052
,"SHAWNEE, KS",Less than 65 Years,752
,,65 Years or more,1380
,,No value,10 or fewer
,,Total,2132
,"LAKE, IN",Less than 65 Years,890
,,65 Years or more,1188
,,No value,10 or fewer
,,Total,2078
,"SUMTER, FL",Less than 65 Years,251
,,65 Years or more,1651
,,No value,10 or fewer
,,Total,1902
,"MARTIN, FL",Less than 65 Years,321
,,65 Years or more,1262
,,No value,10 or fewer
,,Total,1583
,"SUSSEX, DE",Less than 65 Years,792
,,65 Years or more,1273
,,No value,10 or fewer
,,Total,2065
,"MIAMI-DADE, FL",Less than 65 Years,1117
,,65 Years or more,899
,,No value,10 or fewer
,,Total,2016
,"TAZEWELL, IL",Less than 65 Years,634
,,65 Years or more,1419
,,No value,10 or fewer
,,Total,2053
,"NASSAU, FL",Less than 65 Years,641
,,65 Years or more,1175
,,No value,10 or fewer
,,Total,1816
,"GWINNETT, GA",Less than 65 Years,904
,,65 Years or more,916
,,No value,10 or fewer
,,Total,1820
,"BALDWIN, AL",Less than 65 Years,689
,,65 Years or more,1212
,,No value,10 or fewer
,,Total,1901
,"ST JOSEPH, IN",Less than 65 Years,615
,,65 Years or more,1180
,,No value,10 or fewer
,,Total,1795
,"SAN FRANCISCO, CA",Less than 65 Years,890
,,65 Years or more,936
,,No value,10 or fewer
,,Total,1826
,"SAINT JOHNS, FL",Less than 65 Years,456
,,65 Years or more,1023
,,No value,10 or fewer
,,Total,1479
,"KENT, DE",Less than 65 Years,725
,,65 Years or more,1188
,,No value,10 or fewer
,,Total,1913
,"BOULDER, CO",Less than 65 Years,568
,,65 Years or more,998
,,No value,10 or fewer
,,Total,1566
,"LOWNDES, GA",Less than 65 Years,712
,,65 Years or more,1044
,,No value,10 or fewer
,,Total,1756
,"KANE, IL",Less than 65 Years,644
,,65 Years or more,951
,,No value,10 or fewer
,,Total,1595
,"JEFFERSON, CO",Less than 65 Years,679
,,65 Years or more,801
,,No value,10 or fewer
,,Total,1480
,"WYANDOTTE, KS",Less than 65 Years,758
,,65 Years or more,748
,,No value,10 or fewer
,,Total,1506
,"MOBILE, AL",Less than 65 Years,743
,,65 Years or more,1005
,,No value,10 or fewer
,,Total,1748
,"INDIAN RIVER, FL",Less than 65 Years,184
,,65 Years or more,1232
,,No value,10 or fewer
,,Total,1416
,"CLAY, FL",Less than 65 Years,685
,,65 Years or more,797
,,No value,10 or fewer
,,Total,1482
,"ROCK ISLAND, IL",Less than 65 Years,634
,,65 Years or more,957
,,No value,10 or fewer
,,Total,1591
,"SAINT LUCIE, FL",Less than 65 Years,379
,,65 Years or more,794
,,No value,10 or fewer
,,Total,1173
,"MCLEAN, IL",Less than 65 Years,507
,,65 Years or more,973
,,No value,10 or fewer
,,Total,1480
,"ALACHUA, FL",Less than 65 Years,727
,,65 Years or more,868
,,No value,10 or fewer
,,Total,1595
,"ADAMS, CO",Less than 65 Years,953
,,65 Years or more,551
,,No value,10 or fewer
,,Total,1504
,"PUEBLO, CO",Less than 65 Years,672
,,65 Years or more,880
,,No value,10 or fewer
,,Total,1552
,"VANDERBURGH, IN",Less than 65 Years,722
,,65 Years or more,906
,,No value,10 or fewer
,,Total,1628
,"TWIN FALLS, ID",Less than 65 Years,572
,,65 Years or more,908
,,No value,10 or fewer
,,Total,1480
,"SAN MATEO, CA",Less than 65 Years,450
,,65 Years or more,868
,,No value,10 or fewer
,,Total,1318
,"DOUGLAS, CO",Less than 65 Years,278
,,65 Years or more,351
,,No value,10 or fewer
,,Total,629
,"HIGHLANDS, FL",Less than 65 Years,395
,,65 Years or more,806
,,No value,10 or fewer
,,Total,1201
,"PALM BEACH, FL",Less than 65 Years,213
,,65 Years or more,328
,,No value,10 or fewer
,,Total,541
,"CLARK, IN",Less than 65 Years,617
,,65 Years or more,562
,,No value,10 or fewer
,,Total,1179
,"PAULDING, GA",Less than 65 Years,594
,,65 Years or more,626
,,No value,10 or fewer
,,Total,1220
,"JOHNSON, IA",Less than 65 Years,356
,,65 Years or more,577
,,No value,10 or fewer
,,Total,933
,"BARROW, GA",Less than 65 Years,556
,,65 Years or more,543
,,No value,10 or fewer
,,Total,1099
,"FLOYD, IN",Less than 65 Years,502
,,65 Years or more,696
,,No value,10 or fewer
,,Total,1198
,"WHITFIELD, GA",Less than 65 Years,150
,,65 Years or more,148
,,No value,10 or fewer
,,Total,298
,"DOUGLAS, GA",Less than 65 Years,543
,,65 Years or more,591
,,No value,10 or fewer
,,Total,1134
,"SAINT CLAIR, IL",Less than 65 Years,358
,,65 Years or more,623
,,No value,10 or fewer
,,Total,981
,"BARTHOLOMEW, IN",Less than 65 Years,316
,,65 Years or more,635
,,No value,10 or fewer
,,Total,951
,"NEW CASTLE, DE",Less than 65 Years,615
,,65 Years or more,398
,,No value,10 or fewer
,,Total,1013
,"LOS ANGELES, CA",Less than 65 Years,468
,,65 Years or more,471
,,No value,10 or fewer
,,Total,939
,"KNOX, IL",Less than 65 Years,367
,,65 Years or more,619
,,No value,10 or fewer
,,Total,986
,"WINDHAM, CT",Less than 65 Years,425
,,65 Years or more,482
,,No value,10 or fewer
,,Total,907
,"WILL, IL",Less than 65 Years,250
,,65 Years or more,308
,,No value,10 or fewer
,,Total,558
,"WOODBURY, IA",Less than 65 Years,496
,,65 Years or more,506
,,No value,10 or fewer
,,Total,1002
,"SEBASTIAN, AR",Less than 65 Years,464
,,65 Years or more,413
,,No value,10 or fewer
,,Total,877
,"HABERSHAM, GA",Less than 65 Years,279
,,65 Years or more,380
,,No value,10 or fewer
,,Total,659
,"CHEROKEE, GA",Less than 65 Years,355
,,65 Years or more,507
,,No value,10 or fewer
,,Total,862
,"JACKSON, GA",Less than 65 Years,388
,,65 Years or more,487
,,No value,10 or fewer
,,Total,875
,"GORDON, GA",Less than 65 Years,302
,,65 Years or more,386
,,No value,10 or fewer
,,Total,688
,"LA SALLE, IL",Less than 65 Years,195
,,65 Years or more,436
,,No value,10 or fewer
,,Total,631
,"LITCHFIELD, CT",Less than 65 Years,237
,,65 Years or more,537
,,No value,10 or fewer
,,Total,774
,"MCHENRY, IL",Less than 65 Years,264
,,65 Years or more,486
,,No value,10 or fewer
,,Total,750
,"MADERA, CA",Less than 65 Years,306
,,65 Years or more,323
,,No value,10 or fewer
,,Total,629
,"HOUSTON, AL",Less than 65 Years,278
,,65 Years or more,393
,,No value,10 or fewer
,,Total,671
,"WAYNE, IN",Less than 65 Years,300
,,65 Years or more,499
,,No value,10 or fewer
,,Total,799
,"KENDALL, IL",Less than 65 Years,240
,,65 Years or more,453
,,No value,10 or fewer
,,Total,693
,"KNOX, IN",Less than 65 Years,274
,,65 Years or more,441
,,No value,10 or fewer
,,Total,715
,"VERMILION, IL",Less than 65 Years,263
,,65 Years or more,464
,,No value,10 or fewer
,,Total,727
,"SANGAMON, IL",Less than 65 Years,314
,,65 Years or more,376
,,No value,10 or fewer
,,Total,690
,"NOBLE, IN",Less than 65 Years,294
,,65 Years or more,445
,,No value,10 or fewer
,,Total,739
,"BLACK HAWK, IA",Less than 65 Years,255
,,65 Years or more,411
,,No value,10 or fewer
,,Total,666
,"MADISON, IN",Less than 65 Years,263
,,65 Years or more,389
,,No value,10 or fewer
,,Total,652
,"TOLLAND, CT",Less than 65 Years,227
,,65 Years or more,414
,,No value,10 or fewer
,,Total,641
,"JOHNSON, IN",Less than 65 Years,188
,,65 Years or more,507
,,No value,10 or fewer
,,Total,695
,"SCOTT, IA",Less than 65 Years,328
,,65 Years or more,332
,,No value,10 or fewer
,,Total,660
,"CRAIGHEAD, AR",Less than 65 Years,366
,,65 Years or more,359
,,No value,10 or fewer
,,Total,725
,"SPALDING, GA",Less than 65 Years,353
,,65 Years or more,344
,,No value,10 or fewer
,,Total,697
,"FLOYD, GA",Less than 65 Years,150
,,65 Years or more,407
,,No value,10 or fewer
,,Total,557
,"CITRUS, FL",Less than 65 Years,99
,,65 Years or more,116
,,No value,10 or fewer
,,Total,215
,"MARSHALL, IN",Less than 65 Years,265
,,65 Years or more,457
,,No value,10 or fewer
,,Total,722
,"MURRAY, GA",Less than 65 Years,210
,,65 Years or more,196
,,No value,10 or fewer
,,Total,406
,"LONOKE, AR",Less than 65 Years,250
,,65 Years or more,426
,,No value,10 or fewer
,,Total,676
,"LUMPKIN, GA",Less than 65 Years,183
,,65 Years or more,415
,,No value,10 or fewer
,,Total,598
,"CONTRA COSTA, CA",Less than 65 Years,340
,,65 Years or more,304
,,No value,10 or fewer
,,Total,644
,"HUNTINGTON, IN",Less than 65 Years,248
,,65 Years or more,387
,,No value,10 or fewer
,,Total,635
,"HERNANDO, FL",Less than 65 Years,92
,,65 Years or more,124
,,No value,10 or fewer
,,Total,216
,"DUBUQUE, IA",Less than 65 Years,246
,,65 Years or more,414
,,No value,10 or fewer
,,Total,660
,"BANNOCK, ID",Less than 65 Years,328
,,65 Years or more,363
,,No value,10 or fewer
,,Total,691
,"FORSYTH, GA",Less than 65 Years,175
,,65 Years or more,362
,,No value,10 or fewer
,,Total,537
,"WHITE, GA",Less than 65 Years,197
,,65 Years or more,337
,,No value,10 or fewer
,,Total,534
,"WHITLEY, IN",Less than 65 Years,195
,,65 Years or more,380
,,No value,10 or fewer
,,Total,575
,"TROUP, GA",Less than 65 Years,235
,,65 Years or more,330
,,No value,10 or fewer
,,Total,565
,"FAULKNER, AR",Less than 65 Years,275
,,65 Years or more,279
,,No value,10 or fewer
,,Total,554
,"MARSHALL, IA",Less than 65 Years,186
,,65 Years or more,342
,,No value,10 or fewer
,,Total,528
,"MADISON, IL",Less than 65 Years,165
,,65 Years or more,333
,,No value,10 or fewer
,,Total,498
,"CRITTENDEN, AR",Less than 65 Years,364
,,65 Years or more,252
,,No value,10 or fewer
,,Total,616
,"MUSCATINE, IA",Less than 65 Years,169
,,65 Years or more,275
,,No value,10 or fewer
,,Total,444
,"WABASH, IN",Less than 65 Years,170
,,65 Years or more,351
,,No value,10 or fewer
,,Total,521
,"HAWAII, HI",Less than 65 Years,130
,,65 Years or more,264
,,No value,10 or fewer
,,Total,394
,"BOONE, IL",Less than 65 Years,128
,,65 Years or more,363
,,No value,10 or fewer
,,Total,491
,"HOWARD, IN",Less than 65 Years,151
,,65 Years or more,263
,,No value,10 or fewer
,,Total,414
,"CRAWFORD, AR",Less than 65 Years,213
,,65 Years or more,278
,,No value,10 or fewer
,,Total,491
,"SALINE, AR",Less than 65 Years,268
,,65 Years or more,225
,,No value,10 or fewer
,,Total,493
,"KOSCIUSKO, IN",Less than 65 Years,264
,,65 Years or more,224
,,No value,10 or fewer
,,Total,488
,"MESA, CO",Less than 65 Years,204
,,65 Years or more,254
,,No value,10 or fewer
,,Total,458
,"WASHINGTON, AR",Less than 65 Years,502
,,65 Years or more,21
,,No value,10 or fewer
,,Total,523
,"BARTON, KS",Less than 65 Years,193
,,65 Years or more,251
,,No value,10 or fewer
,,Total,444
,"CLARKE, GA",Less than 65 Years,168
,,65 Years or more,233
,,No value,10 or fewer
,,Total,401
,"GREENE, GA",Less than 65 Years,133
,,65 Years or more,284
,,No value,10 or fewer
,,Total,417
,"ELMORE, ID",Less than 65 Years,189
,,65 Years or more,230
,,No value,10 or fewer
,,Total,419
,"WEBSTER, IA",Less than 65 Years,164
,,65 Years or more,236
,,No value,10 or fewer
,,Total,400
,"BENTON, AR",Less than 65 Years,348
,,65 Years or more,31
,,No value,10 or fewer
,,Total,379
,"CLEBURNE, AR",Less than 65 Years,164
,,65 Years or more,259
,,No value,10 or fewer
,,Total,423
,"HAMILTON, IN",Less than 65 Years,127
,,65 Years or more,277
,,No value,10 or fewer
,,Total,404
,"WARRICK, IN",Less than 65 Years,135
,,65 Years or more,267
,,No value,10 or fewer
,,Total,402
,"CLINTON, IL",Less than 65 Years,82
,,65 Years or more,231
,,No value,10 or fewer
,,Total,313
,"BREVARD, FL",Less than 65 Years,185
,,65 Years or more,181
,,No value,10 or fewer
,,Total,366
,"WOODFORD, IL",Less than 65 Years,88
,,65 Years or more,303
,,No value,10 or fewer
,,Total,391
,"PAYETTE, ID",Less than 65 Years,126
,,65 Years or more,208
,,No value,10 or fewer
,,Total,334
,"FRANKLIN, GA",Less than 65 Years,152
,,65 Years or more,192
,,No value,10 or fewer
,,Total,344
,"LAGRANGE, IN",Less than 65 Years,145
,,65 Years or more,228
,,No value,10 or fewer
,,Total,373
,"EFFINGHAM, IL",Less than 65 Years,92
,,65 Years or more,239
,,No value,10 or fewer
,,Total,331
,"DALLAS, IA",Less than 65 Years,141
,,65 Years or more,164
,,No value,10 or fewer
,,Total,305
,"HENRY, IL",Less than 65 Years,131
,,65 Years or more,195
,,No value,10 or fewer
,,Total,326
,"BARTOW, GA",Less than 65 Years,167
,,65 Years or more,144
,,No value,10 or fewer
,,Total,311
,"LIVINGSTON, IL",Less than 65 Years,96
,,65 Years or more,246
,,No value,10 or fewer
,,Total,342
,"PORTER, IN",Less than 65 Years,103
,,65 Years or more,181
,,No value,10 or fewer
,,Total,284
,"BLAINE, ID",Less than 65 Years,137
,,65 Years or more,223
,,No value,10 or fewer
,,Total,360
,"LEVY, FL",Less than 65 Years,127
,,65 Years or more,171
,,No value,10 or fewer
,,Total,298
,"FRANKLIN, KS",Less than 65 Years,109
,,65 Years or more,173
,,No value,10 or fewer
,,Total,282
,"KAUAI, HI",Less than 65 Years,105
,,65 Years or more,249
,,No value,10 or fewer
,,Total,354
,"HART, GA",Less than 65 Years,103
,,65 Years or more,197
,,No value,10 or fewer
,,Total,300
,"MACON, IL",Less than 65 Years,120
,,65 Years or more,151
,,No value,10 or fewer
,,Total,271
,"RICHLAND, IL",Less than 65 Years,144
,,65 Years or more,197
,,No value,10 or fewer
,,Total,341
,"BROOMFIELD, CO",Less than 65 Years,132
,,65 Years or more,138
,,No value,10 or fewer
,,Total,270
,"GIBSON, IN",Less than 65 Years,134
,,65 Years or more,230
,,No value,10 or fewer
,,Total,364
,"CLAYTON, GA",Less than 65 Years,226
,,65 Years or more,81
,,No value,10 or fewer
,,Total,307
,"JEROME, ID",Less than 65 Years,125
,,65 Years or more,157
,,No value,10 or fewer
,,Total,282
,"TELLER, CO",Less than 65 Years,104
,,65 Years or more,174
,,No value,10 or fewer
,,Total,278
,"DAWSON, GA",Less than 65 Years,99
,,65 Years or more,177
,,No value,10 or fewer
,,Total,276
,"FAYETTE, IN",Less than 65 Years,122
,,65 Years or more,162
,,No value,10 or fewer
,,Total,284
,"HENRY, GA",Less than 65 Years,200
,,65 Years or more,104
,,No value,10 or fewer
,,Total,304
,"CHARLOTTE, FL",Less than 65 Years,105
,,65 Years or more,196
,,No value,10 or fewer
,,Total,301
,"BANKS, GA",Less than 65 Years,128
,,65 Years or more,154
,,No value,10 or fewer
,,Total,282
,"CATOOSA, GA",Less than 65 Years,118
,,65 Years or more,119
,,No value,10 or fewer
,,Total,237
,"WARREN, IA",Less than 65 Years,115
,,65 Years or more,172
,,No value,10 or fewer
,,Total,287
,"BUREAU, IL",Less than 65 Years,79
,,65 Years or more,147
,,No value,10 or fewer
,,Total,226
,"GEARY, KS",Less than 65 Years,143
,,65 Years or more,127
,,No value,10 or fewer
,,Total,270
,"HARRISON, IN",Less than 65 Years,120
,,65 Years or more,158
,,No value,10 or fewer
,,Total,278
,"HARDEE, FL",Less than 65 Years,129
,,65 Years or more,126
,,No value,10 or fewer
,,Total,255
,"RICHMOND, GA",Less than 65 Years,26
,,65 Years or more,19
,,No value,10 or fewer
,,Total,45
,"LEAVENWORTH, KS",Less than 65 Years,84
,,65 Years or more,162
,,No value,10 or fewer
,,Total,246
,"BERRIEN, GA",Less than 65 Years,102
,,65 Years or more,150
,,No value,10 or fewer
,,Total,252
,"WALKER, GA",Less than 65 Years,133
,,65 Years or more,98
,,No value,10 or fewer
,,Total,231
,"OBRIEN, IA",Less than 65 Years,94
,,65 Years or more,143
,,No value,10 or fewer
,,Total,237
,"HOT SPRING, AR",Less than 65 Years,93
,,65 Years or more,159
,,No value,10 or fewer
,,Total,252
,"SARASOTA, FL",Less than 65 Years,66
,,65 Years or more,163
,,No value,10 or fewer
,,Total,229
,"ELKHART, IN",Less than 65 Years,91
,,65 Years or more,124
,,No value,10 or fewer
,,Total,215
,"CAMDEN, GA",Less than 65 Years,96
,,65 Years or more,106
,,No value,10 or fewer
,,Total,202
,"PINAL, AZ",Less than 65 Years,47
,,65 Years or more,66
,,No value,10 or fewer
,,Total,113
,"WARREN, IL",Less than 65 Years,99
,,65 Years or more,126
,,No value,10 or fewer
,,Total,225
,"BUTTS, GA",Less than 65 Years,128
,,65 Years or more,131
,,No value,10 or fewer
,,Total,259
,"PUTNAM, FL",Less than 65 Years,107
,,65 Years or more,94
,,No value,10 or fewer
,,Total,201
,"MAHASKA, IA",Less than 65 Years,49
,,65 Years or more,139
,,No value,10 or fewer
,,Total,188
,"POLK, GA",Less than 65 Years,63
,,65 Years or more,111
,,No value,10 or fewer
,,Total,174
,"POSEY, IN",Less than 65 Years,81
,,65 Years or more,137
,,No value,10 or fewer
,,Total,218
,"STEPHENS, GA",Less than 65 Years,64
,,65 Years or more,113
,,No value,10 or fewer
,,Total,177
,"HANCOCK, IN",Less than 65 Years,60
,,65 Years or more,111
,,No value,10 or fewer
,,Total,171
,"POINSETT, AR",Less than 65 Years,92
,,65 Years or more,78
,,No value,10 or fewer
,,Total,170
,"GREENE, AR",Less than 65 Years,87
,,65 Years or more,106
,,No value,10 or fewer
,,Total,193
,"CHOCTAW, AL",Less than 65 Years,76
,,65 Years or more,95
,,No value,10 or fewer
,,Total,171
,"MANATEE, FL",Less than 65 Years,63
,,65 Years or more,112
,,No value,10 or fewer
,,Total,175
,"DOUGLAS, IL",Less than 65 Years,57
,,65 Years or more,125
,,No value,10 or fewer
,,Total,182
,"WHITE, AR",Less than 65 Years,98
,,65 Years or more,97
,,No value,10 or fewer
,,Total,195
,"LANIER, GA",Less than 65 Years,74
,,65 Years or more,92
,,No value,10 or fewer
,,Total,166
,"RABUN, GA",Less than 65 Years,44
,,65 Years or more,91
,,No value,10 or fewer
,,Total,135
,"SHELBY, IL",Less than 65 Years,48
,,65 Years or more,91
,,No value,10 or fewer
,,Total,139
,"CLARK, AR",Less than 65 Years,58
,,65 Years or more,108
,,No value,10 or fewer
,,Total,166
,"MONTGOMERY, IL",Less than 65 Years,45
,,65 Years or more,92
,,No value,10 or fewer
,,Total,137
,"HENDRY, FL",Less than 65 Years,116
,,65 Years or more,71
,,No value,10 or fewer
,,Total,187
,"PUTNAM, GA",Less than 65 Years,44
,,65 Years or more,106
,,No value,10 or fewer
,,Total,150
,"DEKALB, IN",Less than 65 Years,54
,,65 Years or more,104
,,No value,10 or fewer
,,Total,158
,"POWESHIEK, IA",Less than 65 Years,51
,,65 Years or more,100
,,No value,10 or fewer
,,Total,151
,"ARKANSAS, AR",Less than 65 Years,79
,,65 Years or more,123
,,No value,10 or fewer
,,Total,202
,"CARROLL, GA",Less than 65 Years,88
,,65 Years or more,59
,,No value,10 or fewer
,,Total,147
,"DEARBORN, IN",Less than 65 Years,53
,,65 Years or more,101
,,No value,10 or fewer
,,Total,154
,"OSAGE, KS",Less than 65 Years,50
,,65 Years or more,94
,,No value,10 or fewer
,,Total,144
,"BOND, IL",Less than 65 Years,29
,,65 Years or more,88
,,No value,10 or fewer
,,Total,117
,"SACRAMENTO, CA",Less than 65 Years,78
,,65 Years or more,70
,,No value,10 or fewer
,,Total,148
,"JONES, IA",Less than 65 Years,55
,,65 Years or more,84
,,No value,10 or fewer
,,Total,139
,"MASSAC, IL",Less than 65 Years,69
,,65 Years or more,111
,,No value,10 or fewer
,,Total,180
,"YAVAPAI, AZ",Less than 65 Years,53
,,65 Years or more,102
,,No value,10 or fewer
,,Total,155
,"MACOUPIN, IL",Less than 65 Years,43
,,65 Years or more,83
,,No value,10 or fewer
,,Total,126
,"JEFFERSON, AR",Less than 65 Years,84
,,65 Years or more,80
,,No value,10 or fewer
,,Total,164
,"TAMA, IA",Less than 65 Years,65
,,65 Years or more,85
,,No value,10 or fewer
,,Total,150
,"OGLE, IL",Less than 65 Years,47
,,65 Years or more,92
,,No value,10 or fewer
,,Total,139
,"BENTON, IA",Less than 65 Years,62
,,65 Years or more,91
,,No value,10 or fewer
,,Total,153
,"TULARE, CA",Less than 65 Years,78
,,65 Years or more,55
,,No value,10 or fewer
,,Total,133
,"PICKENS, AL",Less than 65 Years,63
,,65 Years or more,75
,,No value,10 or fewer
,,Total,138
,"SCOTT, IN",Less than 65 Years,40
,,65 Years or more,30
,,No value,10 or fewer
,,Total,70
,"CEDAR, IA",Less than 65 Years,43
,,65 Years or more,83
,,No value,10 or fewer
,,Total,126
,"WALTON, GA",Less than 65 Years,85
,,65 Years or more,52
,,No value,10 or fewer
,,Total,137
,"VALLEY, ID",Less than 65 Years,54
,,65 Years or more,98
,,No value,10 or fewer
,,Total,152
,"MARION, AL",Less than 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,"MARSHALL, IL",Less than 65 Years,42
,,65 Years or more,82
,,No value,10 or fewer
,,Total,124
,"WASHINGTON, IN",Less than 65 Years,56
,,65 Years or more,66
,,No value,10 or fewer
,,Total,122
,"COLUMBIA, FL",Less than 65 Years,60
,,65 Years or more,66
,,No value,10 or fewer
,,Total,126
,"LAMAR, AL",Less than 65 Years,33
,,65 Years or more,60
,,No value,10 or fewer
,,Total,93
