,,Total,195
,"KENT, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,103
,,≥ 45 and < 65 Years,56
,,65 Years or more,30
,,No value,10 or fewer
,,Total,191
,"WASHINGTON, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,140
,,≥ 45 and < 65 Years,66
,,65 Years or more,17
,,No value,10 or fewer
,,Total,227
,"RAMSEY, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,136
,,≥ 45 and < 65 Years,41
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,183
,"CUMBERLAND, ME",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,96
,,≥ 45 and < 65 Years,37
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,139
,"MUSKEGON, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,102
,,≥ 45 and < 65 Years,47
,,65 Years or more,21
,,No value,10 or fewer
,,Total,174
,"FAYETTE, KY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,103
,,≥ 45 and < 65 Years,52
,,65 Years or more,13
,,No value,10 or fewer
,,Total,169
,"MIDDLESEX, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,57
,,≥ 45 and < 65 Years,55
,,65 Years or more,29
,,No value,10 or fewer
,,Total,141
,"JEFFERSON, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,99
,,≥ 45 and < 65 Years,49
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,156
,"WASHOE, NV",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,73
,,≥ 45 and < 65 Years,34
,,65 Years or more,13
,,No value,10 or fewer
,,Total,121
,"JACKSON, MS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,86
,,≥ 45 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,126
,"QUEENS, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,46
,,≥ 45 and < 65 Years,45
,,65 Years or more,12
,,No value,10 or fewer
,,Total,105
,"ORLEANS, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,59
,,≥ 45 and < 65 Years,57
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,121
,"BURLINGTON, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,62
,,≥ 45 and < 65 Years,35
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,107
,"LIVINGSTON, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,82
,,≥ 45 and < 65 Years,39
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,130
,"ALBANY, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,44
,,≥ 45 and < 65 Years,40
,,65 Years or more,13
,,No value,10 or fewer
,,Total,98
,"FORSYTH, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,65
,,≥ 45 and < 65 Years,31
,,65 Years or more,16
,,No value,10 or fewer
,,Total,113
,"ERIE, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,63
,,≥ 45 and < 65 Years,46
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,117
,"GENESEE, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,73
,,≥ 45 and < 65 Years,53
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,136
,"SAINT LOUIS, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,107
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,145
,"LAFAYETTE, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,105
,,≥ 45 and < 65 Years,32
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,143
,"ROBESON, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,86
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,124
,"UNION, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,41
,"OCEAN, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,60
,,≥ 45 and < 65 Years,26
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,90
,"MONTGOMERY, MD",Less than 18 Years,15
,,≥ 18 and < 45 Years,86
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,131
,"BALTIMORE, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,66
,,≥ 45 and < 65 Years,46
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,121
,"BROOME, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,68
,,≥ 45 and < 65 Years,33
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,113
,"BURKE, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,90
,,≥ 45 and < 65 Years,26
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,120
,"CALDWELL, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,77
,,≥ 45 and < 65 Years,23
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,108
,"HARFORD, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,55
,,≥ 45 and < 65 Years,28
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,91
,"PITT, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,69
,,≥ 45 and < 65 Years,50
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,129
,"ESSEX, MA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,50
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,88
,"TANGIPAHOA, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,59
,,≥ 45 and < 65 Years,37
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,102
,"ANNE ARUNDEL, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,57
,,≥ 45 and < 65 Years,42
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,106
,"OAKLAND, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,34
,,≥ 45 and < 65 Years,27
,,65 Years or more,20
,,No value,10 or fewer
,,Total,82
,"HARNETT, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,71
,,≥ 45 and < 65 Years,27
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,106
,"JOHNSTON, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,53
,,≥ 45 and < 65 Years,24
,,65 Years or more,12
,,No value,10 or fewer
,,Total,91
,"BERNALILLO, NM",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,60
,,≥ 45 and < 65 Years,23
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,92
,"DAKOTA, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,78
,,≥ 45 and < 65 Years,22
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,106
,"ONONDAGA, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,49
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,68
,"ROWAN, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,59
,,≥ 45 and < 65 Years,30
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,105
,"GLOUCESTER, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,55
,,≥ 45 and < 65 Years,18
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,78
,"ALAMANCE, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,56
,,≥ 45 and < 65 Years,21
,,65 Years or more,11
,,No value,10 or fewer
,,Total,89
,"NEW YORK, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,27
,,≥ 45 and < 65 Years,37
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,72
,"WICOMICO, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,58
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,96
,"WASHTENAW, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,57
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,86
,"YORK, ME",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,49
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,74
,"NASSAU, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,37
,,≥ 45 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,69
,"BUCHANAN, MO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,58
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,77
,"WAYNE, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,41
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,71
,"NASH, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,40
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,62
,"HARRISON, MS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,53
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,71
,"JACKSON, MO",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,40
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,71
,"ASCENSION, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,54
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"ROCKINGHAM, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,51
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,68
,"RENSSELAER, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,41
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,59
,"HENDERSON, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,64
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,81
,"PRINCE GEORGES, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,27
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,59
,"KALAMAZOO, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,38
,,≥ 45 and < 65 Years,19
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,66
,"ORANGE, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,34
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,54
,"DESOTO, MS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,27
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,42
,"MADISON, KY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,43
,,≥ 45 and < 65 Years,19
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,64
,"SOMERSET, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,49
,"EDGECOMBE, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,44
,"PENOBSCOT, ME",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,34
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,64
,"JACKSON, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,46
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,62
,"BEAUFORT, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,34
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,50
,"SULLIVAN, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,49
,"MONMOUTH, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,22
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,42
,"ONEIDA, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,37
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,61
,"STEARNS, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"ANDROSCOGGIN, ME",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,36
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"MERCER, NJ",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"ANOKA, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,43
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,53
,"CALHOUN, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"DAVIDSON, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,39
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,50
,"MONROE, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,29
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"PLYMOUTH, MA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,40
,"HILLSBOROUGH, NH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,22
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,36
,"BRUNSWICK, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,38
,"HALIFAX, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,43
,"BERRIEN, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,50
,"CHARLES, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,34
,"NORFOLK, MA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"NIAGARA, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"WASHINGTON, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,39
,"MACOMB, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,33
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"BELTRAMI, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,36
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,46
,"LANCASTER, NE",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,11
,,No value,10 or fewer
,,Total,38
,"HAMPDEN, MA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,11
,"NEW HANOVER, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"WASHINGTON, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"HARDIN, KY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"HINDS, MS",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,28
,"CLAY, MN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"WAYNE, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"DURHAM, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,38
,"DORCHESTER, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"KNOX, ME",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"SAINT TAMMANY, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,42
,"DOUGLAS, NE",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"SAINT MARY, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"OUACHITA, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"BRONX, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"ONTARIO, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,27
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"BLADEN, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"CECIL, MD",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"LENOIR, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,43
,"ACADIA, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"CORTLAND, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"GENESEE, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,12
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"ORANGE, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"SARATOGA, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,21
,"CHESHIRE, NH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"DUPLIN, NC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"IBERVILLE, LA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,"LENAWEE, MI",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,24
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,30
,"OTSEGO, NY",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"CLINTON, NY",Less than 18 Years,10 or fewer
