,"SHELBY, TN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,149
,,≥ 45 and < 65 Years,40
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,198
,"NORFOLK CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,121
,,≥ 45 and < 65 Years,132
,,65 Years or more,47
,,No value,10 or fewer
,,Total,301
,"PORTSMOUTH CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,96
,,≥ 45 and < 65 Years,139
,,65 Years or more,31
,,No value,10 or fewer
,,Total,266
,"SPARTANBURG, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,183
,,≥ 45 and < 65 Years,98
,,65 Years or more,14
,,No value,10 or fewer
,,Total,299
,"LUCAS, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,191
,,≥ 45 and < 65 Years,66
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,270
,"BUTLER, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,157
,,≥ 45 and < 65 Years,57
,,65 Years or more,11
,,No value,10 or fewer
,,Total,228
,"HARRIS, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,123
,,≥ 45 and < 65 Years,33
,,65 Years or more,21
,,No value,10 or fewer
,,Total,184
,"RICHMOND CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,111
,,≥ 45 and < 65 Years,99
,,65 Years or more,38
,,No value,10 or fewer
,,Total,249
,"GREENVILLE, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,154
,,≥ 45 and < 65 Years,70
,,65 Years or more,22
,,No value,10 or fewer
,,Total,249
,"CHARLESTON, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,112
,,≥ 45 and < 65 Years,77
,,65 Years or more,23
,,No value,10 or fewer
,,Total,212
,"YORK, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,130
,,≥ 45 and < 65 Years,54
,,65 Years or more,12
,,No value,10 or fewer
,,Total,198
,"MAHONING, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,139
,,≥ 45 and < 65 Years,47
,,65 Years or more,18
,,No value,10 or fewer
,,Total,204
,"LEHIGH, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,94
,,≥ 45 and < 65 Years,83
,,65 Years or more,16
,,No value,10 or fewer
,,Total,194
,"HENRICO, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,90
,,≥ 45 and < 65 Years,83
,,65 Years or more,15
,,No value,10 or fewer
,,Total,189
,"VIRGINIA BEACH CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,124
,,≥ 45 and < 65 Years,53
,,65 Years or more,13
,,No value,10 or fewer
,,Total,198
,"FAIRFAX, VA",Less than 18 Years,27
,,≥ 18 and < 45 Years,88
,,≥ 45 and < 65 Years,28
,,65 Years or more,19
,,No value,10 or fewer
,,Total,162
,"DAUPHIN, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,98
,,≥ 45 and < 65 Years,65
,,65 Years or more,15
,,No value,10 or fewer
,,Total,178
,"DELAWARE, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,74
,,≥ 45 and < 65 Years,37
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,115
,"RICHLAND, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,93
,,≥ 45 and < 65 Years,49
,,65 Years or more,11
,,No value,10 or fewer
,,Total,156
,"LANCASTER, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,95
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,138
,"NEWPORT NEWS CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,78
,,≥ 45 and < 65 Years,71
,,65 Years or more,27
,,No value,10 or fewer
,,Total,177
,"CHESAPEAKE CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,70
,,≥ 45 and < 65 Years,62
,,65 Years or more,12
,,No value,10 or fewer
,,Total,147
,"HAMILTON, TN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,95
,,≥ 45 and < 65 Years,39
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,144
,"LORAIN, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,83
,,≥ 45 and < 65 Years,36
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,125
,"TRUMBULL, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,98
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,130
,"BELL, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,77
,,≥ 45 and < 65 Years,30
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,122
,"MONTGOMERY, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,58
,,≥ 45 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,93
,"ANDERSON, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,85
,,≥ 45 and < 65 Years,31
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,118
,"BUCKS, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,47
,,≥ 45 and < 65 Years,26
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,81
,"DESCHUTES, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,71
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,105
,"NORTHAMPTON, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,71
,,≥ 45 and < 65 Years,39
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,118
,"CHITTENDEN, VT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,81
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,100
,"HAMPTON CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,57
,,≥ 45 and < 65 Years,42
,,65 Years or more,17
,,No value,10 or fewer
,,Total,116
,"PRINCE WILLIAM, VA",Less than 18 Years,14
,,≥ 18 and < 45 Years,58
,,≥ 45 and < 65 Years,22
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,101
,"CLARK, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,61
,,≥ 45 and < 65 Years,29
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,98
,"FLORENCE, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,50
,,≥ 45 and < 65 Years,22
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,77
,"CLERMONT, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,50
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,75
,"SUMMIT, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,46
,,≥ 45 and < 65 Years,22
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,78
,"COLLIN, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,47
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"RICHLAND, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,56
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,81
,"CHESTER, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,39
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,62
,"CASS, ND",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,52
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,68
,"ERIE, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,49
,,≥ 45 and < 65 Years,32
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,87
,"HORRY, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,37
,,≥ 45 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"LEBANON, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,48
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,74
,"GREENWOOD, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,59
,,≥ 45 and < 65 Years,23
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,86
,"CHEROKEE, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,49
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,61
,"LICKING, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,59
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,83
,"BERKELEY, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,37
,,≥ 45 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,61
,"DENTON, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,47
,,≥ 45 and < 65 Years,11
,,65 Years or more,14
,,No value,10 or fewer
,,Total,74
,"SULLIVAN, TN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,51
,,≥ 45 and < 65 Years,18
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,73
,"STARK, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,48
,,≥ 45 and < 65 Years,24
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,77
,"MARION, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,57
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,77
,"CHESTERFIELD, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,42
,,≥ 45 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,61
,"GREENE, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,68
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,83
,"WARREN, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,38
,,≥ 45 and < 65 Years,16
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,59
,"CLACKAMAS, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,44
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,59
,"LINN, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,43
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,65
,"LANCASTER, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,29
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,48
,"SUFFOLK CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,29
,,≥ 45 and < 65 Years,28
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,64
,"CUMBERLAND, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,47
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,"BEXAR, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,52
,"WASHINGTON, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,44
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,53
,"FRANKLIN, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,54
,"ALLEN, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,46
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,64
,"PICKENS, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,51
,"LEXINGTON, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,53
,"MONROE, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,39
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,56
,"OKLAHOMA, OK",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,22
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,34
,"UNION, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,38
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,56
,"WESTMORELAND, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,44
,"BURLEIGH, ND",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,42
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,50
,"SUMTER, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,39
,"JOHNSON, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,41
,"WASHINGTON, TN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,35
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,54
,"BERKS, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,40
,"UMATILLA, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,21
,"COOS, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,30
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,49
,"KERSHAW, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,34
,"LUZERNE, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"MUSKOGEE, OK",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,33
,"PETERSBURG CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,47
,"SCHUYLKILL, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,31
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,38
,"FAYETTE, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,32
,,≥ 45 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,49
,"DILLON, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,42
,"ARLINGTON, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,15
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"CARBON, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"CHARLOTTESVILLE CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,20
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,"MARION, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"LOUDOUN, VA",Less than 18 Years,14
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,43
,"JEFFERSON, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"OCONEE, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,43
,"TRAVIS, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,28
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,37
,"PICKAWAY, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,24
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,"ATHENS, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,39
,"DELAWARE, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,25
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,32
,"ORANGEBURG, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,12
,"SALT LAKE, UT",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"DORCHESTER, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,"MARION, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"HANOVER, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,26
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"ELLIS, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,24
,"LAURENS, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,30
,"MIAMI, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,"ALEXANDRIA CITY, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"CHESTER, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,30
,"FAIRFIELD, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,24
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,30
,"TOM GREEN, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,16
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"LAKE, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,11
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,17
,"CREEK, OK",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,23
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"MEDINA, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,28
,"MONTGOMERY, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,"MALHEUR, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,20
,"BENTON, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,"CROOK, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,"GREENE, TN",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,19
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,26
,"LINCOLN, OR",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,"ADAMS, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,13
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,20
,"SANDUSKY, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,21
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,22
,"DARLINGTON, SC",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,14
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,23
,"HENDERSON, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,16
,"ALBEMARLE, VA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,20
,"BROWN, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,17
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,27
,"MCLENNAN, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,20
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,"WASHINGTON, PA",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,16
,"WOOD, OH",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,18
,,≥ 45 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,24
,"KAUFMAN, TX",Less than 18 Years,10 or fewer
,,≥ 18 and < 45 Years,10 or fewer
