"Notes","State of Residence","State of Residence Code","OE Gestational Age Recode 10","OE Gestational Age Recode 10 Code",Births
,"District of Columbia","11","32 - 35 weeks","04",407
,"District of Columbia","11","36 weeks","05",300
,"District of Columbia","11","37 - 39 weeks","06",5007
,"District of Columbia","11","40 weeks","07",1553
,"District of Columbia","11","41 weeks","08",450
,"District of Columbia","11","42 weeks or more","09",32
,"District of Columbia","11","Unknown or Not Stated","10",Suppressed
,"Florida","12","Under 20 weeks","01",74
,"Florida","12","20 - 27 weeks","02",1743
,"Florida","12","28 - 31 weeks","03",2086
,"Florida","12","32 - 35 weeks","04",10509
,"Florida","12","36 weeks","05",9320
,"Florida","12","37 - 39 weeks","06",148734
,"Florida","12","40 weeks","07",38746
,"Florida","12","41 weeks","08",9629
,"Florida","12","42 weeks or more","09",470
,"Florida","12","Unknown or Not Stated","10",99
,"Georgia","13","Under 20 weeks","01",35
,"Georgia","13","20 - 27 weeks","02",1015
,"Georgia","13","28 - 31 weeks","03",1253
,"Georgia","13","32 - 35 weeks","04",6529
,"Georgia","13","36 weeks","05",5953
,"Georgia","13","37 - 39 weeks","06",85333
,"Georgia","13","40 weeks","07",20368
,"Georgia","13","41 weeks","08",4346
,"Georgia","13","42 weeks or more","09",239
,"Georgia","13","Unknown or Not Stated","10",49
,"Hawaii","15","Under 20 weeks","01",Suppressed
,"Hawaii","15","20 - 27 weeks","02",80
,"Hawaii","15","28 - 31 weeks","03",125
,"Hawaii","15","32 - 35 weeks","04",673
,"Hawaii","15","36 weeks","05",608
,"Hawaii","15","37 - 39 weeks","06",9583
,"Hawaii","15","40 weeks","07",2806
,"Hawaii","15","41 weeks","08",860
,"Hawaii","15","42 weeks or more","09",63
,"Hawaii","15","Unknown or Not Stated","10",Suppressed
,"Idaho","16","Under 20 weeks","01",Suppressed
,"Idaho","16","20 - 27 weeks","02",106
,"Idaho","16","28 - 31 weeks","03",167
,"Idaho","16","32 - 35 weeks","04",854
,"Idaho","16","36 weeks","05",812
,"Idaho","16","37 - 39 weeks","06",14647
,"Idaho","16","40 weeks","07",4369
,"Idaho","16","41 weeks","08",1334
,"Idaho","16","42 weeks or more","09",93
,"Idaho","16","Unknown or Not Stated","10",12
,"Illinois","17","Under 20 weeks","01",59
,"Illinois","17","20 - 27 weeks","02",772
,"Illinois","17","28 - 31 weeks","03",1149
,"Illinois","17","32 - 35 weeks","04",6086
,"Illinois","17","36 weeks","05",5356
,"Illinois","17","37 - 39 weeks","06",87820
,"Illinois","17","40 weeks","07",19593
,"Illinois","17","41 weeks","08",3760
,"Illinois","17","42 weeks or more","09",162
,"Illinois","17","Unknown or Not Stated","10",63
,"Indiana","18","Under 20 weeks","01",33
,"Indiana","18","20 - 27 weeks","02",474
,"Indiana","18","28 - 31 weeks","03",719
,"Indiana","18","32 - 35 weeks","04",3943
,"Indiana","18","36 weeks","05",3545
,"Indiana","18","37 - 39 weeks","06",54716
,"Indiana","18","40 weeks","07",12636
,"Indiana","18","41 weeks","08",2679
,"Indiana","18","42 weeks or more","09",219
,"Indiana","18","Unknown or Not Stated","10",36
,"Iowa","19","Under 20 weeks","01",Suppressed
,"Iowa","19","20 - 27 weeks","02",208
,"Iowa","19","28 - 31 weeks","03",297
,"Iowa","19","32 - 35 weeks","04",1677
,"Iowa","19","36 weeks","05",1543
,"Iowa","19","37 - 39 weeks","06",24807
,"Iowa","19","40 weeks","07",5849
,"Iowa","19","41 weeks","08",1530
,"Iowa","19","42 weeks or more","09",97
,"Iowa","19","Unknown or Not Stated","10",36
,"Kansas","20","Under 20 weeks","01",13
,"Kansas","20","20 - 27 weeks","02",152
,"Kansas","20","28 - 31 weeks","03",283
,"Kansas","20","32 - 35 weeks","04",1563
,"Kansas","20","36 weeks","05",1548
,"Kansas","20","37 - 39 weeks","06",23607
,"Kansas","20","40 weeks","07",5710
,"Kansas","20","41 weeks","08",1090
,"Kansas","20","42 weeks or more","09",83
,"Kansas","20","Unknown or Not Stated","10",16
,"Kentucky","21","Under 20 weeks","01",16
,"Kentucky","21","20 - 27 weeks","02",334
,"Kentucky","21","28 - 31 weeks","03",475
,"Kentucky","21","32 - 35 weeks","04",2546
,"Kentucky","21","36 weeks","05",2490
,"Kentucky","21","37 - 39 weeks","06",37479
,"Kentucky","21","40 weeks","07",7116
,"Kentucky","21","41 weeks","08",1390
,"Kentucky","21","42 weeks or more","09",124
,"Kentucky","21","Unknown or Not Stated","10",14
,"Louisiana","22","Under 20 weeks","01",30
,"Louisiana","22","20 - 27 weeks","02",466
,"Louisiana","22","28 - 31 weeks","03",642
,"Louisiana","22","32 - 35 weeks","04",3273
,"Louisiana","22","36 weeks","05",2922
,"Louisiana","22","37 - 39 weeks","06",40186
,"Louisiana","22","40 weeks","07",6402
,"Louisiana","22","41 weeks","08",931
,"Louisiana","22","42 weeks or more","09",38
,"Louisiana","22","Unknown or Not Stated","10",37
,"Maine","23","Under 20 weeks","01",Suppressed
,"Maine","23","20 - 27 weeks","02",50
,"Maine","23","28 - 31 weeks","03",91
,"Maine","23","32 - 35 weeks","04",508
,"Maine","23","36 weeks","05",459
,"Maine","23","37 - 39 weeks","06",7546
,"Maine","23","40 weeks","07",2150
,"Maine","23","41 weeks","08",745
,"Maine","23","42 weeks or more","09",63
,"Maine","23","Unknown or Not Stated","10",12
,"Maryland","24","Under 20 weeks","01",28
,"Maryland","24","20 - 27 weeks","02",434
,"Maryland","24","28 - 31 weeks","03",711
,"Maryland","24","32 - 35 weeks","04",2926
,"Maryland","24","36 weeks","05",2615
,"Maryland","24","37 - 39 weeks","06",42461
,"Maryland","24","40 weeks","07",12549
,"Maryland","24","41 weeks","08",3675
,"Maryland","24","42 weeks or more","09",144
,"Maryland","24","Unknown or Not Stated","10",51
,"Massachusetts","25","Under 20 weeks","01",12
,"Massachusetts","25","20 - 27 weeks","02",272
,"Massachusetts","25","28 - 31 weeks","03",535
,"Massachusetts","25","32 - 35 weeks","04",2806
,"Massachusetts","25","36 weeks","05",2432
,"Massachusetts","25","37 - 39 weeks","06",42774
,"Massachusetts","25","40 weeks","07",13342
,"Massachusetts","25","41 weeks","08",4540
,"Massachusetts","25","42 weeks or more","09",160
,"Massachusetts","25","Unknown or Not Stated","10",220
,"Michigan","26","Under 20 weeks","01",33
,"Michigan","26","20 - 27 weeks","02",622
,"Michigan","26","28 - 31 weeks","03",859
,"Michigan","26","32 - 35 weeks","04",4675
,"Michigan","26","36 weeks","05",4023
,"Michigan","26","37 - 39 weeks","06",65130
,"Michigan","26","40 weeks","07",18403
,"Michigan","26","41 weeks","08",5016
,"Michigan","26","42 weeks or more","09",321
,"Michigan","26","Unknown or Not Stated","10",42
,"Minnesota","27","Under 20 weeks","01",17
,"Minnesota","27","20 - 27 weeks","02",321
,"Minnesota","27","28 - 31 weeks","03",488
,"Minnesota","27","32 - 35 weeks","04",2678
,"Minnesota","27","36 weeks","05",2319
,"Minnesota","27","37 - 39 weeks","06",39773
,"Minnesota","27","40 weeks","07",11473
,"Minnesota","27","41 weeks","08",4295
,"Minnesota","27","42 weeks or more","09",299
,"Minnesota","27","Unknown or Not Stated","10",52
,"Mississippi","28","Under 20 weeks","01",12
,"Mississippi","28","20 - 27 weeks","02",305
,"Mississippi","28","28 - 31 weeks","03",487
,"Mississippi","28","32 - 35 weeks","04",2257
,"Mississippi","28","36 weeks","05",2090
,"Mississippi","28","37 - 39 weeks","06",25392
,"Mississippi","28","40 weeks","07",3407
,"Mississippi","28","41 weeks","08",441
,"Mississippi","28","42 weeks or more","09",50
,"Mississippi","28","Unknown or Not Stated","10",18
,"Missouri","29","Under 20 weeks","01",23
,"Missouri","29","20 - 27 weeks","02",356
,"Missouri","29","28 - 31 weeks","03",638
,"Missouri","29","32 - 35 weeks","04",3402
,"Missouri","29","36 weeks","05",2983
,"Missouri","29","37 - 39 weeks","06",47188
,"Missouri","29","40 weeks","07",10113
,"Missouri","29","41 weeks","08",2124
,"Missouri","29","42 weeks or more","09",234
,"Missouri","29","Unknown or Not Stated","10",62
,"Montana","30","Under 20 weeks","01",Suppressed
,"Montana","30","20 - 27 weeks","02",49
,"Montana","30","28 - 31 weeks","03",87
,"Montana","30","32 - 35 weeks","04",449
,"Montana","30","36 weeks","05",451
,"Montana","30","37 - 39 weeks","06",7376
,"Montana","30","40 weeks","07",2025
,"Montana","30","41 weeks","08",579
,"Montana","30","42 weeks or more","09",55
,"Montana","30","Unknown or Not Stated","10",Suppressed
,"Nebraska","31","Under 20 weeks","01",11
,"Nebraska","31","20 - 27 weeks","02",137
,"Nebraska","31","28 - 31 weeks","03",217
,"Nebraska","31","32 - 35 weeks","04",1196
,"Nebraska","31","36 weeks","05",1120
,"Nebraska","31","37 - 39 weeks","06",17057
,"Nebraska","31","40 weeks","07",3719
,"Nebraska","31","41 weeks","08",606
,"Nebraska","31","42 weeks or more","09",40
,"Nebraska","31","Unknown or Not Stated","10",Suppressed
,"Nevada","32","Under 20 weeks","01",Suppressed
,"Nevada","32","20 - 27 weeks","02",212
,"Nevada","32","28 - 31 weeks","03",324
,"Nevada","32","32 - 35 weeks","04",1593
,"Nevada","32","36 weeks","05",1384
,"Nevada","32","37 - 39 weeks","06",22113
,"Nevada","32","40 weeks","07",5195
,"Nevada","32","41 weeks","08",877
,"Nevada","32","42 weeks or more","09",77
,"Nevada","32","Unknown or Not Stated","10",14
,"New Hampshire","33","Under 20 weeks","01",Suppressed
,"New Hampshire","33","20 - 27 weeks","02",43
,"New Hampshire","33","28 - 31 weeks","03",72
,"New Hampshire","33","32 - 35 weeks","04",478
,"New Hampshire","33","36 weeks","05",397
,"New Hampshire","33","37 - 39 weeks","06",7187
,"New Hampshire","33","40 weeks","07",2433
,"New Hampshire","33","41 weeks","08",1255
,"New Hampshire","33","42 weeks or more","09",61
,"New Hampshire","33","Unknown or Not Stated","10",Suppressed
,"New Jersey","34","Under 20 weeks","01",15
,"New Jersey","34","20 - 27 weeks","02",500
,"New Jersey","34","28 - 31 weeks","03",739
,"New Jersey","34","32 - 35 weeks","04",4289
,"New Jersey","34","36 weeks","05",3825
,"New Jersey","34","37 - 39 weeks","06",65115
,"New Jersey","34","40 weeks","07",20451
,"New Jersey","34","41 weeks","08",5854
,"New Jersey","34","42 weeks or more","09",201
,"New Jersey","34","Unknown or Not Stated","10",12
,"New Mexico","35","Under 20 weeks","01",Suppressed
,"New Mexico","35","20 - 27 weeks","02",107
,"New Mexico","35","28 - 31 weeks","03",180
,"New Mexico","35","32 - 35 weeks","04",967
,"New Mexico","35","36 weeks","05",859
,"New Mexico","35","37 - 39 weeks","06",14480
,"New Mexico","35","40 weeks","07",3405
,"New Mexico","35","41 weeks","08",876
,"New Mexico","35","42 weeks or more","09",63
,"New Mexico","35","Unknown or Not Stated","10",11
,"New York","36","Under 20 weeks","01",33
,"New York","36","20 - 27 weeks","02",1010
,"New York","36","28 - 31 weeks","03",1707
,"New York","36","32 - 35 weeks","04",8940
,"New York","36","36 weeks","05",7854
,"New York","36","37 - 39 weeks","06",129896
,"New York","36","40 weeks","07",41673
,"New York","36","41 weeks","08",11437
,"New York","36","42 weeks or more","09",629
,"New York","36","Unknown or Not Stated","10",433
,"North Carolina","37","Under 20 weeks","01",47
,"North Carolina","37","20 - 27 weeks","02",889
,"North Carolina","37","28 - 31 weeks","03",1182
,"North Carolina","37","32 - 35 weeks","04",5888
,"North Carolina","37","36 weeks","05",4884
,"North Carolina","37","37 - 39 weeks","06",79301
,"North Carolina","37","40 weeks","07",21780
,"North Carolina","37","41 weeks","08",5817
,"North Carolina","37","42 weeks or more","09",239
,"North Carolina","37","Unknown or Not Stated","10",55
,"North Dakota","38","Under 20 weeks","01",Suppressed
,"North Dakota","38","20 - 27 weeks","02",47
,"North Dakota","38","28 - 31 weeks","03",83
,"North Dakota","38","32 - 35 weeks","04",437
,"North Dakota","38","36 weeks","05",426
,"North Dakota","38","37 - 39 weeks","06",6544
,"North Dakota","38","40 weeks","07",1622
,"North Dakota","38","41 weeks","08",448
,"North Dakota","38","42 weeks or more","09",30
,"North Dakota","38","Unknown or Not Stated","10",Suppressed
,"Ohio","39","Under 20 weeks","01",79
,"Ohio","39","20 - 27 weeks","02",866
,"Ohio","39","28 - 31 weeks","03",1252
,"Ohio","39","32 - 35 weeks","04",6065
,"Ohio","39","36 weeks","05",5303
,"Ohio","39","37 - 39 weeks","06",88079
,"Ohio","39","40 weeks","07",20284
,"Ohio","39","41 weeks","08",4542
,"Ohio","39","42 weeks or more","09",348
,"Ohio","39","Unknown or Not Stated","10",78
,"Oklahoma","40","Under 20 weeks","01",29
,"Oklahoma","40","20 - 27 weeks","02",282
,"Oklahoma","40","28 - 31 weeks","03",452
,"Oklahoma","40","32 - 35 weeks","04",2353
,"Oklahoma","40","36 weeks","05",2163
,"Oklahoma","40","37 - 39 weeks","06",34940
,"Oklahoma","40","40 weeks","07",6376
,"Oklahoma","40","41 weeks","08",1177
,"Oklahoma","40","42 weeks or more","09",83
,"Oklahoma","40","Unknown or Not Stated","10",54
,"Oregon","41","Under 20 weeks","01",Suppressed
,"Oregon","41","20 - 27 weeks","02",189
,"Oregon","41","28 - 31 weeks","03",270
,"Oregon","41","32 - 35 weeks","04",1600
,"Oregon","41","36 weeks","05",1375
,"Oregon","41","37 - 39 weeks","06",23872
,"Oregon","41","40 weeks","07",7726
,"Oregon","41","41 weeks","08",3037
,"Oregon","41","42 weeks or more","09",201
,"Oregon","41","Unknown or Not Stated","10",23
,"Pennsylvania","42","Under 20 weeks","01",60
,"Pennsylvania","42","20 - 27 weeks","02",714
,"Pennsylvania","42","28 - 31 weeks","03",1087
,"Pennsylvania","42","32 - 35 weeks","04",5844
,"Pennsylvania","42","36 weeks","05",4606
,"Pennsylvania","42","37 - 39 weeks","06",81835
,"Pennsylvania","42","40 weeks","07",25200
,"Pennsylvania","42","41 weeks","08",7024
,"Pennsylvania","42","42 weeks or more","09",391
,"Pennsylvania","42","Unknown or Not Stated","10",190
,"Rhode Island","44","Under 20 weeks","01",Suppressed
,"Rhode Island","44","20 - 27 weeks","02",57
,"Rhode Island","44","28 - 31 weeks","03",67
,"Rhode Island","44","32 - 35 weeks","04",414
,"Rhode Island","44","36 weeks","05",399
,"Rhode Island","44","37 - 39 weeks","06",6263
,"Rhode Island","44","40 weeks","07",1848
,"Rhode Island","44","41 weeks","08",725
,"Rhode Island","44","42 weeks or more","09",29
,"Rhode Island","44","Unknown or Not Stated","10",Suppressed
,"South Carolina","45","Under 20 weeks","01",31
,"South Carolina","45","20 - 27 weeks","02",413
,"South Carolina","45","28 - 31 weeks","03",574
,"South Carolina","45","32 - 35 weeks","04",3092
,"South Carolina","45","36 weeks","05",2591
,"South Carolina","45","37 - 39 weeks","06",41301
,"South Carolina","45","40 weeks","07",8025
,"South Carolina","45","41 weeks","08",1576
,"South Carolina","45","42 weeks or more","09",113
,"South Carolina","45","Unknown or Not Stated","10",13
,"South Dakota","46","Under 20 weeks","01",Suppressed
,"South Dakota","46","20 - 27 weeks","02",63
,"South Dakota","46","28 - 31 weeks","03",115
,"South Dakota","46","32 - 35 weeks","04",563
,"South Dakota","46","36 weeks","05",659
,"South Dakota","46","37 - 39 weeks","06",7815
,"South Dakota","46","40 weeks","07",1534
,"South Dakota","46","41 weeks","08",408
,"South Dakota","46","42 weeks or more","09",34
,"South Dakota","46","Unknown or Not Stated","10",Suppressed
,"Tennessee","47","Under 20 weeks","01",18
,"Tennessee","47","20 - 27 weeks","02",527
,"Tennessee","47","28 - 31 weeks","03",831
,"Tennessee","47","32 - 35 weeks","04",4103
,"Tennessee","47","36 weeks","05",3929
,"Tennessee","47","37 - 39 weeks","06",56849
,"Tennessee","47","40 weeks","07",13680
,"Tennessee","47","41 weeks","08",2816
,"Tennessee","47","42 weeks or more","09",219
,"Tennessee","47","Unknown or Not Stated","10",49
,"Texas","48","Under 20 weeks","01",169
,"Texas","48","20 - 27 weeks","02",2552
,"Texas","48","28 - 31 weeks","03",3614
,"Texas","48","32 - 35 weeks","04",19351
,"Texas","48","36 weeks","05",17486
,"Texas","48","37 - 39 weeks","06",274937
,"Texas","48","40 weeks","07",56729
,"Texas","48","41 weeks","08",12086
,"Texas","48","42 weeks or more","09",958
,"Texas","48","Unknown or Not Stated","10",63
,"Utah","49","Under 20 weeks","01",15
,"Utah","49","20 - 27 weeks","02",241
,"Utah","49","28 - 31 weeks","03",342
,"Utah","49","32 - 35 weeks","04",1940
,"Utah","49","36 weeks","05",1680
,"Utah","49","37 - 39 weeks","06",32584
,"Utah","49","40 weeks","07",6662
,"Utah","49","41 weeks","08",1435
,"Utah","49","42 weeks or more","09",115
,"Utah","49","Unknown or Not Stated","10",Suppressed
,"Vermont","50","Under 20 weeks","01",0
,"Vermont","50","20 - 27 weeks","02",15
,"Vermont","50","28 - 31 weeks","03",40
,"Vermont","50","32 - 35 weeks","04",180
,"Vermont","50","36 weeks","05",153
,"Vermont","50","37 - 39 weeks","06",3005
,"Vermont","50","40 weeks","07",1122
,"Vermont","50","41 weeks","08",514
,"Vermont","50","42 weeks or more","09",33
,"Vermont","50","Unknown or Not Stated","10",Suppressed
,"Virginia","51","Under 20 weeks","01",31
,"Virginia","51","20 - 27 weeks","02",570
,"Virginia","51","28 - 31 weeks","03",851
,"Virginia","51","32 - 35 weeks","04",4124
,"Virginia","51","36 weeks","05",3500
,"Virginia","51","37 - 39 weeks","06",60666
,"Virginia","51","40 weeks","07",17439
,"Virginia","51","41 weeks","08",5137
,"Virginia","51","42 weeks or more","09",294
,"Virginia","51","Unknown or Not Stated","10",37
,"Washington","53","Under 20 weeks","01",16
,"Washington","53","20 - 27 weeks","02",365
,"Washington","53","28 - 31 weeks","03",603
,"Washington","53","32 - 35 weeks","04",3117
,"Washington","53","36 weeks","05",2925
,"Washington","53","37 - 39 weeks","06",49946
,"Washington","53","40 weeks","07",16590
,"Washington","53","41 weeks","08",6808
,"Washington","53","42 weeks or more","09",366
,"Washington","53","Unknown or Not Stated","10",196
,"West Virginia","54","Under 20 weeks","01",Suppressed
,"West Virginia","54","20 - 27 weeks","02",96
,"West Virginia","54","28 - 31 weeks","03",172
,"West Virginia","54","32 - 35 weeks","04",996
,"West Virginia","54","36 weeks","05",904
,"West Virginia","54","37 - 39 weeks","06",11959
,"West Virginia","54","40 weeks","07",2037
,"West Virginia","54","41 weeks","08",396
,"West Virginia","54","42 weeks or more","09",33
,"West Virginia","54","Unknown or Not Stated","10",Suppressed
,"Wisconsin","55","Under 20 weeks","01",27
,"Wisconsin","55","20 - 27 weeks","02",317
,"Wisconsin","55","28 - 31 weeks","03",528
,"Wisconsin","55","32 - 35 weeks","04",2649
,"Wisconsin","55","36 weeks","05",2401
,"Wisconsin","55","37 - 39 weeks","06",39991
,"Wisconsin","55","40 weeks","07",10914
,"Wisconsin","55","41 weeks","08",2628
,"Wisconsin","55","42 weeks or more","09",237
,"Wisconsin","55","Unknown or Not Stated","10",62
,"Wyoming","56","Under 20 weeks","01",Suppressed
,"Wyoming","56","20 - 27 weeks","02",22
,"Wyoming","56","28 - 31 weeks","03",38
,"Wyoming","56","32 - 35 weeks","04",270
,"Wyoming","56","36 weeks","05",252
,"Wyoming","56","37 - 39 weeks","06",4247
,"Wyoming","56","40 weeks","07",952
,"Wyoming","56","41 weeks","08",186
,"Wyoming","56","42 weeks or more","09",18
,"Wyoming","56","Unknown or Not Stated","10",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2023"
"Group By: State of Residence; OE Gestational Age Recode 10"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 2:29:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 2:29:50 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
