"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Arkansas","05","Unknown or Not Stated","Unk",510
,"Arkansas","05","Excluded","Exc",0
,"Arkansas","05","Not Reported","NR",0
,"California","06","8th grade or less","1",12419
,"California","06","9th through 12th grade with no diploma","2",24223
,"California","06","High school graduate or GED completed","3",92483
,"California","06","Some college credit, but not a degree","4",66527
,"California","06","Associate degree (AA, AS)","5",27085
,"California","06","Bachelor's degree (BA, AB, BS)","6",85816
,"California","06","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",41852
,"California","06","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",14320
,"California","06","Unknown or Not Stated","Unk",35383
,"California","06","Excluded","Exc",0
,"California","06","Not Reported","NR",0
,"Colorado","08","8th grade or less","1",1655
,"Colorado","08","9th through 12th grade with no diploma","2",4545
,"Colorado","08","High school graduate or GED completed","3",13002
,"Colorado","08","Some college credit, but not a degree","4",10780
,"Colorado","08","Associate degree (AA, AS)","5",4481
,"Colorado","08","Bachelor's degree (BA, AB, BS)","6",16180
,"Colorado","08","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7834
,"Colorado","08","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2357
,"Colorado","08","Unknown or Not Stated","Unk",660
,"Colorado","08","Excluded","Exc",0
,"Colorado","08","Not Reported","NR",0
,"Connecticut","09","8th grade or less","1",884
,"Connecticut","09","9th through 12th grade with no diploma","2",2154
,"Connecticut","09","High school graduate or GED completed","3",6721
,"Connecticut","09","Some college credit, but not a degree","4",5093
,"Connecticut","09","Associate degree (AA, AS)","5",2770
,"Connecticut","09","Bachelor's degree (BA, AB, BS)","6",8869
,"Connecticut","09","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6415
,"Connecticut","09","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1612
,"Connecticut","09","Unknown or Not Stated","Unk",41
,"Connecticut","09","Excluded","Exc",0
,"Connecticut","09","Not Reported","NR",0
,"Delaware","10","8th grade or less","1",551
,"Delaware","10","9th through 12th grade with no diploma","2",750
,"Delaware","10","High school graduate or GED completed","3",2842
,"Delaware","10","Some college credit, but not a degree","4",1693
,"Delaware","10","Associate degree (AA, AS)","5",771
,"Delaware","10","Bachelor's degree (BA, AB, BS)","6",2034
,"Delaware","10","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1271
,"Delaware","10","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",280
,"Delaware","10","Unknown or Not Stated","Unk",235
,"Delaware","10","Excluded","Exc",0
,"Delaware","10","Not Reported","NR",0
,"District of Columbia","11","8th grade or less","1",271
,"District of Columbia","11","9th through 12th grade with no diploma","2",748
,"District of Columbia","11","High school graduate or GED completed","3",1618
,"District of Columbia","11","Some college credit, but not a degree","4",886
,"District of Columbia","11","Associate degree (AA, AS)","5",182
,"District of Columbia","11","Bachelor's degree (BA, AB, BS)","6",1405
,"District of Columbia","11","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1716
,"District of Columbia","11","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",928
,"District of Columbia","11","Unknown or Not Stated","Unk",142
,"District of Columbia","11","Excluded","Exc",0
,"District of Columbia","11","Not Reported","NR",0
,"Florida","12","8th grade or less","1",6919
,"Florida","12","9th through 12th grade with no diploma","2",15829
,"Florida","12","High school graduate or GED completed","3",68378
,"Florida","12","Some college credit, but not a degree","4",33506
,"Florida","12","Associate degree (AA, AS)","5",22884
,"Florida","12","Bachelor's degree (BA, AB, BS)","6",47672
,"Florida","12","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",18719
,"Florida","12","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",5951
,"Florida","12","Unknown or Not Stated","Unk",1552
,"Florida","12","Excluded","Exc",0
,"Florida","12","Not Reported","NR",0
,"Georgia","13","8th grade or less","1",3937
,"Georgia","13","9th through 12th grade with no diploma","2",9650
,"Georgia","13","High school graduate or GED completed","3",42103
,"Georgia","13","Some college credit, but not a degree","4",19865
,"Georgia","13","Associate degree (AA, AS)","5",9191
,"Georgia","13","Bachelor's degree (BA, AB, BS)","6",27178
,"Georgia","13","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10045
,"Georgia","13","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2602
,"Georgia","13","Unknown or Not Stated","Unk",549
,"Georgia","13","Excluded","Exc",0
,"Georgia","13","Not Reported","NR",0
,"Hawaii","15","8th grade or less","1",109
,"Hawaii","15","9th through 12th grade with no diploma","2",2432
,"Hawaii","15","High school graduate or GED completed","3",2251
,"Hawaii","15","Some college credit, but not a degree","4",2925
,"Hawaii","15","Associate degree (AA, AS)","5",1501
,"Hawaii","15","Bachelor's degree (BA, AB, BS)","6",3630
,"Hawaii","15","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1447
,"Hawaii","15","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",257
,"Hawaii","15","Unknown or Not Stated","Unk",256
,"Hawaii","15","Excluded","Exc",0
,"Hawaii","15","Not Reported","NR",0
,"Idaho","16","8th grade or less","1",394
,"Idaho","16","9th through 12th grade with no diploma","2",1573
,"Idaho","16","High school graduate or GED completed","3",5710
,"Idaho","16","Some college credit, but not a degree","4",4979
,"Idaho","16","Associate degree (AA, AS)","5",2141
,"Idaho","16","Bachelor's degree (BA, AB, BS)","6",5619
,"Idaho","16","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1408
,"Idaho","16","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",400
,"Idaho","16","Unknown or Not Stated","Unk",173
,"Idaho","16","Excluded","Exc",0
,"Idaho","16","Not Reported","NR",0
,"Illinois","17","8th grade or less","1",2767
,"Illinois","17","9th through 12th grade with no diploma","2",8130
,"Illinois","17","High school graduate or GED completed","3",29667
,"Illinois","17","Some college credit, but not a degree","4",20782
,"Illinois","17","Associate degree (AA, AS)","5",10068
,"Illinois","17","Bachelor's degree (BA, AB, BS)","6",31229
,"Illinois","17","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15798
,"Illinois","17","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4546
,"Illinois","17","Unknown or Not Stated","Unk",1833
,"Illinois","17","Excluded","Exc",0
,"Illinois","17","Not Reported","NR",0
,"Indiana","18","8th grade or less","1",4593
,"Indiana","18","9th through 12th grade with no diploma","2",7165
,"Indiana","18","High school graduate or GED completed","3",23782
,"Indiana","18","Some college credit, but not a degree","4",12942
,"Indiana","18","Associate degree (AA, AS)","5",5994
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",17040
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5472
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1754
,"Indiana","18","Unknown or Not Stated","Unk",258
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1460
,"Iowa","19","9th through 12th grade with no diploma","2",2769
,"Iowa","19","High school graduate or GED completed","3",9140
,"Iowa","19","Some college credit, but not a degree","4",5167
,"Iowa","19","Associate degree (AA, AS)","5",4330
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",8787
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3211
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1088
,"Iowa","19","Unknown or Not Stated","Unk",100
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1133
,"Kansas","20","9th through 12th grade with no diploma","2",2522
,"Kansas","20","High school graduate or GED completed","3",8589
,"Kansas","20","Some college credit, but not a degree","4",5743
,"Kansas","20","Associate degree (AA, AS)","5",3271
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",8098
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3421
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1051
,"Kansas","20","Unknown or Not Stated","Unk",237
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",2205
,"Kentucky","21","9th through 12th grade with no diploma","2",4194
,"Kentucky","21","High school graduate or GED completed","3",16522
,"Kentucky","21","Some college credit, but not a degree","4",9861
,"Kentucky","21","Associate degree (AA, AS)","5",4634
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",8724
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4386
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1218
,"Kentucky","21","Unknown or Not Stated","Unk",240
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1697
,"Louisiana","22","9th through 12th grade with no diploma","2",5550
,"Louisiana","22","High school graduate or GED completed","3",19305
,"Louisiana","22","Some college credit, but not a degree","4",9962
,"Louisiana","22","Associate degree (AA, AS)","5",4030
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",9120
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3543
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1261
,"Louisiana","22","Unknown or Not Stated","Unk",459
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",198
,"Maine","23","9th through 12th grade with no diploma","2",605
,"Maine","23","High school graduate or GED completed","3",2806
,"Maine","23","Some college credit, but not a degree","4",2124
,"Maine","23","Associate degree (AA, AS)","5",966
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",3112
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1346
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",425
,"Maine","23","Unknown or Not Stated","Unk",45
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3382
,"Maryland","24","9th through 12th grade with no diploma","2",5229
,"Maryland","24","High school graduate or GED completed","3",13775
,"Maryland","24","Some college credit, but not a degree","4",10424
,"Maryland","24","Associate degree (AA, AS)","5",4113
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",14686
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10422
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3162
,"Maryland","24","Unknown or Not Stated","Unk",401
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1636
,"Massachusetts","25","9th through 12th grade with no diploma","2",4120
,"Massachusetts","25","High school graduate or GED completed","3",11260
,"Massachusetts","25","Some college credit, but not a degree","4",9910
,"Massachusetts","25","Associate degree (AA, AS)","5",3726
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",17348
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12792
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4236
,"Massachusetts","25","Unknown or Not Stated","Unk",2065
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2238
,"Michigan","26","9th through 12th grade with no diploma","2",7502
,"Michigan","26","High school graduate or GED completed","3",26390
,"Michigan","26","Some college credit, but not a degree","4",20259
,"Michigan","26","Associate degree (AA, AS)","5",8752
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",21147
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9147
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2908
,"Michigan","26","Unknown or Not Stated","Unk",781
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2018
,"Minnesota","27","9th through 12th grade with no diploma","2",3976
,"Minnesota","27","High school graduate or GED completed","3",10775
,"Minnesota","27","Some college credit, but not a degree","4",9627
,"Minnesota","27","Associate degree (AA, AS)","5",6910
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",18382
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7163
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2448
,"Minnesota","27","Unknown or Not Stated","Unk",416
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",832
,"Mississippi","28","9th through 12th grade with no diploma","2",3146
,"Mississippi","28","High school graduate or GED completed","3",11324
,"Mississippi","28","Some college credit, but not a degree","4",6474
,"Mississippi","28","Associate degree (AA, AS)","5",4736
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",4933
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2273
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",645
,"Mississippi","28","Unknown or Not Stated","Unk",96
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",2229
,"Missouri","29","9th through 12th grade with no diploma","2",5481
,"Missouri","29","High school graduate or GED completed","3",17458
,"Missouri","29","Some college credit, but not a degree","4",12952
,"Missouri","29","Associate degree (AA, AS)","5",5792
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",14179
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6763
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1957
,"Missouri","29","Unknown or Not Stated","Unk",312
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",285
,"Montana","30","9th through 12th grade with no diploma","2",778
,"Montana","30","High school graduate or GED completed","3",2795
,"Montana","30","Some college credit, but not a degree","4",2207
,"Montana","30","Associate degree (AA, AS)","5",980
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2729
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",941
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",346
,"Montana","30","Unknown or Not Stated","Unk",17
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1119
,"Nebraska","31","9th through 12th grade with no diploma","2",1694
,"Nebraska","31","High school graduate or GED completed","3",4929
,"Nebraska","31","Some college credit, but not a degree","4",4458
,"Nebraska","31","Associate degree (AA, AS)","5",2275
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6074
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2615
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",897
,"Nebraska","31","Unknown or Not Stated","Unk",50
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",430
,"Nevada","32","9th through 12th grade with no diploma","2",3515
,"Nevada","32","High school graduate or GED completed","3",10440
,"Nevada","32","Some college credit, but not a degree","4",6117
,"Nevada","32","Associate degree (AA, AS)","5",2394
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5269
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1844
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",558
,"Nevada","32","Unknown or Not Stated","Unk",1227
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",74
,"New Hampshire","33","9th through 12th grade with no diploma","2",436
,"New Hampshire","33","High school graduate or GED completed","3",2288
,"New Hampshire","33","Some college credit, but not a degree","4",1938
,"New Hampshire","33","Associate degree (AA, AS)","5",1025
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3558
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2099
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",476
,"New Hampshire","33","Unknown or Not Stated","Unk",42
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",3605
,"New Jersey","34","9th through 12th grade with no diploma","2",5459
,"New Jersey","34","High school graduate or GED completed","3",22137
,"New Jersey","34","Some college credit, but not a degree","4",12959
,"New Jersey","34","Associate degree (AA, AS)","5",6266
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",28008
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",17083
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4310
,"New Jersey","34","Unknown or Not Stated","Unk",1174
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",487
,"New Mexico","35","9th through 12th grade with no diploma","2",2831
,"New Mexico","35","High school graduate or GED completed","3",5724
,"New Mexico","35","Some college credit, but not a degree","4",5042
,"New Mexico","35","Associate degree (AA, AS)","5",1984
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",2974
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1410
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",447
,"New Mexico","35","Unknown or Not Stated","Unk",52
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",8660
,"New York","36","9th through 12th grade with no diploma","2",17186
,"New York","36","High school graduate or GED completed","3",49476
,"New York","36","Some college credit, but not a degree","4",26588
,"New York","36","Associate degree (AA, AS)","5",15378
,"New York","36","Bachelor's degree (BA, AB, BS)","6",44404
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",31936
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",7952
,"New York","36","Unknown or Not Stated","Unk",2032
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",4242
,"North Carolina","37","9th through 12th grade with no diploma","2",9832
,"North Carolina","37","High school graduate or GED completed","3",30074
,"North Carolina","37","Some college credit, but not a degree","4",21354
,"North Carolina","37","Associate degree (AA, AS)","5",11515
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",27144
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12035
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3485
,"North Carolina","37","Unknown or Not Stated","Unk",401
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",88
,"North Dakota","38","9th through 12th grade with no diploma","2",638
,"North Dakota","38","High school graduate or GED completed","3",1974
,"North Dakota","38","Some college credit, but not a degree","4",1786
,"North Dakota","38","Associate degree (AA, AS)","5",1122
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2603
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",895
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",355
,"North Dakota","38","Unknown or Not Stated","Unk",186
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",5629
,"Ohio","39","9th through 12th grade with no diploma","2",9933
,"Ohio","39","High school graduate or GED completed","3",37901
,"Ohio","39","Some college credit, but not a degree","4",19381
,"Ohio","39","Associate degree (AA, AS)","5",10929
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",26490
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12506
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3727
,"Ohio","39","Unknown or Not Stated","Unk",400
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1400
,"Oklahoma","40","9th through 12th grade with no diploma","2",5123
,"Oklahoma","40","High school graduate or GED completed","3",15205
,"Oklahoma","40","Some college credit, but not a degree","4",10147
,"Oklahoma","40","Associate degree (AA, AS)","5",3931
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",8374
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2687
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",883
,"Oklahoma","40","Unknown or Not Stated","Unk",159
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",992
,"Oregon","41","9th through 12th grade with no diploma","2",3151
,"Oregon","41","High school graduate or GED completed","3",9247
,"Oregon","41","Some college credit, but not a degree","4",7874
,"Oregon","41","Associate degree (AA, AS)","5",3316
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8295
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3684
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1345
,"Oregon","41","Unknown or Not Stated","Unk",394
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",5559
,"Pennsylvania","42","9th through 12th grade with no diploma","2",9321
,"Pennsylvania","42","High school graduate or GED completed","3",32181
,"Pennsylvania","42","Some college credit, but not a degree","4",18364
,"Pennsylvania","42","Associate degree (AA, AS)","5",10259
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",29063
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16414
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4864
,"Pennsylvania","42","Unknown or Not Stated","Unk",926
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",291
,"Rhode Island","44","9th through 12th grade with no diploma","2",750
,"Rhode Island","44","High school graduate or GED completed","3",2034
,"Rhode Island","44","Some college credit, but not a degree","4",1760
,"Rhode Island","44","Associate degree (AA, AS)","5",718
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2402
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1342
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",405
,"Rhode Island","44","Unknown or Not Stated","Unk",103
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1563
,"South Carolina","45","9th through 12th grade with no diploma","2",4894
,"South Carolina","45","High school graduate or GED completed","3",15802
,"South Carolina","45","Some college credit, but not a degree","4",11113
,"South Carolina","45","Associate degree (AA, AS)","5",5274
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",12100
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5192
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1477
,"South Carolina","45","Unknown or Not Stated","Unk",314
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",465
,"South Dakota","46","9th through 12th grade with no diploma","2",1126
,"South Dakota","46","High school graduate or GED completed","3",2766
,"South Dakota","46","Some college credit, but not a degree","4",1578
,"South Dakota","46","Associate degree (AA, AS)","5",1183
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2800
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",892
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",343
,"South Dakota","46","Unknown or Not Stated","Unk",48
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",3865
,"Tennessee","47","9th through 12th grade with no diploma","2",6965
,"Tennessee","47","High school graduate or GED completed","3",23122
,"Tennessee","47","Some college credit, but not a degree","4",16147
,"Tennessee","47","Associate degree (AA, AS)","5",6344
