"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Hays County, TX","48209","Unknown or Not Stated","9",Suppressed
,"Hidalgo County, TX","48215","Hispanic or Latino","2135-2",12885
,"Hidalgo County, TX","48215","Not Hispanic or Latino","2186-5",370
,"Hidalgo County, TX","48215","Unknown or Not Stated","9",Suppressed
,"Jefferson County, TX","48245","Hispanic or Latino","2135-2",993
,"Jefferson County, TX","48245","Not Hispanic or Latino","2186-5",2115
,"Jefferson County, TX","48245","Unknown or Not Stated","9",Suppressed
,"Johnson County, TX","48251","Hispanic or Latino","2135-2",732
,"Johnson County, TX","48251","Not Hispanic or Latino","2186-5",1622
,"Johnson County, TX","48251","Unknown or Not Stated","9",Suppressed
,"Kaufman County, TX","48257","Hispanic or Latino","2135-2",772
,"Kaufman County, TX","48257","Not Hispanic or Latino","2186-5",1501
,"Kaufman County, TX","48257","Unknown or Not Stated","9",Suppressed
,"Lubbock County, TX","48303","Hispanic or Latino","2135-2",1780
,"Lubbock County, TX","48303","Not Hispanic or Latino","2186-5",2217
,"Lubbock County, TX","48303","Unknown or Not Stated","9",Suppressed
,"McLennan County, TX","48309","Hispanic or Latino","2135-2",1138
,"McLennan County, TX","48309","Not Hispanic or Latino","2186-5",2207
,"McLennan County, TX","48309","Unknown or Not Stated","9",Suppressed
,"Midland County, TX","48329","Hispanic or Latino","2135-2",1527
,"Midland County, TX","48329","Not Hispanic or Latino","2186-5",1277
,"Midland County, TX","48329","Unknown or Not Stated","9",Suppressed
,"Montgomery County, TX","48339","Hispanic or Latino","2135-2",2860
,"Montgomery County, TX","48339","Not Hispanic or Latino","2186-5",5186
,"Montgomery County, TX","48339","Unknown or Not Stated","9",15
,"Nueces County, TX","48355","Hispanic or Latino","2135-2",3032
,"Nueces County, TX","48355","Not Hispanic or Latino","2186-5",1288
,"Nueces County, TX","48355","Unknown or Not Stated","9",0
,"Parker County, TX","48367","Hispanic or Latino","2135-2",322
,"Parker County, TX","48367","Not Hispanic or Latino","2186-5",1467
,"Parker County, TX","48367","Unknown or Not Stated","9",13
,"Potter County, TX","48375","Hispanic or Latino","2135-2",815
,"Potter County, TX","48375","Not Hispanic or Latino","2186-5",744
,"Potter County, TX","48375","Unknown or Not Stated","9",Suppressed
,"Randall County, TX","48381","Hispanic or Latino","2135-2",565
,"Randall County, TX","48381","Not Hispanic or Latino","2186-5",1145
,"Randall County, TX","48381","Unknown or Not Stated","9",0
,"Smith County, TX","48423","Hispanic or Latino","2135-2",891
,"Smith County, TX","48423","Not Hispanic or Latino","2186-5",2118
,"Smith County, TX","48423","Unknown or Not Stated","9",Suppressed
,"Tarrant County, TX","48439","Hispanic or Latino","2135-2",9969
,"Tarrant County, TX","48439","Not Hispanic or Latino","2186-5",17055
,"Tarrant County, TX","48439","Unknown or Not Stated","9",51
,"Taylor County, TX","48441","Hispanic or Latino","2135-2",551
,"Taylor County, TX","48441","Not Hispanic or Latino","2186-5",1307
,"Taylor County, TX","48441","Unknown or Not Stated","9",Suppressed
,"Tom Green County, TX","48451","Hispanic or Latino","2135-2",686
,"Tom Green County, TX","48451","Not Hispanic or Latino","2186-5",780
,"Tom Green County, TX","48451","Unknown or Not Stated","9",0
,"Travis County, TX","48453","Hispanic or Latino","2135-2",6539
,"Travis County, TX","48453","Not Hispanic or Latino","2186-5",9011
,"Travis County, TX","48453","Unknown or Not Stated","9",44
,"Webb County, TX","48479","Hispanic or Latino","2135-2",4141
,"Webb County, TX","48479","Not Hispanic or Latino","2186-5",84
,"Webb County, TX","48479","Unknown or Not Stated","9",0
,"Wichita County, TX","48485","Hispanic or Latino","2135-2",430
,"Wichita County, TX","48485","Not Hispanic or Latino","2186-5",1145
,"Wichita County, TX","48485","Unknown or Not Stated","9",Suppressed
,"Williamson County, TX","48491","Hispanic or Latino","2135-2",2349
,"Williamson County, TX","48491","Not Hispanic or Latino","2186-5",5322
,"Williamson County, TX","48491","Unknown or Not Stated","9",15
,"Unidentified Counties, TX","48999","Hispanic or Latino","2135-2",23664
,"Unidentified Counties, TX","48999","Not Hispanic or Latino","2186-5",33026
,"Unidentified Counties, TX","48999","Unknown or Not Stated","9",82
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2021"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:41:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:41:59 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
