"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"District of Columbia","11","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",941
,"District of Columbia","11","Unknown or Not Stated","Unk",132
,"District of Columbia","11","Excluded","Exc",0
,"District of Columbia","11","Not Reported","NR",0
,"Florida","12","8th grade or less","1",7137
,"Florida","12","9th through 12th grade with no diploma","2",16043
,"Florida","12","High school graduate or GED completed","3",68479
,"Florida","12","Some college credit, but not a degree","4",36732
,"Florida","12","Associate degree (AA, AS)","5",23282
,"Florida","12","Bachelor's degree (BA, AB, BS)","6",46266
,"Florida","12","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",18829
,"Florida","12","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",5886
,"Florida","12","Unknown or Not Stated","Unk",1779
,"Florida","12","Excluded","Exc",0
,"Florida","12","Not Reported","NR",0
,"Georgia","13","8th grade or less","1",4045
,"Georgia","13","9th through 12th grade with no diploma","2",9841
,"Georgia","13","High school graduate or GED completed","3",41034
,"Georgia","13","Some college credit, but not a degree","4",20120
,"Georgia","13","Associate degree (AA, AS)","5",10714
,"Georgia","13","Bachelor's degree (BA, AB, BS)","6",27115
,"Georgia","13","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10189
,"Georgia","13","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2625
,"Georgia","13","Unknown or Not Stated","Unk",447
,"Georgia","13","Excluded","Exc",0
,"Georgia","13","Not Reported","NR",0
,"Hawaii","15","8th grade or less","1",119
,"Hawaii","15","9th through 12th grade with no diploma","2",2131
,"Hawaii","15","High school graduate or GED completed","3",2861
,"Hawaii","15","Some college credit, but not a degree","4",3068
,"Hawaii","15","Associate degree (AA, AS)","5",1625
,"Hawaii","15","Bachelor's degree (BA, AB, BS)","6",3720
,"Hawaii","15","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1486
,"Hawaii","15","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",304
,"Hawaii","15","Unknown or Not Stated","Unk",221
,"Hawaii","15","Excluded","Exc",0
,"Hawaii","15","Not Reported","NR",0
,"Idaho","16","8th grade or less","1",358
,"Idaho","16","9th through 12th grade with no diploma","2",1537
,"Idaho","16","High school graduate or GED completed","3",5658
,"Idaho","16","Some college credit, but not a degree","4",5176
,"Idaho","16","Associate degree (AA, AS)","5",2244
,"Idaho","16","Bachelor's degree (BA, AB, BS)","6",5454
,"Idaho","16","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1379
,"Idaho","16","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",363
,"Idaho","16","Unknown or Not Stated","Unk",222
,"Idaho","16","Excluded","Exc",0
,"Idaho","16","Not Reported","NR",0
,"Illinois","17","8th grade or less","1",2630
,"Illinois","17","9th through 12th grade with no diploma","2",8282
,"Illinois","17","High school graduate or GED completed","3",30015
,"Illinois","17","Some college credit, but not a degree","4",22458
,"Illinois","17","Associate degree (AA, AS)","5",10546
,"Illinois","17","Bachelor's degree (BA, AB, BS)","6",32119
,"Illinois","17","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16353
,"Illinois","17","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4397
,"Illinois","17","Unknown or Not Stated","Unk",1550
,"Illinois","17","Excluded","Exc",0
,"Illinois","17","Not Reported","NR",0
,"Indiana","18","8th grade or less","1",4359
,"Indiana","18","9th through 12th grade with no diploma","2",7323
,"Indiana","18","High school graduate or GED completed","3",23295
,"Indiana","18","Some college credit, but not a degree","4",13680
,"Indiana","18","Associate degree (AA, AS)","5",6395
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",17103
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5586
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1688
,"Indiana","18","Unknown or Not Stated","Unk",220
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1363
,"Iowa","19","9th through 12th grade with no diploma","2",2746
,"Iowa","19","High school graduate or GED completed","3",9063
,"Iowa","19","Some college credit, but not a degree","4",5440
,"Iowa","19","Associate degree (AA, AS)","5",4412
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",9063
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3246
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1103
,"Iowa","19","Unknown or Not Stated","Unk",70
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1155
,"Kansas","20","9th through 12th grade with no diploma","2",2445
,"Kansas","20","High school graduate or GED completed","3",8951
,"Kansas","20","Some college credit, but not a degree","4",5876
,"Kansas","20","Associate degree (AA, AS)","5",3299
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",8143
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3272
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",978
,"Kansas","20","Unknown or Not Stated","Unk",282
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",2095
,"Kentucky","21","9th through 12th grade with no diploma","2",4103
,"Kentucky","21","High school graduate or GED completed","3",16302
,"Kentucky","21","Some college credit, but not a degree","4",10213
,"Kentucky","21","Associate degree (AA, AS)","5",4819
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",8709
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4465
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1295
,"Kentucky","21","Unknown or Not Stated","Unk",314
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1755
,"Louisiana","22","9th through 12th grade with no diploma","2",5709
,"Louisiana","22","High school graduate or GED completed","3",19375
,"Louisiana","22","Some college credit, but not a degree","4",10725
,"Louisiana","22","Associate degree (AA, AS)","5",4151
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",9570
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3638
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1247
,"Louisiana","22","Unknown or Not Stated","Unk",309
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",214
,"Maine","23","9th through 12th grade with no diploma","2",613
,"Maine","23","High school graduate or GED completed","3",2881
,"Maine","23","Some college credit, but not a degree","4",2256
,"Maine","23","Associate degree (AA, AS)","5",1138
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",3125
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1367
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",452
,"Maine","23","Unknown or Not Stated","Unk",47
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3495
,"Maryland","24","9th through 12th grade with no diploma","2",5343
,"Maryland","24","High school graduate or GED completed","3",14208
,"Maryland","24","Some college credit, but not a degree","4",11711
,"Maryland","24","Associate degree (AA, AS)","5",4295
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",15200
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10788
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3331
,"Maryland","24","Unknown or Not Stated","Unk",411
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1581
,"Massachusetts","25","9th through 12th grade with no diploma","2",4085
,"Massachusetts","25","High school graduate or GED completed","3",11381
,"Massachusetts","25","Some college credit, but not a degree","4",10349
,"Massachusetts","25","Associate degree (AA, AS)","5",4034
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",17883
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",13204
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4318
,"Massachusetts","25","Unknown or Not Stated","Unk",1749
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2171
,"Michigan","26","9th through 12th grade with no diploma","2",7654
,"Michigan","26","High school graduate or GED completed","3",27619
,"Michigan","26","Some college credit, but not a degree","4",21112
,"Michigan","26","Associate degree (AA, AS)","5",9202
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",21556
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9408
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2913
,"Michigan","26","Unknown or Not Stated","Unk",686
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2184
,"Minnesota","27","9th through 12th grade with no diploma","2",4005
,"Minnesota","27","High school graduate or GED completed","3",10914
,"Minnesota","27","Some college credit, but not a degree","4",10397
,"Minnesota","27","Associate degree (AA, AS)","5",7404
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",18742
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7429
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2535
,"Minnesota","27","Unknown or Not Stated","Unk",405
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",764
,"Mississippi","28","9th through 12th grade with no diploma","2",3247
,"Mississippi","28","High school graduate or GED completed","3",11189
,"Mississippi","28","Some college credit, but not a degree","4",6695
,"Mississippi","28","Associate degree (AA, AS)","5",4794
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",5123
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2154
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",647
,"Mississippi","28","Unknown or Not Stated","Unk",62
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",2170
,"Missouri","29","9th through 12th grade with no diploma","2",5512
,"Missouri","29","High school graduate or GED completed","3",17876
,"Missouri","29","Some college credit, but not a degree","4",13790
,"Missouri","29","Associate degree (AA, AS)","5",5987
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",14490
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7005
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1918
,"Missouri","29","Unknown or Not Stated","Unk",237
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",258
,"Montana","30","9th through 12th grade with no diploma","2",831
,"Montana","30","High school graduate or GED completed","3",2768
,"Montana","30","Some college credit, but not a degree","4",2339
,"Montana","30","Associate degree (AA, AS)","5",1019
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2669
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",938
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",334
,"Montana","30","Unknown or Not Stated","Unk",19
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1072
,"Nebraska","31","9th through 12th grade with no diploma","2",1724
,"Nebraska","31","High school graduate or GED completed","3",4888
,"Nebraska","31","Some college credit, but not a degree","4",4633
,"Nebraska","31","Associate degree (AA, AS)","5",2327
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6152
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2637
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",873
,"Nebraska","31","Unknown or Not Stated","Unk",39
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",515
,"Nevada","32","9th through 12th grade with no diploma","2",3796
,"Nevada","32","High school graduate or GED completed","3",10860
,"Nevada","32","Some college credit, but not a degree","4",6737
,"Nevada","32","Associate degree (AA, AS)","5",2608
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5322
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1906
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",584
,"Nevada","32","Unknown or Not Stated","Unk",865
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",76
,"New Hampshire","33","9th through 12th grade with no diploma","2",454
,"New Hampshire","33","High school graduate or GED completed","3",2346
,"New Hampshire","33","Some college credit, but not a degree","4",1943
,"New Hampshire","33","Associate degree (AA, AS)","5",1030
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3521
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2173
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",463
,"New Hampshire","33","Unknown or Not Stated","Unk",71
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",3918
,"New Jersey","34","9th through 12th grade with no diploma","2",5479
,"New Jersey","34","High school graduate or GED completed","3",22544
,"New Jersey","34","Some college credit, but not a degree","4",13064
,"New Jersey","34","Associate degree (AA, AS)","5",6768
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",28085
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",17310
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4248
,"New Jersey","34","Unknown or Not Stated","Unk",1477
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",529
,"New Mexico","35","9th through 12th grade with no diploma","2",2942
,"New Mexico","35","High school graduate or GED completed","3",5620
,"New Mexico","35","Some college credit, but not a degree","4",5424
,"New Mexico","35","Associate degree (AA, AS)","5",2091
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",3121
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1397
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",444
,"New Mexico","35","Unknown or Not Stated","Unk",46
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",8510
,"New York","36","9th through 12th grade with no diploma","2",17504
,"New York","36","High school graduate or GED completed","3",49352
,"New York","36","Some college credit, but not a degree","4",28748
,"New York","36","Associate degree (AA, AS)","5",16338
,"New York","36","Bachelor's degree (BA, AB, BS)","6",44746
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",32730
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8044
,"New York","36","Unknown or Not Stated","Unk",1802
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",4158
,"North Carolina","37","9th through 12th grade with no diploma","2",9786
,"North Carolina","37","High school graduate or GED completed","3",30434
,"North Carolina","37","Some college credit, but not a degree","4",22736
,"North Carolina","37","Associate degree (AA, AS)","5",12037
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",26704
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",11801
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3589
,"North Carolina","37","Unknown or Not Stated","Unk",317
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",77
,"North Dakota","38","9th through 12th grade with no diploma","2",593
,"North Dakota","38","High school graduate or GED completed","3",1970
,"North Dakota","38","Some college credit, but not a degree","4",1833
,"North Dakota","38","Associate degree (AA, AS)","5",1189
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2625
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",860
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",269
,"North Dakota","38","Unknown or Not Stated","Unk",151
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",5427
,"Ohio","39","9th through 12th grade with no diploma","2",10006
,"Ohio","39","High school graduate or GED completed","3",37754
,"Ohio","39","Some college credit, but not a degree","4",20552
,"Ohio","39","Associate degree (AA, AS)","5",11232
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",26423
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12563
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3796
,"Ohio","39","Unknown or Not Stated","Unk",478
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1429
,"Oklahoma","40","9th through 12th grade with no diploma","2",5237
,"Oklahoma","40","High school graduate or GED completed","3",15235
,"Oklahoma","40","Some college credit, but not a degree","4",10286
,"Oklahoma","40","Associate degree (AA, AS)","5",3904
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",8574
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2675
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",871
,"Oklahoma","40","Unknown or Not Stated","Unk",121
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",985
,"Oregon","41","9th through 12th grade with no diploma","2",3258
,"Oregon","41","High school graduate or GED completed","3",9419
,"Oregon","41","Some college credit, but not a degree","4",8183
,"Oregon","41","Associate degree (AA, AS)","5",3344
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8642
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3803
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1457
,"Oregon","41","Unknown or Not Stated","Unk",402
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",5201
,"Pennsylvania","42","9th through 12th grade with no diploma","2",9257
,"Pennsylvania","42","High school graduate or GED completed","3",32679
,"Pennsylvania","42","Some college credit, but not a degree","4",19894
,"Pennsylvania","42","Associate degree (AA, AS)","5",10860
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",29731
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16835
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4939
,"Pennsylvania","42","Unknown or Not Stated","Unk",856
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",271
,"Rhode Island","44","9th through 12th grade with no diploma","2",852
,"Rhode Island","44","High school graduate or GED completed","3",2079
,"Rhode Island","44","Some college credit, but not a degree","4",1924
,"Rhode Island","44","Associate degree (AA, AS)","5",778
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2474
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1338
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",462
,"Rhode Island","44","Unknown or Not Stated","Unk",91
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1505
,"South Carolina","45","9th through 12th grade with no diploma","2",5025
,"South Carolina","45","High school graduate or GED completed","3",15324
,"South Carolina","45","Some college credit, but not a degree","4",11866
,"South Carolina","45","Associate degree (AA, AS)","5",5437
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",11881
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5015
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1495
,"South Carolina","45","Unknown or Not Stated","Unk",272
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",408
,"South Dakota","46","9th through 12th grade with no diploma","2",1127
,"South Dakota","46","High school graduate or GED completed","3",2709
,"South Dakota","46","Some college credit, but not a degree","4",1689
,"South Dakota","46","Associate degree (AA, AS)","5",1247
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2736
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",878
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",354
,"South Dakota","46","Unknown or Not Stated","Unk",53
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",3652
,"Tennessee","47","9th through 12th grade with no diploma","2",7044
,"Tennessee","47","High school graduate or GED completed","3",22482
,"Tennessee","47","Some college credit, but not a degree","4",16587
,"Tennessee","47","Associate degree (AA, AS)","5",6379
