"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"California","06","Unknown or Not Stated","Unk",34956
,"California","06","Excluded","Exc",0
,"California","06","Not Reported","NR",0
,"Colorado","08","8th grade or less","1",1708
,"Colorado","08","9th through 12th grade with no diploma","2",4692
,"Colorado","08","High school graduate or GED completed","3",13691
,"Colorado","08","Some college credit, but not a degree","4",10827
,"Colorado","08","Associate degree (AA, AS)","5",4511
,"Colorado","08","Bachelor's degree (BA, AB, BS)","6",17342
,"Colorado","08","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",8296
,"Colorado","08","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2492
,"Colorado","08","Unknown or Not Stated","Unk",709
,"Colorado","08","Excluded","Exc",0
,"Colorado","08","Not Reported","NR",0
,"Connecticut","09","8th grade or less","1",863
,"Connecticut","09","9th through 12th grade with no diploma","2",2106
,"Connecticut","09","High school graduate or GED completed","3",6885
,"Connecticut","09","Some college credit, but not a degree","4",4816
,"Connecticut","09","Associate degree (AA, AS)","5",2782
,"Connecticut","09","Bachelor's degree (BA, AB, BS)","6",8915
,"Connecticut","09","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6417
,"Connecticut","09","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1763
,"Connecticut","09","Unknown or Not Stated","Unk",52
,"Connecticut","09","Excluded","Exc",0
,"Connecticut","09","Not Reported","NR",0
,"Delaware","10","8th grade or less","1",525
,"Delaware","10","9th through 12th grade with no diploma","2",852
,"Delaware","10","High school graduate or GED completed","3",2961
,"Delaware","10","Some college credit, but not a degree","4",1670
,"Delaware","10","Associate degree (AA, AS)","5",776
,"Delaware","10","Bachelor's degree (BA, AB, BS)","6",2015
,"Delaware","10","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1241
,"Delaware","10","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",318
,"Delaware","10","Unknown or Not Stated","Unk",192
,"Delaware","10","Excluded","Exc",0
,"Delaware","10","Not Reported","NR",0
,"District of Columbia","11","8th grade or less","1",223
,"District of Columbia","11","9th through 12th grade with no diploma","2",731
,"District of Columbia","11","High school graduate or GED completed","3",1537
,"District of Columbia","11","Some college credit, but not a degree","4",855
,"District of Columbia","11","Associate degree (AA, AS)","5",208
,"District of Columbia","11","Bachelor's degree (BA, AB, BS)","6",1350
,"District of Columbia","11","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1689
,"District of Columbia","11","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",885
,"District of Columbia","11","Unknown or Not Stated","Unk",138
,"District of Columbia","11","Excluded","Exc",0
,"District of Columbia","11","Not Reported","NR",0
,"Florida","12","8th grade or less","1",6836
,"Florida","12","9th through 12th grade with no diploma","2",15166
,"Florida","12","High school graduate or GED completed","3",68627
,"Florida","12","Some college credit, but not a degree","4",32643
,"Florida","12","Associate degree (AA, AS)","5",22474
,"Florida","12","Bachelor's degree (BA, AB, BS)","6",48025
,"Florida","12","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",19595
,"Florida","12","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",6148
,"Florida","12","Unknown or Not Stated","Unk",4875
,"Florida","12","Excluded","Exc",0
,"Florida","12","Not Reported","NR",0
,"Georgia","13","8th grade or less","1",4170
,"Georgia","13","9th through 12th grade with no diploma","2",9969
,"Georgia","13","High school graduate or GED completed","3",42352
,"Georgia","13","Some college credit, but not a degree","4",18675
,"Georgia","13","Associate degree (AA, AS)","5",9364
,"Georgia","13","Bachelor's degree (BA, AB, BS)","6",26863
,"Georgia","13","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",11019
,"Georgia","13","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3402
,"Georgia","13","Unknown or Not Stated","Unk",623
,"Georgia","13","Excluded","Exc",0
,"Georgia","13","Not Reported","NR",0
,"Hawaii","15","8th grade or less","1",104
,"Hawaii","15","9th through 12th grade with no diploma","2",1872
,"Hawaii","15","High school graduate or GED completed","3",3040
,"Hawaii","15","Some college credit, but not a degree","4",2875
,"Hawaii","15","Associate degree (AA, AS)","5",1459
,"Hawaii","15","Bachelor's degree (BA, AB, BS)","6",3637
,"Hawaii","15","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1409
,"Hawaii","15","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",284
,"Hawaii","15","Unknown or Not Stated","Unk",237
,"Hawaii","15","Excluded","Exc",0
,"Hawaii","15","Not Reported","NR",0
,"Idaho","16","8th grade or less","1",399
,"Idaho","16","9th through 12th grade with no diploma","2",1577
,"Idaho","16","High school graduate or GED completed","3",5946
,"Idaho","16","Some college credit, but not a degree","4",5167
,"Idaho","16","Associate degree (AA, AS)","5",2337
,"Idaho","16","Bachelor's degree (BA, AB, BS)","6",5778
,"Idaho","16","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1437
,"Idaho","16","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",416
,"Idaho","16","Unknown or Not Stated","Unk",219
,"Idaho","16","Excluded","Exc",0
,"Idaho","16","Not Reported","NR",0
,"Illinois","17","8th grade or less","1",2919
,"Illinois","17","9th through 12th grade with no diploma","2",8094
,"Illinois","17","High school graduate or GED completed","3",30173
,"Illinois","17","Some college credit, but not a degree","4",20267
,"Illinois","17","Associate degree (AA, AS)","5",9785
,"Illinois","17","Bachelor's degree (BA, AB, BS)","6",31943
,"Illinois","17","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16195
,"Illinois","17","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4519
,"Illinois","17","Unknown or Not Stated","Unk",1836
,"Illinois","17","Excluded","Exc",0
,"Illinois","17","Not Reported","NR",0
,"Indiana","18","8th grade or less","1",4808
,"Indiana","18","9th through 12th grade with no diploma","2",7197
,"Indiana","18","High school graduate or GED completed","3",24390
,"Indiana","18","Some college credit, but not a degree","4",12541
,"Indiana","18","Associate degree (AA, AS)","5",6018
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",17311
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5790
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1929
,"Indiana","18","Unknown or Not Stated","Unk",273
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1575
,"Iowa","19","9th through 12th grade with no diploma","2",2785
,"Iowa","19","High school graduate or GED completed","3",9369
,"Iowa","19","Some college credit, but not a degree","4",5138
,"Iowa","19","Associate degree (AA, AS)","5",4066
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",8977
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3347
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1083
,"Iowa","19","Unknown or Not Stated","Unk",96
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1203
,"Kansas","20","9th through 12th grade with no diploma","2",2514
,"Kansas","20","High school graduate or GED completed","3",8886
,"Kansas","20","Some college credit, but not a degree","4",5690
,"Kansas","20","Associate degree (AA, AS)","5",3097
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",8083
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3283
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1043
,"Kansas","20","Unknown or Not Stated","Unk",185
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",2387
,"Kentucky","21","9th through 12th grade with no diploma","2",4308
,"Kentucky","21","High school graduate or GED completed","3",16806
,"Kentucky","21","Some college credit, but not a degree","4",9607
,"Kentucky","21","Associate degree (AA, AS)","5",4625
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",9161
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4429
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1322
,"Kentucky","21","Unknown or Not Stated","Unk",268
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1648
,"Louisiana","22","9th through 12th grade with no diploma","2",5367
,"Louisiana","22","High school graduate or GED completed","3",18846
,"Louisiana","22","Some college credit, but not a degree","4",9253
,"Louisiana","22","Associate degree (AA, AS)","5",3982
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",8906
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3442
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1323
,"Louisiana","22","Unknown or Not Stated","Unk",538
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",196
,"Maine","23","9th through 12th grade with no diploma","2",601
,"Maine","23","High school graduate or GED completed","3",2885
,"Maine","23","Some college credit, but not a degree","4",2020
,"Maine","23","Associate degree (AA, AS)","5",1000
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",3048
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1384
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",419
,"Maine","23","Unknown or Not Stated","Unk",48
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3392
,"Maryland","24","9th through 12th grade with no diploma","2",5377
,"Maryland","24","High school graduate or GED completed","3",13859
,"Maryland","24","Some college credit, but not a degree","4",10132
,"Maryland","24","Associate degree (AA, AS)","5",4052
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",14800
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10309
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3343
,"Maryland","24","Unknown or Not Stated","Unk",533
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1657
,"Massachusetts","25","9th through 12th grade with no diploma","2",4370
,"Massachusetts","25","High school graduate or GED completed","3",11681
,"Massachusetts","25","Some college credit, but not a degree","4",9637
,"Massachusetts","25","Associate degree (AA, AS)","5",3495
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",17409
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12651
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4372
,"Massachusetts","25","Unknown or Not Stated","Unk",2912
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2316
,"Michigan","26","9th through 12th grade with no diploma","2",7440
,"Michigan","26","High school graduate or GED completed","3",26900
,"Michigan","26","Some college credit, but not a degree","4",19794
,"Michigan","26","Associate degree (AA, AS)","5",8621
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",21266
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9557
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3069
,"Michigan","26","Unknown or Not Stated","Unk",562
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2227
,"Minnesota","27","9th through 12th grade with no diploma","2",4043
,"Minnesota","27","High school graduate or GED completed","3",10966
,"Minnesota","27","Some college credit, but not a degree","4",9292
,"Minnesota","27","Associate degree (AA, AS)","5",6686
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",18467
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7416
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2589
,"Minnesota","27","Unknown or Not Stated","Unk",424
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",904
,"Mississippi","28","9th through 12th grade with no diploma","2",2895
,"Mississippi","28","High school graduate or GED completed","3",11018
,"Mississippi","28","Some college credit, but not a degree","4",5981
,"Mississippi","28","Associate degree (AA, AS)","5",4695
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",4948
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2244
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",665
,"Mississippi","28","Unknown or Not Stated","Unk",123
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",2349
,"Missouri","29","9th through 12th grade with no diploma","2",5442
,"Missouri","29","High school graduate or GED completed","3",18175
,"Missouri","29","Some college credit, but not a degree","4",12518
,"Missouri","29","Associate degree (AA, AS)","5",5766
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",14601
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6849
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2035
,"Missouri","29","Unknown or Not Stated","Unk",263
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",285
,"Montana","30","9th through 12th grade with no diploma","2",825
,"Montana","30","High school graduate or GED completed","3",2886
,"Montana","30","Some college credit, but not a degree","4",2214
,"Montana","30","Associate degree (AA, AS)","5",1045
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2747
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",959
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",361
,"Montana","30","Unknown or Not Stated","Unk",Suppressed
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1243
,"Nebraska","31","9th through 12th grade with no diploma","2",1808
,"Nebraska","31","High school graduate or GED completed","3",5124
,"Nebraska","31","Some college credit, but not a degree","4",4442
,"Nebraska","31","Associate degree (AA, AS)","5",2266
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6277
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2637
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",934
,"Nebraska","31","Unknown or Not Stated","Unk",54
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",401
,"Nevada","32","9th through 12th grade with no diploma","2",3453
,"Nevada","32","High school graduate or GED completed","3",10677
,"Nevada","32","Some college credit, but not a degree","4",5929
,"Nevada","32","Associate degree (AA, AS)","5",2425
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5589
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1882
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",619
,"Nevada","32","Unknown or Not Stated","Unk",1406
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",79
,"New Hampshire","33","9th through 12th grade with no diploma","2",444
,"New Hampshire","33","High school graduate or GED completed","3",2329
,"New Hampshire","33","Some college credit, but not a degree","4",1744
,"New Hampshire","33","Associate degree (AA, AS)","5",1015
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3595
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2088
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",401
,"New Hampshire","33","Unknown or Not Stated","Unk",75
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",3571
,"New Jersey","34","9th through 12th grade with no diploma","2",5555
,"New Jersey","34","High school graduate or GED completed","3",22656
,"New Jersey","34","Some college credit, but not a degree","4",12642
,"New Jersey","34","Associate degree (AA, AS)","5",6029
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",28144
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",17531
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4358
,"New Jersey","34","Unknown or Not Stated","Unk",886
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",452
,"New Mexico","35","9th through 12th grade with no diploma","2",2804
,"New Mexico","35","High school graduate or GED completed","3",5845
,"New Mexico","35","Some college credit, but not a degree","4",5049
,"New Mexico","35","Associate degree (AA, AS)","5",1985
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",3196
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1407
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",470
,"New Mexico","35","Unknown or Not Stated","Unk",120
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",8386
,"New York","36","9th through 12th grade with no diploma","2",17435
,"New York","36","High school graduate or GED completed","3",51000
,"New York","36","Some college credit, but not a degree","4",25529
,"New York","36","Associate degree (AA, AS)","5",14780
,"New York","36","Bachelor's degree (BA, AB, BS)","6",45138
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",32739
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8267
,"New York","36","Unknown or Not Stated","Unk",2215
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",4531
,"North Carolina","37","9th through 12th grade with no diploma","2",9812
,"North Carolina","37","High school graduate or GED completed","3",31132
,"North Carolina","37","Some college credit, but not a degree","4",20938
,"North Carolina","37","Associate degree (AA, AS)","5",11617
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",28092
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12373
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3809
,"North Carolina","37","Unknown or Not Stated","Unk",552
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",113
,"North Dakota","38","9th through 12th grade with no diploma","2",647
,"North Dakota","38","High school graduate or GED completed","3",2130
,"North Dakota","38","Some college credit, but not a degree","4",1666
,"North Dakota","38","Associate degree (AA, AS)","5",1173
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2510
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",881
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",316
,"North Dakota","38","Unknown or Not Stated","Unk",198
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",5856
,"Ohio","39","9th through 12th grade with no diploma","2",9782
,"Ohio","39","High school graduate or GED completed","3",37861
,"Ohio","39","Some college credit, but not a degree","4",18677
,"Ohio","39","Associate degree (AA, AS)","5",10640
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",27223
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12572
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3780
,"Ohio","39","Unknown or Not Stated","Unk",404
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1458
,"Oklahoma","40","9th through 12th grade with no diploma","2",4953
,"Oklahoma","40","High school graduate or GED completed","3",15518
,"Oklahoma","40","Some college credit, but not a degree","4",9833
,"Oklahoma","40","Associate degree (AA, AS)","5",3860
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",8592
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2715
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",879
,"Oklahoma","40","Unknown or Not Stated","Unk",154
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",1109
,"Oregon","41","9th through 12th grade with no diploma","2",3177
,"Oregon","41","High school graduate or GED completed","3",9698
,"Oregon","41","Some college credit, but not a degree","4",7744
,"Oregon","41","Associate degree (AA, AS)","5",3218
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8527
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3701
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1386
,"Oregon","41","Unknown or Not Stated","Unk",403
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",5653
,"Pennsylvania","42","9th through 12th grade with no diploma","2",8989
,"Pennsylvania","42","High school graduate or GED completed","3",32555
,"Pennsylvania","42","Some college credit, but not a degree","4",17612
,"Pennsylvania","42","Associate degree (AA, AS)","5",9876
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",29649
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16895
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",5139
,"Pennsylvania","42","Unknown or Not Stated","Unk",931
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",315
,"Rhode Island","44","9th through 12th grade with no diploma","2",759
,"Rhode Island","44","High school graduate or GED completed","3",2030
,"Rhode Island","44","Some college credit, but not a degree","4",1728
,"Rhode Island","44","Associate degree (AA, AS)","5",687
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2471
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1451
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",483
,"Rhode Island","44","Unknown or Not Stated","Unk",85
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1752
,"South Carolina","45","9th through 12th grade with no diploma","2",5171
,"South Carolina","45","High school graduate or GED completed","3",16182
,"South Carolina","45","Some college credit, but not a degree","4",10808
,"South Carolina","45","Associate degree (AA, AS)","5",5240
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",12367
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5339
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1591
,"South Carolina","45","Unknown or Not Stated","Unk",318
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",507
,"South Dakota","46","9th through 12th grade with no diploma","2",1160
,"South Dakota","46","High school graduate or GED completed","3",2724
,"South Dakota","46","Some college credit, but not a degree","4",1635
,"South Dakota","46","Associate degree (AA, AS)","5",1208
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2848
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",921
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",383
,"South Dakota","46","Unknown or Not Stated","Unk",65
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",4178
,"Tennessee","47","9th through 12th grade with no diploma","2",7030
,"Tennessee","47","High school graduate or GED completed","3",23159
,"Tennessee","47","Some college credit, but not a degree","4",15599
,"Tennessee","47","Associate degree (AA, AS)","5",6431
