"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Delaware","10","High school graduate or GED completed","3",2874
,"Delaware","10","Some college credit, but not a degree","4",1997
,"Delaware","10","Associate degree (AA, AS)","5",750
,"Delaware","10","Bachelor's degree (BA, AB, BS)","6",2009
,"Delaware","10","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1165
,"Delaware","10","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",286
,"Delaware","10","Unknown or Not Stated","Unk",84
,"Delaware","10","Excluded","Exc",0
,"Delaware","10","Not Reported","NR",0
,"District of Columbia","11","8th grade or less","1",257
,"District of Columbia","11","9th through 12th grade with no diploma","2",748
,"District of Columbia","11","High school graduate or GED completed","3",2072
,"District of Columbia","11","Some college credit, but not a degree","4",1139
,"District of Columbia","11","Associate degree (AA, AS)","5",259
,"District of Columbia","11","Bachelor's degree (BA, AB, BS)","6",1596
,"District of Columbia","11","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1872
,"District of Columbia","11","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1040
,"District of Columbia","11","Unknown or Not Stated","Unk",96
,"District of Columbia","11","Excluded","Exc",0
,"District of Columbia","11","Not Reported","NR",0
,"Florida","12","8th grade or less","1",6252
,"Florida","12","9th through 12th grade with no diploma","2",17660
,"Florida","12","High school graduate or GED completed","3",68336
,"Florida","12","Some college credit, but not a degree","4",39055
,"Florida","12","Associate degree (AA, AS)","5",22586
,"Florida","12","Bachelor's degree (BA, AB, BS)","6",42240
,"Florida","12","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",16610
,"Florida","12","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",5226
,"Florida","12","Unknown or Not Stated","Unk",2037
,"Florida","12","Excluded","Exc",0
,"Florida","12","Not Reported","NR",0
,"Georgia","13","8th grade or less","1",4023
,"Georgia","13","9th through 12th grade with no diploma","2",11851
,"Georgia","13","High school graduate or GED completed","3",39582
,"Georgia","13","Some college credit, but not a degree","4",22718
,"Georgia","13","Associate degree (AA, AS)","5",9844
,"Georgia","13","Bachelor's degree (BA, AB, BS)","6",26902
,"Georgia","13","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",8609
,"Georgia","13","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2145
,"Georgia","13","Unknown or Not Stated","Unk",697
,"Georgia","13","Excluded","Exc",0
,"Georgia","13","Not Reported","NR",0
,"Hawaii","15","8th grade or less","1",137
,"Hawaii","15","9th through 12th grade with no diploma","2",2863
,"Hawaii","15","High school graduate or GED completed","3",2941
,"Hawaii","15","Some college credit, but not a degree","4",3518
,"Hawaii","15","Associate degree (AA, AS)","5",1681
,"Hawaii","15","Bachelor's degree (BA, AB, BS)","6",3803
,"Hawaii","15","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1455
,"Hawaii","15","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",246
,"Hawaii","15","Unknown or Not Stated","Unk",153
,"Hawaii","15","Excluded","Exc",0
,"Hawaii","15","Not Reported","NR",0
,"Idaho","16","8th grade or less","1",449
,"Idaho","16","9th through 12th grade with no diploma","2",1804
,"Idaho","16","High school graduate or GED completed","3",5503
,"Idaho","16","Some college credit, but not a degree","4",5562
,"Idaho","16","Associate degree (AA, AS)","5",2259
,"Idaho","16","Bachelor's degree (BA, AB, BS)","6",4891
,"Idaho","16","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1160
,"Idaho","16","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",308
,"Idaho","16","Unknown or Not Stated","Unk",127
,"Idaho","16","Excluded","Exc",0
,"Idaho","16","Not Reported","NR",0
,"Illinois","17","8th grade or less","1",2870
,"Illinois","17","9th through 12th grade with no diploma","2",10453
,"Illinois","17","High school graduate or GED completed","3",32421
,"Illinois","17","Some college credit, but not a degree","4",26752
,"Illinois","17","Associate degree (AA, AS)","5",11207
,"Illinois","17","Bachelor's degree (BA, AB, BS)","6",32326
,"Illinois","17","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",17746
,"Illinois","17","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4567
,"Illinois","17","Unknown or Not Stated","Unk",1786
,"Illinois","17","Excluded","Exc",0
,"Illinois","17","Not Reported","NR",0
,"Indiana","18","8th grade or less","1",3854
,"Indiana","18","9th through 12th grade with no diploma","2",8309
,"Indiana","18","High school graduate or GED completed","3",23993
,"Indiana","18","Some college credit, but not a degree","4",15388
,"Indiana","18","Associate degree (AA, AS)","5",6464
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",16257
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4916
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1577
,"Indiana","18","Unknown or Not Stated","Unk",101
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1236
,"Iowa","19","9th through 12th grade with no diploma","2",2802
,"Iowa","19","High school graduate or GED completed","3",9289
,"Iowa","19","Some college credit, but not a degree","4",6263
,"Iowa","19","Associate degree (AA, AS)","5",4649
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",9161
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3092
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1071
,"Iowa","19","Unknown or Not Stated","Unk",86
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1078
,"Kansas","20","9th through 12th grade with no diploma","2",2984
,"Kansas","20","High school graduate or GED completed","3",8551
,"Kansas","20","Some college credit, but not a degree","4",7079
,"Kansas","20","Associate degree (AA, AS)","5",3386
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",8008
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3243
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",907
,"Kansas","20","Unknown or Not Stated","Unk",159
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",1880
,"Kentucky","21","9th through 12th grade with no diploma","2",4971
,"Kentucky","21","High school graduate or GED completed","3",15908
,"Kentucky","21","Some college credit, but not a degree","4",11703
,"Kentucky","21","Associate degree (AA, AS)","5",4864
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",8226
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4133
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1094
,"Kentucky","21","Unknown or Not Stated","Unk",290
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1655
,"Louisiana","22","9th through 12th grade with no diploma","2",6694
,"Louisiana","22","High school graduate or GED completed","3",19859
,"Louisiana","22","Some college credit, but not a degree","4",11550
,"Louisiana","22","Associate degree (AA, AS)","5",4511
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",9556
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3567
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1186
,"Louisiana","22","Unknown or Not Stated","Unk",363
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",162
,"Maine","23","9th through 12th grade with no diploma","2",630
,"Maine","23","High school graduate or GED completed","3",2920
,"Maine","23","Some college credit, but not a degree","4",2563
,"Maine","23","Associate degree (AA, AS)","5",1114
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",2763
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1209
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",387
,"Maine","23","Unknown or Not Stated","Unk",31
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3293
,"Maryland","24","9th through 12th grade with no diploma","2",5778
,"Maryland","24","High school graduate or GED completed","3",14337
,"Maryland","24","Some college credit, but not a degree","4",13009
,"Maryland","24","Associate degree (AA, AS)","5",4543
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",15072
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10592
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3103
,"Maryland","24","Unknown or Not Stated","Unk",451
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1437
,"Massachusetts","25","9th through 12th grade with no diploma","2",4080
,"Massachusetts","25","High school graduate or GED completed","3",10883
,"Massachusetts","25","Some college credit, but not a degree","4",12086
,"Massachusetts","25","Associate degree (AA, AS)","5",4252
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",17482
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12947
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4135
,"Massachusetts","25","Unknown or Not Stated","Unk",1815
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2060
,"Michigan","26","9th through 12th grade with no diploma","2",9206
,"Michigan","26","High school graduate or GED completed","3",27980
,"Michigan","26","Some college credit, but not a degree","4",23715
,"Michigan","26","Associate degree (AA, AS)","5",9055
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",22331
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9665
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2786
,"Michigan","26","Unknown or Not Stated","Unk",1088
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2334
,"Minnesota","27","9th through 12th grade with no diploma","2",4505
,"Minnesota","27","High school graduate or GED completed","3",11152
,"Minnesota","27","Some college credit, but not a degree","4",11599
,"Minnesota","27","Associate degree (AA, AS)","5",8012
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",18386
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7382
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2336
,"Minnesota","27","Unknown or Not Stated","Unk",321
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",745
,"Mississippi","28","9th through 12th grade with no diploma","2",3820
,"Mississippi","28","High school graduate or GED completed","3",10906
,"Mississippi","28","Some college credit, but not a degree","4",8393
,"Mississippi","28","Associate degree (AA, AS)","5",4876
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",5020
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2148
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",628
,"Mississippi","28","Unknown or Not Stated","Unk",100
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",1986
,"Missouri","29","9th through 12th grade with no diploma","2",6431
,"Missouri","29","High school graduate or GED completed","3",18247
,"Missouri","29","Some college credit, but not a degree","4",16022
,"Missouri","29","Associate degree (AA, AS)","5",6429
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",14236
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6708
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1837
,"Missouri","29","Unknown or Not Stated","Unk",231
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",253
,"Montana","30","9th through 12th grade with no diploma","2",897
,"Montana","30","High school graduate or GED completed","3",2963
,"Montana","30","Some college credit, but not a degree","4",2489
,"Montana","30","Associate degree (AA, AS)","5",1016
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2361
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",792
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",286
,"Montana","30","Unknown or Not Stated","Unk",22
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1131
,"Nebraska","31","9th through 12th grade with no diploma","2",1739
,"Nebraska","31","High school graduate or GED completed","3",4873
,"Nebraska","31","Some college credit, but not a degree","4",5167
,"Nebraska","31","Associate degree (AA, AS)","5",2468
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6106
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2459
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",779
,"Nebraska","31","Unknown or Not Stated","Unk",33
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",780
,"Nevada","32","9th through 12th grade with no diploma","2",4504
,"Nevada","32","High school graduate or GED completed","3",11268
,"Nevada","32","Some college credit, but not a degree","4",7417
,"Nevada","32","Associate degree (AA, AS)","5",2661
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5070
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1720
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",529
,"Nevada","32","Unknown or Not Stated","Unk",1123
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",65
,"New Hampshire","33","9th through 12th grade with no diploma","2",548
,"New Hampshire","33","High school graduate or GED completed","3",2423
,"New Hampshire","33","Some college credit, but not a degree","4",2265
,"New Hampshire","33","Associate degree (AA, AS)","5",1073
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3141
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1876
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",371
,"New Hampshire","33","Unknown or Not Stated","Unk",77
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",3853
,"New Jersey","34","9th through 12th grade with no diploma","2",6080
,"New Jersey","34","High school graduate or GED completed","3",23164
,"New Jersey","34","Some college credit, but not a degree","4",12505
,"New Jersey","34","Associate degree (AA, AS)","5",6909
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",26943
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15757
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3691
,"New Jersey","34","Unknown or Not Stated","Unk",683
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",572
,"New Mexico","35","9th through 12th grade with no diploma","2",3440
,"New Mexico","35","High school graduate or GED completed","3",5840
,"New Mexico","35","Some college credit, but not a degree","4",6092
,"New Mexico","35","Associate degree (AA, AS)","5",2135
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",3085
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1232
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",510
,"New Mexico","35","Unknown or Not Stated","Unk",54
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",8984
,"New York","36","9th through 12th grade with no diploma","2",21562
,"New York","36","High school graduate or GED completed","3",50701
,"New York","36","Some college credit, but not a degree","4",33762
,"New York","36","Associate degree (AA, AS)","5",17602
,"New York","36","Bachelor's degree (BA, AB, BS)","6",46163
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",33030
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8178
,"New York","36","Unknown or Not Stated","Unk",1557
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",3942
,"North Carolina","37","9th through 12th grade with no diploma","2",11254
,"North Carolina","37","High school graduate or GED completed","3",29577
,"North Carolina","37","Some college credit, but not a degree","4",24528
,"North Carolina","37","Associate degree (AA, AS)","5",11332
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",23941
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10606
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3117
,"North Carolina","37","Unknown or Not Stated","Unk",428
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",119
,"North Dakota","38","9th through 12th grade with no diploma","2",757
,"North Dakota","38","High school graduate or GED completed","3",2168
,"North Dakota","38","Some college credit, but not a degree","4",2144
,"North Dakota","38","Associate degree (AA, AS)","5",1303
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2676
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",855
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",293
,"North Dakota","38","Unknown or Not Stated","Unk",139
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",4795
,"Ohio","39","9th through 12th grade with no diploma","2",12240
,"Ohio","39","High school graduate or GED completed","3",38520
,"Ohio","39","Some college credit, but not a degree","4",24688
,"Ohio","39","Associate degree (AA, AS)","5",11968
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",26014
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12372
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3415
,"Ohio","39","Unknown or Not Stated","Unk",449
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1392
,"Oklahoma","40","9th through 12th grade with no diploma","2",5984
,"Oklahoma","40","High school graduate or GED completed","3",15440
,"Oklahoma","40","Some college credit, but not a degree","4",11148
,"Oklahoma","40","Associate degree (AA, AS)","5",3793
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",7909
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2476
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",848
,"Oklahoma","40","Unknown or Not Stated","Unk",153
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",1149
,"Oregon","41","9th through 12th grade with no diploma","2",3708
,"Oregon","41","High school graduate or GED completed","3",9641
,"Oregon","41","Some college credit, but not a degree","4",9822
,"Oregon","41","Associate degree (AA, AS)","5",3457
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",8581
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3879
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1373
,"Oregon","41","Unknown or Not Stated","Unk",248
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",4590
,"Pennsylvania","42","9th through 12th grade with no diploma","2",10945
,"Pennsylvania","42","High school graduate or GED completed","3",33940
,"Pennsylvania","42","Some college credit, but not a degree","4",22416
,"Pennsylvania","42","Associate degree (AA, AS)","5",11265
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",28933
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15878
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4505
,"Pennsylvania","42","Unknown or Not Stated","Unk",1758
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",289
,"Rhode Island","44","9th through 12th grade with no diploma","2",928
,"Rhode Island","44","High school graduate or GED completed","3",2118
,"Rhode Island","44","Some college credit, but not a degree","4",2032
,"Rhode Island","44","Associate degree (AA, AS)","5",708
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2226
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1100
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",362
,"Rhode Island","44","Unknown or Not Stated","Unk",412
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1323
,"South Carolina","45","9th through 12th grade with no diploma","2",5924
,"South Carolina","45","High school graduate or GED completed","3",14502
,"South Carolina","45","Some college credit, but not a degree","4",13319
,"South Carolina","45","Associate degree (AA, AS)","5",5098
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",10710
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4611
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1268
,"South Carolina","45","Unknown or Not Stated","Unk",283
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",452
,"South Dakota","46","9th through 12th grade with no diploma","2",1206
,"South Dakota","46","High school graduate or GED completed","3",2783
,"South Dakota","46","Some college credit, but not a degree","4",1871
,"South Dakota","46","Associate degree (AA, AS)","5",1209
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2722
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",862
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",309
,"South Dakota","46","Unknown or Not Stated","Unk",35
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",2886
,"Tennessee","47","9th through 12th grade with no diploma","2",7315
,"Tennessee","47","High school graduate or GED completed","3",22554
,"Tennessee","47","Some college credit, but not a degree","4",18678
,"Tennessee","47","Associate degree (AA, AS)","5",6076
