"Notes","State of Residence","State of Residence Code","OE Gestational Age Recode 10","OE Gestational Age Recode 10 Code",Births
,"Colorado","08","32 - 35 weeks","04",2732
,"Colorado","08","36 weeks","05",2430
,"Colorado","08","37 - 39 weeks","06",39468
,"Colorado","08","40 weeks","07",13082
,"Colorado","08","41 weeks","08",4066
,"Colorado","08","42 weeks or more","09",223
,"Colorado","08","Unknown or Not Stated","10",26
,"Connecticut","09","Under 20 weeks","01",Suppressed
,"Connecticut","09","20 - 27 weeks","02",217
,"Connecticut","09","28 - 31 weeks","03",293
,"Connecticut","09","32 - 35 weeks","04",1486
,"Connecticut","09","36 weeks","05",1205
,"Connecticut","09","37 - 39 weeks","06",21421
,"Connecticut","09","40 weeks","07",7150
,"Connecticut","09","41 weeks","08",2399
,"Connecticut","09","42 weeks or more","09",66
,"Connecticut","09","Unknown or Not Stated","10",14
,"Delaware","10","Under 20 weeks","01",10
,"Delaware","10","20 - 27 weeks","02",95
,"Delaware","10","28 - 31 weeks","03",110
,"Delaware","10","32 - 35 weeks","04",513
,"Delaware","10","36 weeks","05",402
,"Delaware","10","37 - 39 weeks","06",6573
,"Delaware","10","40 weeks","07",2265
,"Delaware","10","41 weeks","08",570
,"Delaware","10","42 weeks or more","09",22
,"Delaware","10","Unknown or Not Stated","10",Suppressed
,"District of Columbia","11","Under 20 weeks","01",Suppressed
,"District of Columbia","11","20 - 27 weeks","02",73
,"District of Columbia","11","28 - 31 weeks","03",89
,"District of Columbia","11","32 - 35 weeks","04",449
,"District of Columbia","11","36 weeks","05",332
,"District of Columbia","11","37 - 39 weeks","06",5356
,"District of Columbia","11","40 weeks","07",1998
,"District of Columbia","11","41 weeks","08",737
,"District of Columbia","11","42 weeks or more","09",41
,"District of Columbia","11","Unknown or Not Stated","10",Suppressed
,"Florida","12","Under 20 weeks","01",90
,"Florida","12","20 - 27 weeks","02",1608
,"Florida","12","28 - 31 weeks","03",2154
,"Florida","12","32 - 35 weeks","04",10347
,"Florida","12","36 weeks","05",9162
,"Florida","12","37 - 39 weeks","06",146842
,"Florida","12","40 weeks","07",39571
,"Florida","12","41 weeks","08",9774
,"Florida","12","42 weeks or more","09",368
,"Florida","12","Unknown or Not Stated","10",86
,"Georgia","13","Under 20 weeks","01",62
,"Georgia","13","20 - 27 weeks","02",1058
,"Georgia","13","28 - 31 weeks","03",1375
,"Georgia","13","32 - 35 weeks","04",6427
,"Georgia","13","36 weeks","05",5841
,"Georgia","13","37 - 39 weeks","06",84934
,"Georgia","13","40 weeks","07",21705
,"Georgia","13","41 weeks","08",4702
,"Georgia","13","42 weeks or more","09",231
,"Georgia","13","Unknown or Not Stated","10",36
,"Hawaii","15","Under 20 weeks","01",Suppressed
,"Hawaii","15","20 - 27 weeks","02",120
,"Hawaii","15","28 - 31 weeks","03",155
,"Hawaii","15","32 - 35 weeks","04",768
,"Hawaii","15","36 weeks","05",727
,"Hawaii","15","37 - 39 weeks","06",10725
,"Hawaii","15","40 weeks","07",3317
,"Hawaii","15","41 weeks","08",912
,"Hawaii","15","42 weeks or more","09",56
,"Hawaii","15","Unknown or Not Stated","10",12
,"Idaho","16","Under 20 weeks","01",Suppressed
,"Idaho","16","20 - 27 weeks","02",90
,"Idaho","16","28 - 31 weeks","03",159
,"Idaho","16","32 - 35 weeks","04",881
,"Idaho","16","36 weeks","05",796
,"Idaho","16","37 - 39 weeks","06",14415
,"Idaho","16","40 weeks","07",4434
,"Idaho","16","41 weeks","08",1218
,"Idaho","16","42 weeks or more","09",58
,"Idaho","16","Unknown or Not Stated","10",Suppressed
,"Illinois","17","Under 20 weeks","01",70
,"Illinois","17","20 - 27 weeks","02",876
,"Illinois","17","28 - 31 weeks","03",1323
,"Illinois","17","32 - 35 weeks","04",6629
,"Illinois","17","36 weeks","05",6088
,"Illinois","17","37 - 39 weeks","06",95281
,"Illinois","17","40 weeks","07",24505
,"Illinois","17","41 weeks","08",5107
,"Illinois","17","42 weeks or more","09",197
,"Illinois","17","Unknown or Not Stated","10",52
,"Indiana","18","Under 20 weeks","01",35
,"Indiana","18","20 - 27 weeks","02",477
,"Indiana","18","28 - 31 weeks","03",709
,"Indiana","18","32 - 35 weeks","04",3783
,"Indiana","18","36 weeks","05",3203
,"Indiana","18","37 - 39 weeks","06",53888
,"Indiana","18","40 weeks","07",14983
,"Indiana","18","41 weeks","08",3451
,"Indiana","18","42 weeks or more","09",307
,"Indiana","18","Unknown or Not Stated","10",23
,"Iowa","19","Under 20 weeks","01",Suppressed
,"Iowa","19","20 - 27 weeks","02",188
,"Iowa","19","28 - 31 weeks","03",355
,"Iowa","19","32 - 35 weeks","04",1514
,"Iowa","19","36 weeks","05",1504
,"Iowa","19","37 - 39 weeks","06",25353
,"Iowa","19","40 weeks","07",6869
,"Iowa","19","41 weeks","08",1769
,"Iowa","19","42 weeks or more","09",73
,"Iowa","19","Unknown or Not Stated","10",16
,"Kansas","20","Under 20 weeks","01",11
,"Kansas","20","20 - 27 weeks","02",242
,"Kansas","20","28 - 31 weeks","03",304
,"Kansas","20","32 - 35 weeks","04",1558
,"Kansas","20","36 weeks","05",1459
,"Kansas","20","37 - 39 weeks","06",24224
,"Kansas","20","40 weeks","07",6403
,"Kansas","20","41 weeks","08",1106
,"Kansas","20","42 weeks or more","09",77
,"Kansas","20","Unknown or Not Stated","10",11
,"Kentucky","21","Under 20 weeks","01",17
,"Kentucky","21","20 - 27 weeks","02",283
,"Kentucky","21","28 - 31 weeks","03",556
,"Kentucky","21","32 - 35 weeks","04",2601
,"Kentucky","21","36 weeks","05",2536
,"Kentucky","21","37 - 39 weeks","06",38033
,"Kentucky","21","40 weeks","07",7524
,"Kentucky","21","41 weeks","08",1392
,"Kentucky","21","42 weeks or more","09",107
,"Kentucky","21","Unknown or Not Stated","10",20
,"Louisiana","22","Under 20 weeks","01",31
,"Louisiana","22","20 - 27 weeks","02",549
,"Louisiana","22","28 - 31 weeks","03",646
,"Louisiana","22","32 - 35 weeks","04",3372
,"Louisiana","22","36 weeks","05",3128
,"Louisiana","22","37 - 39 weeks","06",42594
,"Louisiana","22","40 weeks","07",7389
,"Louisiana","22","41 weeks","08",1152
,"Louisiana","22","42 weeks or more","09",48
,"Louisiana","22","Unknown or Not Stated","10",32
,"Maine","23","Under 20 weeks","01",Suppressed
,"Maine","23","20 - 27 weeks","02",56
,"Maine","23","28 - 31 weeks","03",101
,"Maine","23","32 - 35 weeks","04",460
,"Maine","23","36 weeks","05",438
,"Maine","23","37 - 39 weeks","06",7236
,"Maine","23","40 weeks","07",2386
,"Maine","23","41 weeks","08",1016
,"Maine","23","42 weeks or more","09",71
,"Maine","23","Unknown or Not Stated","10",Suppressed
,"Maryland","24","Under 20 weeks","01",33
,"Maryland","24","20 - 27 weeks","02",488
,"Maryland","24","28 - 31 weeks","03",704
,"Maryland","24","32 - 35 weeks","04",3193
,"Maryland","24","36 weeks","05",2793
,"Maryland","24","37 - 39 weeks","06",44232
,"Maryland","24","40 weeks","07",14044
,"Maryland","24","41 weeks","08",4483
,"Maryland","24","42 weeks or more","09",160
,"Maryland","24","Unknown or Not Stated","10",48
,"Massachusetts","25","Under 20 weeks","01",18
,"Massachusetts","25","20 - 27 weeks","02",346
,"Massachusetts","25","28 - 31 weeks","03",557
,"Massachusetts","25","32 - 35 weeks","04",2770
,"Massachusetts","25","36 weeks","05",2505
,"Massachusetts","25","37 - 39 weeks","06",41408
,"Massachusetts","25","40 weeks","07",15181
,"Massachusetts","25","41 weeks","08",5961
,"Massachusetts","25","42 weeks or more","09",218
,"Massachusetts","25","Unknown or Not Stated","10",153
,"Michigan","26","Under 20 weeks","01",58
,"Michigan","26","20 - 27 weeks","02",749
,"Michigan","26","28 - 31 weeks","03",990
,"Michigan","26","32 - 35 weeks","04",5064
,"Michigan","26","36 weeks","05",4209
,"Michigan","26","37 - 39 weeks","06",67445
,"Michigan","26","40 weeks","07",22092
,"Michigan","26","41 weeks","08",6904
,"Michigan","26","42 weeks or more","09",326
,"Michigan","26","Unknown or Not Stated","10",49
,"Minnesota","27","Under 20 weeks","01",13
,"Minnesota","27","20 - 27 weeks","02",330
,"Minnesota","27","28 - 31 weeks","03",540
,"Minnesota","27","32 - 35 weeks","04",2743
,"Minnesota","27","36 weeks","05",2481
,"Minnesota","27","37 - 39 weeks","06",39836
,"Minnesota","27","40 weeks","07",14048
,"Minnesota","27","41 weeks","08",5616
,"Minnesota","27","42 weeks or more","09",375
,"Minnesota","27","Unknown or Not Stated","10",45
,"Mississippi","28","Under 20 weeks","01",Suppressed
,"Mississippi","28","20 - 27 weeks","02",382
,"Mississippi","28","28 - 31 weeks","03",529
,"Mississippi","28","32 - 35 weeks","04",2334
,"Mississippi","28","36 weeks","05",2088
,"Mississippi","28","37 - 39 weeks","06",26987
,"Mississippi","28","40 weeks","07",3753
,"Mississippi","28","41 weeks","08",502
,"Mississippi","28","42 weeks or more","09",39
,"Mississippi","28","Unknown or Not Stated","10",15
,"Missouri","29","Under 20 weeks","01",23
,"Missouri","29","20 - 27 weeks","02",466
,"Missouri","29","28 - 31 weeks","03",700
,"Missouri","29","32 - 35 weeks","04",3484
,"Missouri","29","36 weeks","05",3159
,"Missouri","29","37 - 39 weeks","06",48994
,"Missouri","29","40 weeks","07",12430
,"Missouri","29","41 weeks","08",2553
,"Missouri","29","42 weeks or more","09",223
,"Missouri","29","Unknown or Not Stated","10",95
,"Montana","30","Under 20 weeks","01",Suppressed
,"Montana","30","20 - 27 weeks","02",41
,"Montana","30","28 - 31 weeks","03",75
,"Montana","30","32 - 35 weeks","04",500
,"Montana","30","36 weeks","05",447
,"Montana","30","37 - 39 weeks","06",7274
,"Montana","30","40 weeks","07",2144
,"Montana","30","41 weeks","08",545
,"Montana","30","42 weeks or more","09",48
,"Montana","30","Unknown or Not Stated","10",Suppressed
,"Nebraska","31","Under 20 weeks","01",Suppressed
,"Nebraska","31","20 - 27 weeks","02",113
,"Nebraska","31","28 - 31 weeks","03",242
,"Nebraska","31","32 - 35 weeks","04",1118
,"Nebraska","31","36 weeks","05",1116
,"Nebraska","31","37 - 39 weeks","06",16683
,"Nebraska","31","40 weeks","07",4628
,"Nebraska","31","41 weeks","08",796
,"Nebraska","31","42 weeks or more","09",43
,"Nebraska","31","Unknown or Not Stated","10",Suppressed
,"Nevada","32","Under 20 weeks","01",Suppressed
,"Nevada","32","20 - 27 weeks","02",202
,"Nevada","32","28 - 31 weeks","03",324
,"Nevada","32","32 - 35 weeks","04",1688
,"Nevada","32","36 weeks","05",1521
,"Nevada","32","37 - 39 weeks","06",23360
,"Nevada","32","40 weeks","07",6520
,"Nevada","32","41 weeks","08",1358
,"Nevada","32","42 weeks or more","09",81
,"Nevada","32","Unknown or Not Stated","10",11
,"New Hampshire","33","Under 20 weeks","01",0
,"New Hampshire","33","20 - 27 weeks","02",41
,"New Hampshire","33","28 - 31 weeks","03",70
,"New Hampshire","33","32 - 35 weeks","04",418
,"New Hampshire","33","36 weeks","05",440
,"New Hampshire","33","37 - 39 weeks","06",6798
,"New Hampshire","33","40 weeks","07",2655
,"New Hampshire","33","41 weeks","08",1366
,"New Hampshire","33","42 weeks or more","09",42
,"New Hampshire","33","Unknown or Not Stated","10",Suppressed
,"New Jersey","34","Under 20 weeks","01",18
,"New Jersey","34","20 - 27 weeks","02",577
,"New Jersey","34","28 - 31 weeks","03",886
,"New Jersey","34","32 - 35 weeks","04",4231
,"New Jersey","34","36 weeks","05",3798
,"New Jersey","34","37 - 39 weeks","06",62478
,"New Jersey","34","40 weeks","07",20755
,"New Jersey","34","41 weeks","08",6473
,"New Jersey","34","42 weeks or more","09",231
,"New Jersey","34","Unknown or Not Stated","10",138
,"New Mexico","35","Under 20 weeks","01",Suppressed
,"New Mexico","35","20 - 27 weeks","02",128
,"New Mexico","35","28 - 31 weeks","03",210
,"New Mexico","35","32 - 35 weeks","04",1103
,"New Mexico","35","36 weeks","05",882
,"New Mexico","35","37 - 39 weeks","06",15322
,"New Mexico","35","40 weeks","07",4247
,"New Mexico","35","41 weeks","08",1016
,"New Mexico","35","42 weeks or more","09",40
,"New Mexico","35","Unknown or Not Stated","10",Suppressed
,"New York","36","Under 20 weeks","01",55
,"New York","36","20 - 27 weeks","02",1249
,"New York","36","28 - 31 weeks","03",1908
,"New York","36","32 - 35 weeks","04",9226
,"New York","36","36 weeks","05",7874
,"New York","36","37 - 39 weeks","06",133051
,"New York","36","40 weeks","07",50924
,"New York","36","41 weeks","08",16149
,"New York","36","42 weeks or more","09",775
,"New York","36","Unknown or Not Stated","10",328
,"North Carolina","37","Under 20 weeks","01",48
,"North Carolina","37","20 - 27 weeks","02",938
,"North Carolina","37","28 - 31 weeks","03",1229
,"North Carolina","37","32 - 35 weeks","04",5596
,"North Carolina","37","36 weeks","05",4835
,"North Carolina","37","37 - 39 weeks","06",75511
,"North Carolina","37","40 weeks","07",23277
,"North Carolina","37","41 weeks","08",7049
,"North Carolina","37","42 weeks or more","09",205
,"North Carolina","37","Unknown or Not Stated","10",37
,"North Dakota","38","Under 20 weeks","01",Suppressed
,"North Dakota","38","20 - 27 weeks","02",56
,"North Dakota","38","28 - 31 weeks","03",86
,"North Dakota","38","32 - 35 weeks","04",453
,"North Dakota","38","36 weeks","05",394
,"North Dakota","38","37 - 39 weeks","06",7025
,"North Dakota","38","40 weeks","07",1951
,"North Dakota","38","41 weeks","08",459
,"North Dakota","38","42 weeks or more","09",22
,"North Dakota","38","Unknown or Not Stated","10",Suppressed
,"Ohio","39","Under 20 weeks","01",85
,"Ohio","39","20 - 27 weeks","02",924
,"Ohio","39","28 - 31 weeks","03",1404
,"Ohio","39","32 - 35 weeks","04",6383
,"Ohio","39","36 weeks","05",5324
,"Ohio","39","37 - 39 weeks","06",90037
,"Ohio","39","40 weeks","07",24414
,"Ohio","39","41 weeks","08",5478
,"Ohio","39","42 weeks or more","09",309
,"Ohio","39","Unknown or Not Stated","10",103
,"Oklahoma","40","Under 20 weeks","01",21
,"Oklahoma","40","20 - 27 weeks","02",307
,"Oklahoma","40","28 - 31 weeks","03",457
,"Oklahoma","40","32 - 35 weeks","04",2474
,"Oklahoma","40","36 weeks","05",2387
,"Oklahoma","40","37 - 39 weeks","06",35523
,"Oklahoma","40","40 weeks","07",6736
,"Oklahoma","40","41 weeks","08",1140
,"Oklahoma","40","42 weeks or more","09",76
,"Oklahoma","40","Unknown or Not Stated","10",22
,"Oregon","41","Under 20 weeks","01",Suppressed
,"Oregon","41","20 - 27 weeks","02",171
,"Oregon","41","28 - 31 weeks","03",307
,"Oregon","41","32 - 35 weeks","04",1570
,"Oregon","41","36 weeks","05",1413
,"Oregon","41","37 - 39 weeks","06",24823
,"Oregon","41","40 weeks","07",9485
,"Oregon","41","41 weeks","08",3763
,"Oregon","41","42 weeks or more","09",301
,"Oregon","41","Unknown or Not Stated","10",16
,"Pennsylvania","42","Under 20 weeks","01",77
,"Pennsylvania","42","20 - 27 weeks","02",855
,"Pennsylvania","42","28 - 31 weeks","03",1233
,"Pennsylvania","42","32 - 35 weeks","04",5961
,"Pennsylvania","42","36 weeks","05",5193
,"Pennsylvania","42","37 - 39 weeks","06",83566
,"Pennsylvania","42","40 weeks","07",27467
,"Pennsylvania","42","41 weeks","08",9278
,"Pennsylvania","42","42 weeks or more","09",389
,"Pennsylvania","42","Unknown or Not Stated","10",211
,"Rhode Island","44","Under 20 weeks","01",Suppressed
,"Rhode Island","44","20 - 27 weeks","02",68
,"Rhode Island","44","28 - 31 weeks","03",74
,"Rhode Island","44","32 - 35 weeks","04",398
,"Rhode Island","44","36 weeks","05",426
,"Rhode Island","44","37 - 39 weeks","06",6401
,"Rhode Island","44","40 weeks","07",1992
,"Rhode Island","44","41 weeks","08",791
,"Rhode Island","44","42 weeks or more","09",19
,"Rhode Island","44","Unknown or Not Stated","10",Suppressed
,"South Carolina","45","Under 20 weeks","01",28
,"South Carolina","45","20 - 27 weeks","02",439
,"South Carolina","45","28 - 31 weeks","03",677
,"South Carolina","45","32 - 35 weeks","04",2969
,"South Carolina","45","36 weeks","05",2426
,"South Carolina","45","37 - 39 weeks","06",39799
,"South Carolina","45","40 weeks","07",8955
,"South Carolina","45","41 weeks","08",1655
,"South Carolina","45","42 weeks or more","09",73
,"South Carolina","45","Unknown or Not Stated","10",17
,"South Dakota","46","Under 20 weeks","01",Suppressed
,"South Dakota","46","20 - 27 weeks","02",60
,"South Dakota","46","28 - 31 weeks","03",90
,"South Dakota","46","32 - 35 weeks","04",470
,"South Dakota","46","36 weeks","05",469
,"South Dakota","46","37 - 39 weeks","06",7405
,"South Dakota","46","40 weeks","07",2261
,"South Dakota","46","41 weeks","08",654
,"South Dakota","46","42 weeks or more","09",31
,"South Dakota","46","Unknown or Not Stated","10",Suppressed
,"Tennessee","47","Under 20 weeks","01",31
,"Tennessee","47","20 - 27 weeks","02",533
,"Tennessee","47","28 - 31 weeks","03",837
,"Tennessee","47","32 - 35 weeks","04",3956
,"Tennessee","47","36 weeks","05",3636
,"Tennessee","47","37 - 39 weeks","06",55056
,"Tennessee","47","40 weeks","07",13274
,"Tennessee","47","41 weeks","08",2841
,"Tennessee","47","42 weeks or more","09",176
,"Tennessee","47","Unknown or Not Stated","10",110
,"Texas","48","Under 20 weeks","01",140
,"Texas","48","20 - 27 weeks","02",2517
,"Texas","48","28 - 31 weeks","03",3550
,"Texas","48","32 - 35 weeks","04",18384
,"Texas","48","36 weeks","05",17043
,"Texas","48","37 - 39 weeks","06",267212
,"Texas","48","40 weeks","07",56123
,"Texas","48","41 weeks","08",11835
,"Texas","48","42 weeks or more","09",750
,"Texas","48","Unknown or Not Stated","10",45
,"Utah","49","Under 20 weeks","01",19
,"Utah","49","20 - 27 weeks","02",221
,"Utah","49","28 - 31 weeks","03",322
,"Utah","49","32 - 35 weeks","04",2084
,"Utah","49","36 weeks","05",1913
,"Utah","49","37 - 39 weeks","06",33729
,"Utah","49","40 weeks","07",6908
,"Utah","49","41 weeks","08",1539
,"Utah","49","42 weeks or more","09",88
,"Utah","49","Unknown or Not Stated","10",Suppressed
,"Vermont","50","Under 20 weeks","01",0
,"Vermont","50","20 - 27 weeks","02",16
,"Vermont","50","28 - 31 weeks","03",42
,"Vermont","50","32 - 35 weeks","04",208
,"Vermont","50","36 weeks","05",186
,"Vermont","50","37 - 39 weeks","06",2990
,"Vermont","50","40 weeks","07",1285
,"Vermont","50","41 weeks","08",599
,"Vermont","50","42 weeks or more","09",31
,"Vermont","50","Unknown or Not Stated","10",Suppressed
,"Virginia","51","Under 20 weeks","01",47
,"Virginia","51","20 - 27 weeks","02",661
,"Virginia","51","28 - 31 weeks","03",815
,"Virginia","51","32 - 35 weeks","04",4356
,"Virginia","51","36 weeks","05",3746
,"Virginia","51","37 - 39 weeks","06",62557
,"Virginia","51","40 weeks","07",19390
,"Virginia","51","41 weeks","08",5575
,"Virginia","51","42 weeks or more","09",241
,"Virginia","51","Unknown or Not Stated","10",41
,"Washington","53","Under 20 weeks","01",19
,"Washington","53","20 - 27 weeks","02",348
,"Washington","53","28 - 31 weeks","03",572
,"Washington","53","32 - 35 weeks","04",3181
,"Washington","53","36 weeks","05",3052
,"Washington","53","37 - 39 weeks","06",51301
,"Washington","53","40 weeks","07",18407
,"Washington","53","41 weeks","08",7455
,"Washington","53","42 weeks or more","09",384
,"Washington","53","Unknown or Not Stated","10",176
,"West Virginia","54","Under 20 weeks","01",Suppressed
,"West Virginia","54","20 - 27 weeks","02",117
,"West Virginia","54","28 - 31 weeks","03",212
,"West Virginia","54","32 - 35 weeks","04",994
,"West Virginia","54","36 weeks","05",953
,"West Virginia","54","37 - 39 weeks","06",12851
,"West Virginia","54","40 weeks","07",2407
,"West Virginia","54","41 weeks","08",558
,"West Virginia","54","42 weeks or more","09",30
,"West Virginia","54","Unknown or Not Stated","10",Suppressed
,"Wisconsin","55","Under 20 weeks","01",29
,"Wisconsin","55","20 - 27 weeks","02",379
,"Wisconsin","55","28 - 31 weeks","03",575
,"Wisconsin","55","32 - 35 weeks","04",2820
,"Wisconsin","55","36 weeks","05",2563
,"Wisconsin","55","37 - 39 weeks","06",40704
,"Wisconsin","55","40 weeks","07",12754
,"Wisconsin","55","41 weeks","08",3212
,"Wisconsin","55","42 weeks or more","09",190
,"Wisconsin","55","Unknown or Not Stated","10",44
,"Wyoming","56","Under 20 weeks","01",0
,"Wyoming","56","20 - 27 weeks","02",35
,"Wyoming","56","28 - 31 weeks","03",56
,"Wyoming","56","32 - 35 weeks","04",297
,"Wyoming","56","36 weeks","05",260
,"Wyoming","56","37 - 39 weeks","06",4342
,"Wyoming","56","40 weeks","07",1262
,"Wyoming","56","41 weeks","08",290
,"Wyoming","56","42 weeks or more","09",22
,"Wyoming","56","Unknown or Not Stated","10",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2019"
"Group By: State of Residence; OE Gestational Age Recode 10"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 4:04:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 4:04:39 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
