"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9828
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",1807
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2449
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",6587
,"Fort Bend County, TX","48157","Unknown or Not Stated","9",16
,"Galveston County, TX","48167","Hispanic or Latino","2135-2",1232
,"Galveston County, TX","48167","Not Hispanic or Latino","2186-5",2722
,"Galveston County, TX","48167","Unknown or Not Stated","9",Suppressed
,"Grayson County, TX","48181","Hispanic or Latino","2135-2",335
,"Grayson County, TX","48181","Not Hispanic or Latino","2186-5",1245
,"Grayson County, TX","48181","Unknown or Not Stated","9",Suppressed
,"Gregg County, TX","48183","Hispanic or Latino","2135-2",477
,"Gregg County, TX","48183","Not Hispanic or Latino","2186-5",1244
,"Gregg County, TX","48183","Unknown or Not Stated","9",0
,"Guadalupe County, TX","48187","Hispanic or Latino","2135-2",808
,"Guadalupe County, TX","48187","Not Hispanic or Latino","2186-5",1045
,"Guadalupe County, TX","48187","Unknown or Not Stated","9",Suppressed
,"Harris County, TX","48201","Hispanic or Latino","2135-2",33549
,"Harris County, TX","48201","Not Hispanic or Latino","2186-5",32677
,"Harris County, TX","48201","Unknown or Not Stated","9",128
,"Hays County, TX","48209","Hispanic or Latino","2135-2",1285
,"Hays County, TX","48209","Not Hispanic or Latino","2186-5",1275
,"Hays County, TX","48209","Unknown or Not Stated","9",Suppressed
,"Hidalgo County, TX","48215","Hispanic or Latino","2135-2",13399
,"Hidalgo County, TX","48215","Not Hispanic or Latino","2186-5",397
,"Hidalgo County, TX","48215","Unknown or Not Stated","9",Suppressed
,"Jefferson County, TX","48245","Hispanic or Latino","2135-2",1010
,"Jefferson County, TX","48245","Not Hispanic or Latino","2186-5",2312
,"Jefferson County, TX","48245","Unknown or Not Stated","9",Suppressed
,"Johnson County, TX","48251","Hispanic or Latino","2135-2",648
,"Johnson County, TX","48251","Not Hispanic or Latino","2186-5",1527
,"Johnson County, TX","48251","Unknown or Not Stated","9",Suppressed
,"Kaufman County, TX","48257","Hispanic or Latino","2135-2",540
,"Kaufman County, TX","48257","Not Hispanic or Latino","2186-5",1284
,"Kaufman County, TX","48257","Unknown or Not Stated","9",0
,"Lubbock County, TX","48303","Hispanic or Latino","2135-2",1800
,"Lubbock County, TX","48303","Not Hispanic or Latino","2186-5",2303
,"Lubbock County, TX","48303","Unknown or Not Stated","9",Suppressed
,"McLennan County, TX","48309","Hispanic or Latino","2135-2",1113
,"McLennan County, TX","48309","Not Hispanic or Latino","2186-5",2184
,"McLennan County, TX","48309","Unknown or Not Stated","9",Suppressed
,"Midland County, TX","48329","Hispanic or Latino","2135-2",1496
,"Midland County, TX","48329","Not Hispanic or Latino","2186-5",1487
,"Midland County, TX","48329","Unknown or Not Stated","9",0
,"Montgomery County, TX","48339","Hispanic or Latino","2135-2",2487
,"Montgomery County, TX","48339","Not Hispanic or Latino","2186-5",4903
,"Montgomery County, TX","48339","Unknown or Not Stated","9",Suppressed
,"Nueces County, TX","48355","Hispanic or Latino","2135-2",3137
,"Nueces County, TX","48355","Not Hispanic or Latino","2186-5",1322
,"Nueces County, TX","48355","Unknown or Not Stated","9",Suppressed
,"Parker County, TX","48367","Hispanic or Latino","2135-2",283
,"Parker County, TX","48367","Not Hispanic or Latino","2186-5",1330
,"Parker County, TX","48367","Unknown or Not Stated","9",0
,"Potter County, TX","48375","Hispanic or Latino","2135-2",825
,"Potter County, TX","48375","Not Hispanic or Latino","2186-5",822
,"Potter County, TX","48375","Unknown or Not Stated","9",Suppressed
,"Randall County, TX","48381","Hispanic or Latino","2135-2",453
,"Randall County, TX","48381","Not Hispanic or Latino","2186-5",1133
,"Randall County, TX","48381","Unknown or Not Stated","9",0
,"Smith County, TX","48423","Hispanic or Latino","2135-2",834
,"Smith County, TX","48423","Not Hispanic or Latino","2186-5",2078
,"Smith County, TX","48423","Unknown or Not Stated","9",0
,"Tarrant County, TX","48439","Hispanic or Latino","2135-2",10050
,"Tarrant County, TX","48439","Not Hispanic or Latino","2186-5",17093
,"Tarrant County, TX","48439","Unknown or Not Stated","9",18
,"Taylor County, TX","48441","Hispanic or Latino","2135-2",525
,"Taylor County, TX","48441","Not Hispanic or Latino","2186-5",1433
,"Taylor County, TX","48441","Unknown or Not Stated","9",0
,"Tom Green County, TX","48451","Hispanic or Latino","2135-2",725
,"Tom Green County, TX","48451","Not Hispanic or Latino","2186-5",837
,"Tom Green County, TX","48451","Unknown or Not Stated","9",Suppressed
,"Travis County, TX","48453","Hispanic or Latino","2135-2",6521
,"Travis County, TX","48453","Not Hispanic or Latino","2186-5",8879
,"Travis County, TX","48453","Unknown or Not Stated","9",18
,"Webb County, TX","48479","Hispanic or Latino","2135-2",4563
,"Webb County, TX","48479","Not Hispanic or Latino","2186-5",59
,"Webb County, TX","48479","Unknown or Not Stated","9",0
,"Wichita County, TX","48485","Hispanic or Latino","2135-2",446
,"Wichita County, TX","48485","Not Hispanic or Latino","2186-5",1185
,"Wichita County, TX","48485","Unknown or Not Stated","9",0
,"Williamson County, TX","48491","Hispanic or Latino","2135-2",1984
,"Williamson County, TX","48491","Not Hispanic or Latino","2186-5",4696
,"Williamson County, TX","48491","Unknown or Not Stated","9",15
,"Unidentified Counties, TX","48999","Hispanic or Latino","2135-2",23408
,"Unidentified Counties, TX","48999","Not Hispanic or Latino","2186-5",33006
,"Unidentified Counties, TX","48999","Unknown or Not Stated","9",32
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2019"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 7:31:21 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 7:31:21 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
